M_G,G-RP,BP-RP
8.825,0.966,1.905
8.829,1.043,2.144
8.83,1.055,2.188
8.837,1.009,2.051
8.85,1.051,2.162
8.853,1.265,2.057
8.855,1.167,2.555
8.856,1.003,2.014
8.857,1.06,2.085
8.858,0.988,1.981
8.86,0.993,1.991
8.867,1.036,2.107
8.876,1.039,2.125
8.876,0.977,1.954
8.88,0.987,1.979
8.88,1.031,2.102
8.886,0.974,1.936
8.889,0.971,1.935
8.891,1.016,2.055
8.91,1.022,2.073
8.919,0.986,1.972
8.923,1.033,2.114
8.932,1.031,2.095
8.933,1.007,2.029
8.935,1.001,2.014
8.936,0.971,1.932
8.941,1.04,2.142
8.941,0.986,1.979
8.946,1.003,2.016
8.952,1.082,2.245
8.964,1.025,2.091
8.965,1.016,2.065
8.967,0.995,2.008
8.968,0.987,1.979
8.97,1.01,2.047
8.97,0.981,1.965
8.971,0.995,1.991
8.975,1.031,2.109
8.977,1.08,2.256
8.98,1.012,2.052
8.982,1.108,2.174
8.988,0.985,1.947
8.997,1.001,2.015
8.998,0.975,1.946
9.01,1,2.011
9.012,1.017,2.067
9.014,0.998,2.02
9.016,1.366,2.755
9.03,1.008,2.027
9.031,1.007,2.031
9.031,0.887,1.706
9.038,0.986,1.98
9.04,0.963,1.909
9.04,0.991,2
9.045,1.025,2.094
9.048,1.01,2.038
9.048,0.999,2.009
9.06,1.003,2.033
9.06,0.966,1.911
9.061,1.07,2.221
9.062,1.013,2.061
9.074,1.08,2.254
9.079,1.036,2.12
9.08,1.006,2.038
9.116,1.011,2.04
9.123,0.681,1.098
9.125,1.062,2.208
9.126,1.083,2.262
9.126,0.993,1.995
9.127,1.085,2.278
9.158,1.002,2.024
9.166,1.006,2.04
9.179,0.992,1.988
9.179,1.162,2.197
9.192,1.085,2.275
9.218,1.112,2.262
9.229,1.075,2.242
9.23,1.087,2.28
9.245,1.067,2.225
9.274,1.299,2.093
9.275,1.018,2.055
9.283,1.537,2.711
9.287,0.97,1.931
9.291,1.011,2.056
9.301,0.961,1.908
9.305,1.415,3.842
9.31,1.038,2.137
9.321,1.091,2.295
9.325,1.043,2.149
9.336,1.55,3.479
9.375,1.041,2.129
9.378,1.039,2.139
9.39,1.085,2.272
9.391,0.954,1.66
9.404,1.091,2.293
9.407,1.024,2.09
9.434,1.183,2.619
9.445,1.072,2.237
9.447,1.023,1.835
9.449,1.322,3.298
9.453,0.923,1.803
9.458,1.294,2.164
9.468,1.071,2.236
9.468,1.256,2.912
9.495,1.069,2.229
9.497,1.108,2.343
9.506,1.175,2.585
9.511,1.094,2.257
9.514,1.04,2.131
9.55,0.93,1.823
9.571,1.005,2.031
9.582,1.036,2.133
9.6,0.924,1.803
9.619,1.163,2.385
9.623,1.127,2.398
9.624,1.632,2.569
9.624,1.39,3.611
9.628,1.039,2.127
9.661,1.126,2.403
9.667,1.494,3.399
9.676,1.295,2.349
9.689,1.059,2.194
9.705,1.13,2.36
9.711,1.153,2.415
9.731,1.229,2.528
9.752,1.153,2.415
9.763,1.124,2.422
9.774,1.079,2.088
9.792,1.14,2.48
9.797,1.074,2.246
9.806,0.934,1.853
9.842,1.031,2.113
9.865,1.157,2.541
9.892,0.978,1.955
9.917,0.977,1.956
9.923,1.371,2.477
9.94,1.197,2.688
9.951,1.659,3.201
9.978,1.354,3.516
9.985,1.322,3.386
9.986,1.186,2.581
