M_G,G-RP,BP-RP
9.615,1.095,2.317
9.616,1.636,2.421
9.616,1.12,2.4
9.617,1.645,2.297
9.617,1.128,2.39
9.618,1.126,2.462
9.619,1.114,2.379
9.619,1.183,2.65
9.619,1.122,2.406
9.619,1.153,2.513
9.62,1.741,2.375
9.62,1.125,2.411
9.62,1.169,2.579
9.62,1.165,2.544
9.621,1.128,2.428
9.621,1.137,2.445
9.622,1.09,2.304
9.623,1.091,2.298
9.624,1.125,2.418
9.624,1.109,2.36
9.624,1.111,2.369
9.625,1.32,2.598
9.625,1.136,2.442
9.628,1.134,2.448
9.629,1.1,2.318
9.631,1.104,2.299
9.631,1.146,2.488
9.631,1.072,2.248
9.632,1.105,2.356
9.634,1.149,2.49
9.636,1.136,2.428
9.636,1.108,2.354
9.637,1.128,2.406
9.638,1.11,2.36
9.638,1.092,2.308
9.642,1.14,2.447
9.643,1.933,2.497
9.643,1.114,2.381
9.645,1.111,2.367
9.646,1.128,2.431
9.647,1.054,2.169
9.647,1.117,2.396
9.648,1.127,2.418
9.649,1.154,2.533
9.649,1.24,2.401
9.65,1.091,2.304
9.651,1.083,2.273
9.652,1.139,2.449
9.653,1.183,2.63
9.654,1.082,2.275
9.654,1.137,2.459
9.655,1.142,2.485
9.656,1.131,2.443
9.656,1.096,2.295
9.658,1.089,2.277
9.659,1.059,2.197
9.659,1.12,2.4
9.66,1.134,2.459
9.662,1.118,2.396
9.662,1.082,2.273
9.662,1.177,2.608
9.664,1.125,2.401
9.666,1.102,2.338
9.667,1.139,2.444
9.667,1.091,2.303
9.667,1.536,2.122
9.668,1.143,2.479
9.67,1.126,2.428
9.673,1.123,2.414
9.675,1.119,2.359
9.675,1.138,2.462
9.681,1.099,2.19
9.683,1.141,2.464
9.683,1.127,2.427
9.684,1.074,2.248
9.684,1.097,2.325
9.686,1.125,2.406
9.689,1.099,2.319
9.691,1.144,2.497
9.692,1.118,2.4
9.692,1.113,2.372
9.694,1.122,2.343
9.698,1.119,2.416
9.7,1.13,2.429
9.702,1.175,2.5
9.703,1.14,2.468
9.703,1.144,2.482
9.705,1.163,2.549
9.709,1.129,2.432
9.71,1.169,2.553
9.71,1.489,1.99
9.71,1.196,2.688
9.712,1.178,2.637
9.713,0.962,1.905
9.714,1.099,2.322
9.714,1.085,2.276
9.715,1.159,2.535
9.716,1.018,2.067
9.716,1.153,2.415
9.717,1.177,2.598
9.717,1.1,2.342
9.717,1.276,2.559
9.718,1.176,2.624
9.719,1.111,2.356
9.722,1.107,2.364
9.725,1.131,2.422
9.725,1.743,2.266
9.725,1.241,2.665
9.726,1.113,2.376
9.726,1.159,2.541
9.728,1.108,2.347
9.73,1.144,2.49
9.734,1.141,2.485
9.737,1.103,2.338
9.738,1.049,2.138
9.738,1.104,2.341
9.74,1.115,2.376
9.742,1.108,2.368
9.744,1.161,2.56
9.745,1.147,2.491
9.746,1.085,2.286
9.747,1.106,2.353
9.747,1.153,2.508
9.748,1.165,2.563
9.749,1.098,2.315
9.75,1.122,2.41
9.752,1.109,2.357
9.752,1.12,2.389
9.753,1.149,2.505
9.754,1.089,2.293
9.754,1.074,2.234
9.754,1.241,2.834
9.755,1.167,2.566
9.757,1.169,2.585
9.758,1.092,2.335
9.759,1.2,2.651
9.759,1.181,2.632
9.76,1.122,2.409
9.76,1.139,2.473
9.762,1.125,2.422
9.763,1.087,2.281
9.763,1.131,2.417
9.765,1.169,2.6
9.767,1.721,2.461
9.767,1.14,2.472
9.768,1.155,2.539
9.769,1.173,2.596
9.769,1.137,2.452
9.771,1.166,2.569
9.771,1.116,2.375
9.772,1.123,2.421
9.772,1.114,2.351
9.774,1.136,2.458
9.774,1.112,2.366
9.774,1.195,2.683
9.774,1.152,2.496
9.776,1.145,2.481
9.777,1.07,2.221
9.778,1.108,2.389
9.779,1.133,2.443
9.779,1.096,2.342
9.78,1.088,2.252
9.783,1.149,2.52
9.785,1.133,2.453
9.786,1.14,2.472
9.787,1.114,2.387
9.79,1.105,2.348
9.793,1.122,2.385
9.794,1.138,2.45
9.795,1.042,2.141
9.797,1.106,2.12
9.798,1.107,2.353
9.799,1.162,2.583
9.803,1.111,2.358
9.804,1.129,2.433
9.805,1.154,2.532
9.806,1.154,2.529
9.807,1.134,2.404
9.808,1.08,2.256
9.808,1.116,2.389
9.809,1.512,2.499
9.815,1.064,2.217
9.816,1.209,2.762
9.818,1.124,2.41
9.819,1.149,2.499
9.82,1.134,2.454
9.82,1.147,2.486
9.821,1.143,2.486
9.822,1.117,2.402
9.823,1.105,2.345
9.823,1.155,2.535
9.824,1.128,2.418
9.825,1.179,2.596
9.826,1.291,2.534
9.828,1.129,2.426
9.829,1.252,2.422
9.829,1.151,2.511
9.829,1.318,2.275
9.832,1.161,2.545
9.833,1.186,2.647
9.834,1.154,2.523
9.835,1.107,2.362
9.835,1.124,2.36
9.836,1.139,2.475
9.837,1.153,2.525
9.841,1.139,2.472
9.841,1.159,2.54
9.841,1.146,2.519
9.842,1.1,2.336
9.843,1.18,2.61
9.847,1.165,2.274
9.849,1.077,2.255
9.849,1.173,2.592
9.849,1.131,2.438
9.85,1.128,2.439
9.85,1.104,2.328
9.853,1.186,2.649
9.854,1.125,2.432
9.859,1.072,2.242
9.86,1.582,2.299
9.861,1.111,2.359
9.863,1.157,2.544
9.864,1.087,2.283
9.864,1.146,2.447
9.867,1.118,2.382
9.873,1.09,2.293
9.875,1.106,2.34
9.876,1.106,2.354
9.878,1.181,2.523
9.879,1.178,2.563
9.881,1.135,2.459
9.881,1.09,2.304
9.881,1.116,2.396
9.882,1.103,2.336
9.883,1.159,2.543
9.885,1.119,2.401
9.887,1.149,2.512
9.888,1.157,2.529
9.892,1.177,2.616
9.893,1.498,2.698
9.894,1.132,2.39
9.896,1.154,2.519
9.898,1.082,2.273
9.898,1.155,2.528
9.9,1.078,2.261
9.903,1.103,2.334
9.904,1.085,2.266
9.906,1.129,2.428
9.908,1.093,2.303
9.908,1.114,2.364
9.909,1.1,2.329
9.909,1.062,2.213
9.909,1.129,2.424
9.909,1.096,2.319
9.911,1.14,2.458
9.911,1.175,2.621
9.911,1.175,2.604
9.912,1.152,2.357
9.912,1.13,2.425
9.916,1.183,2.646
9.917,1.111,2.366
9.917,1.172,2.59
9.919,1.167,2.573
9.92,1.105,2.346
9.92,1.127,2.408
9.92,1.709,2.615
9.92,1.102,2.337
9.924,1.103,2.339
9.924,1.145,2.489
9.927,1.057,2.184
9.927,1.144,2.656
9.929,1.144,2.485
9.929,1.135,2.451
9.932,1.149,2.424
9.933,1.086,2.277
9.934,1.094,2.31
9.935,1.218,2.77
9.935,1.531,2.627
9.936,1.174,2.601
9.937,1.137,2.464
9.938,1.091,2.303
9.939,1.213,2.403
9.939,1.142,2.485
9.943,1.15,2.505
9.943,1.106,2.352
9.945,0.733,1.246
9.946,1.093,2.31
9.948,1.173,2.591
9.948,1.034,2.112
9.949,1.107,2.31
9.952,1.132,2.428
9.956,1.169,2.581
9.957,1.14,2.478
9.957,1.16,2.538
9.962,1.185,2.493
9.964,1.649,2.472
9.964,1.102,2.313
9.964,1.207,2.739
9.965,1.118,2.389
9.965,1.122,2.396
9.966,1.14,2.472
9.967,1.15,2.504
9.969,1.11,2.392
9.969,1.284,2.993
9.971,1.134,2.448
9.972,1.151,2.526
9.973,1.192,2.659
9.976,1.137,2.454
9.977,1.112,2.377
9.979,1.101,2.342
9.979,1.114,2.378
9.979,1.136,2.446
9.98,1.174,2.609
9.98,1.082,2.263
9.981,1.147,2.505
9.982,1.179,2.616
9.984,1.129,2.428
9.987,1.204,2.729
9.989,1.075,2.223
9.989,1.194,2.692
9.991,1.124,2.426
9.991,1.078,2.245
9.993,1.127,2.313
9.994,1.118,2.387
9.995,1.172,2.573
9.996,1.083,2.277
9.996,1.159,2.543
9.996,1.149,2.509
9.997,1.324,2.574
9.997,1.158,2.545
9.998,1.118,2.395
9.999,1.162,2.576
10,1.12,2.41
10.001,1.213,2.403
10.001,1.177,2.626
10.002,1.163,2.542
10.002,1.321,2.395
10.003,1.193,2.676
10.004,1.128,2.425
10.004,1.156,2.348
10.005,1.078,2.237
10.008,1.145,2.371
10.008,1.316,2.484
10.009,1.134,2.454
10.01,1.176,2.621
10.012,1.709,2.615
10.015,1.076,2.255
10.016,1.118,2.396
10.019,1.072,2.219
10.02,1.154,2.515
10.022,1.12,2.41
10.025,1.132,2.434
10.025,1.133,2.448
10.026,1.153,2.52
10.028,1.223,2.576
10.028,1.531,2.627
10.03,1.082,2.264
10.032,1.119,2.428
10.032,1.192,2.643
10.034,1.14,2.47
10.037,1.142,2.469
10.037,1.132,2.438
10.04,1.085,2.28
10.042,1.138,2.485
10.044,1.12,2.408
10.049,1.12,2.398
10.049,1.114,2.376
10.051,1.132,2.454
10.053,1.164,2.567
10.054,1.116,2.396
10.061,1.149,2.498
10.062,1.183,2.639
10.063,1.182,2.633
10.066,1.1,2.323
10.066,1.214,2.777
10.067,1.174,2.477
10.068,1.183,2.63
10.071,1.096,2.325
10.074,1.204,2.732
10.075,1.087,2.287
10.076,1.194,2.664
10.079,1.116,2.363
10.079,1.174,2.591
10.081,1.248,2.926
10.083,1.131,2.447
10.083,2.027,2.447
10.085,1.105,2.345
10.087,1.086,2.283
10.089,1.144,2.495
10.09,1.113,2.395
10.092,1.176,2.615
10.094,1.139,2.486
10.096,1.121,2.415
10.097,1.136,2.475
10.099,1.108,2.37
10.102,1.163,2.497
10.103,1.154,2.54
10.107,1.129,2.442
10.11,1.188,2.667
10.112,1.065,2.201
10.118,1.135,2.45
10.121,1.649,2.316
10.122,1.145,2.49
10.124,1.071,2.236
10.125,1.21,2.548
10.127,1.104,2.352
10.129,1.092,2.308
10.132,1.102,2.302
10.136,1.158,2.545
10.136,1.164,2.575
10.141,1.07,2.235
10.142,1.111,2.377
10.144,1.143,2.499
10.145,1.12,2.409
10.148,1.148,2.5
10.148,1.152,2.527
10.149,1.096,2.327
10.153,1.755,2.334
10.154,1.203,2.73
10.154,1.223,2.785
10.156,1.146,2.487
10.157,1.268,2.782
10.158,1.163,2.557
10.159,1.137,2.477
10.161,1.159,2.333
10.164,1.266,2.538
10.165,1.092,2.306
10.165,1.08,2.263
10.169,1.136,2.494
10.175,1.194,2.643
10.177,1.106,2.347
10.18,1.137,2.475
10.181,1.153,2.525
10.181,1.125,2.437
10.181,1.11,2.371
10.183,1.132,2.425
10.186,1.156,2.542
10.19,1.098,2.354
10.19,1.138,2.469
10.192,1.172,2.602
10.194,1.177,2.619
10.195,1.115,2.376
10.197,1.186,2.66
10.198,1.128,2.452
10.198,1.206,2.747
10.2,1.102,2.339
10.201,1.209,2.68
10.208,1.073,2.224
10.208,1.179,2.635
10.21,1.171,2.53
10.213,1.183,2.638
10.216,1.156,2.527
10.221,1.061,2.19
10.232,1.174,2.612
10.236,1.194,2.643
10.239,1.12,2.396
10.24,1.118,2.385
10.24,1.125,2.421
10.242,1.157,2.537
10.244,1.117,2.394
10.246,1.097,2.333
10.247,1.091,2.308
10.249,1.209,2.77
10.25,1.167,2.584
10.25,1.205,2.739
10.254,1.207,2.723
10.257,1.175,2.634
10.258,1.081,2.245
10.262,1.159,2.513
10.262,1.081,2.26
10.264,1.148,2.492
10.265,1.163,2.571
10.268,1.134,2.449
10.269,1.205,2.737
10.27,1.738,2.406
10.273,1.093,2.308
10.274,1.136,2.471
10.275,1.148,2.474
10.275,1.12,2.406
10.276,1.093,2.301
10.29,1.099,2.346
10.293,1.193,2.683
10.296,1.17,2.465
10.297,1.115,2.397
10.299,1.082,2.259
10.3,1.102,2.346
10.303,1.16,2.563
10.304,1.143,2.476
10.305,1.137,2.454
10.308,1.186,2.653
10.311,1.137,2.463
10.313,1.631,2.396
10.315,1.148,2.504
10.316,1.156,2.51
10.316,1.144,2.47
10.316,1.128,2.44
10.32,1.131,2.481
10.32,1.15,2.521
10.324,1.261,2.682
10.328,1.144,2.513
10.332,1.165,2.553
10.334,1.19,2.682
10.338,1.163,2.507
10.339,1.147,2.507
10.339,1.861,2.589
10.341,1.095,2.291
10.343,1.141,2.483
10.347,1.18,2.642
10.349,1.234,2.868
10.351,1.11,2.369
10.353,1.114,2.382
10.355,1.095,2.309
10.356,1.118,2.397
10.356,1.198,2.709
10.366,1.146,2.499
10.368,1.101,2.316
10.369,1.168,2.605
10.369,1.106,2.336
10.375,1.099,2.326
10.379,1.122,2.393
10.381,1.111,2.376
10.381,1.48,2.799
10.382,1.143,2.468
10.382,1.171,2.512
10.4,1.143,2.477
10.401,1.118,2.387
10.403,1.232,2.843
10.404,2.09,2.49
10.407,1.179,2.628
10.413,1.176,2.624
10.414,1.225,2.823
10.415,1.116,2.394
10.418,1.096,2.313
10.421,1.207,2.753
10.428,1.173,2.594
10.434,1.144,2.484
10.436,1.109,2.373
10.436,1.117,2.382
10.439,1.129,2.436
10.44,1.046,2.175
10.442,1.121,2.41
10.448,1.174,2.609
10.45,1.145,2.499
10.459,1.158,2.547
10.459,1.114,2.37
10.463,1.141,2.506
10.464,1.19,2.655
10.473,1.135,2.455
10.479,1.131,2.44
10.479,1.177,2.591
10.48,1.232,2.705
10.483,2.014,2.604
10.484,1.154,2.534
10.484,1.168,2.581
10.486,1.173,2.604
10.487,1.12,2.392
10.488,1.442,2.062
10.489,1.958,2.414
10.49,1.619,2.49
10.492,1.192,2.674
10.495,1.303,2.919
10.501,1.156,2.532
10.501,1.114,2.393
10.504,1.195,2.617
10.508,1.162,2.554
10.514,1.202,2.694
10.519,1.097,2.31
10.523,1.2,2.723
10.525,1.2,2.695
10.529,1.144,2.473
10.529,1.133,2.491
10.532,1.132,2.438
10.54,1.107,2.374
10.55,1.074,2.225
10.554,1.13,2.44
10.558,1.127,2.428
10.56,1.049,1.983
10.561,1.205,2.746
10.562,1.187,2.668
10.563,1.384,3.629
10.564,1.167,2.581
10.569,1.086,2.301
10.573,1.08,2.275
10.574,1.151,2.53
10.58,1.713,2.61
10.582,1.136,2.466
10.588,1.179,2.633
10.591,1.48,2.799
10.591,1.199,2.727
10.593,1.148,2.51
10.599,1.478,4.135
10.602,1.186,2.663
10.606,1.156,2.545
10.606,1.093,2.318
10.61,1.218,2.502
10.612,1.373,2.37
10.626,1.133,2.454
10.627,1.174,2.632
10.63,1.16,2.61
10.632,1.216,2.802
10.636,1.139,2.412
10.641,1.077,2.236
10.643,1.218,2.803
10.644,1.124,2.419
10.651,1.125,2.44
10.659,1.196,2.703
10.664,1.412,3.82
10.664,1.113,2.388
10.668,1.113,2.377
10.674,1.132,2.446
10.689,1.2,2.708
10.694,1.129,2.455
10.694,1.146,2.5
10.702,1.2,2.722
10.703,1.131,2.447
10.707,1.105,2.361
10.708,1.148,2.514
10.714,1.204,2.708
10.714,1.094,2.336
10.717,1.123,2.43
10.718,1.208,2.754
10.72,1.185,2.662
10.724,1.117,2.417
10.727,1.143,2.532
10.727,1.155,2.507
10.73,1.167,2.584
10.737,1.308,3.012
10.741,1.103,2.374
10.759,1.199,2.727
10.76,1.15,2.54
10.765,0.752,1.163
10.765,1.215,2.779
10.765,1.216,2.5
10.788,1.285,2.893
10.79,1.244,2.907
10.792,1.142,2.494
10.795,1.205,2.736
10.798,1.157,2.572
10.799,1.123,2.414
10.801,1.169,2.601
10.808,1.242,2.652
10.82,1.112,2.375
10.823,0.986,1.609
10.827,1.146,2.525
10.831,1.318,2.238
10.837,1.175,2.612
10.838,1.213,2.694
10.842,1.413,2.283
10.85,1.163,2.565
10.858,1.114,2.378
10.862,1.24,2.893
10.864,1.152,2.535
10.868,1.022,2.097
10.876,1.181,2.617
10.877,-0.074,-0.237
10.884,1.196,2.679
10.89,1.483,4.157
10.899,1.138,2.47
10.908,1.145,2.506
10.91,1.145,2.505
10.92,1.474,3.38
10.926,1.201,2.64
10.934,1.069,2.111
10.941,1.159,2.57
10.949,1.182,2.623
10.95,1.313,2.996
10.961,1.516,4.574
10.966,1.715,2.36
10.966,1.179,2.662
10.973,1.154,2.52
11.012,1.693,2.338
11.019,1.174,2.366
11.02,1.105,2.37
11.02,1.212,2.781
11.024,1.098,2.351
11.027,0.868,1.649
11.04,1.202,2.744
11.062,1.224,2.829
11.076,1.172,2.601
11.081,1.158,2.56
11.082,1.275,2.82
11.087,1.213,2.805
11.092,1.187,2.693
11.093,1.21,2.62
11.106,1.167,2.581
11.11,1.59,2.957
11.111,1.248,2.92
11.114,1.241,2.898
11.119,1.153,2.544
11.134,1.19,2.664
11.141,1.247,2.34
11.142,1.156,2.531
11.165,1.341,3.44
11.174,1.06,2.256
11.18,1.422,2.486
11.185,1.068,2.261
11.188,1.122,2.429
11.19,1.075,2.278
11.192,1.16,2.548
11.192,1.199,2.213
11.194,1.223,2.653
11.195,1.081,2.277
11.227,-0.075,-0.137
11.237,-0.075,-0.129
11.253,1.09,2.296
11.263,1.166,2.637
11.269,1.081,2.303
11.272,1.187,2.673
11.28,1.667,4.702
11.324,1.167,1.538
11.368,1.141,2.514
11.376,1.103,2.356
11.414,1.212,2.766
11.415,1.265,2.301
11.426,1.132,2.513
11.43,1.667,4.702
11.434,1.438,2.733
11.449,1.246,2.921
11.468,1.087,2.386
11.47,1.05,2.18
11.514,1.05,2.201
11.523,1.06,2.212
11.539,1.107,2.312
11.549,1.087,2.309
11.568,1.076,2.325
11.578,1.077,2.288
11.607,1.101,2.394
11.625,1.106,2.359
11.631,0.751,1.291
11.637,1.418,2.58
11.655,1.219,2.659
11.656,1.109,2.411
11.671,1.08,2.309
11.674,1.255,2.977
11.695,1.054,2.164
11.714,1.134,2.434
11.722,1.263,2.991
11.741,1.509,2.459
11.742,1.072,2.214
11.755,1.026,2.096
11.756,1.061,2.196
11.806,0.525,0.855
11.806,1.295,3.109
11.818,1.037,2.177
11.861,1.257,3
11.864,0.91,1.674
11.935,0.701,1.122
11.94,1.078,2.292
11.95,1.294,3.087
11.978,1.124,2.433
11.98,1.105,2.363
11.989,0.761,1.233
11.99,1.287,2.864
