M_G,G-RP,BP-RP
7.862,1.162,2.518
7.863,1.024,2.065
7.871,1.084,2.271
7.877,1.138,2.401
7.877,1.139,2.472
7.878,1.087,2.273
7.887,1.132,2.36
7.893,1.123,2.4
7.908,1.285,3.091
7.909,1.124,2.39
7.912,1.184,2.44
7.924,1.184,2.638
7.936,1.058,2.181
7.941,0.916,1.788
7.953,1.062,2.202
7.954,1.145,2.31
7.957,1.18,2.62
7.958,1.031,2.074
7.962,1.092,2.289
7.965,1.158,2.52
7.965,1.001,1.977
7.969,1.075,2.236
7.974,0.959,1.893
7.976,0.94,1.853
7.981,1.018,2.057
7.981,1.185,2.655
7.983,1.16,2.519
7.988,1.105,2.351
7.988,1.077,2.252
7.992,1.233,2.837
7.994,1.409,2.384
7.996,1.152,2.42
7.999,1.078,2.233
8,1.181,2.551
8.004,1.147,2.498
8.007,1.063,2.208
8.01,1.135,2.461
8.018,1.177,2.599
8.018,1.185,2.667
8.019,1.168,2.581
8.019,1.177,2.619
8.02,1.043,2.114
8.023,0.957,1.891
8.028,1.206,2.626
8.031,1.111,2.342
8.031,1.249,2.902
8.033,1.041,2.124
8.034,1.092,2.283
8.037,1.013,2.049
8.038,1.084,2.265
8.043,1.148,2.502
8.045,0.985,1.962
8.045,1.066,2.204
8.046,1.145,2.479
8.049,1.138,2.463
8.051,1.07,2.182
8.053,1.005,2.031
8.057,1.183,2.649
8.063,0.975,1.94
8.068,1.197,2.721
8.07,1.076,2.237
8.071,1.215,2.569
8.072,0.963,1.911
8.073,0.97,1.934
8.073,1.169,2.543
8.075,1.146,2.23
8.077,1.121,2.398
8.081,1.176,2.613
8.085,1.2,2.687
8.091,1.135,1.833
8.096,1.204,2.499
8.098,0.927,1.813
8.101,1.109,2.355
8.102,1.109,2.337
8.106,1.111,1.98
8.109,1.113,2.356
8.11,1.166,2.569
8.114,1.151,1.998
8.119,1.112,2.353
8.125,0.988,1.982
8.126,1.084,2.261
8.127,1.407,3.074
8.129,1.114,2.36
8.13,1.22,2.79
8.132,1.043,2.144
8.133,1.504,2.619
8.137,1.013,2.049
8.139,1.62,2.456
8.139,1.133,2.291
8.14,0.963,1.915
8.145,0.992,1.994
8.148,1.08,2.256
8.149,1.19,2.001
8.156,1.188,2.664
8.157,1.172,2.593
8.159,0.976,1.939
8.161,1.176,2.612
8.163,1.092,2.302
8.164,1.167,2.562
8.171,1.113,2.309
8.174,0.976,1.949
8.179,1.081,2.249
8.182,1.166,2.418
8.183,0.947,1.87
8.189,1.047,2.14
8.189,0.95,1.869
8.192,0.935,1.836
8.193,1.028,2.068
8.197,1.033,2.108
8.201,1.083,2.269
8.205,1.092,2.295
8.208,1.206,2.606
8.209,0.985,1.978
8.21,1.103,2.334
8.216,1.216,2.767
8.218,1.017,2.043
8.221,1.096,2.3
8.223,1.065,2.194
8.225,1.079,2.152
8.229,1.081,2.238
8.233,1,2.024
8.234,1.564,2.519
8.241,1.079,2.25
8.242,0.998,2.002
8.245,1.124,2.397
8.246,1.393,2.077
8.247,1.186,2.618
8.251,1.076,2.178
8.252,1.115,2.37
8.253,1.245,2.921
8.258,1.087,2.284
8.26,1.259,2.336
8.265,1.132,2.421
8.267,1.157,2.521
8.271,1.006,2.01
8.271,1.302,3.225
8.275,0.941,1.85
8.281,1.209,2.743
8.286,1.374,2.475
8.286,1.182,2.625
8.289,1.039,2.114
8.296,1.06,2.181
8.298,0.998,1.986
8.303,1.1,2.324
8.306,0.952,1.881
8.307,1.193,2.66
8.309,1.078,2.237
8.316,1.09,2.294
8.32,1.012,2.047
8.324,1.184,2.631
8.335,1.111,2.335
8.342,1.182,2.649
8.342,1.073,2.244
8.343,1.276,2.235
8.362,1.024,2.064
8.363,0.983,1.97
8.368,1.026,2.059
8.369,1.251,2.886
8.371,1.211,2.743
8.374,1.238,2.864
8.375,1.006,2.017
8.385,1.147,2.473
8.39,1.075,2.23
8.397,1.003,2.023
8.397,1.227,2.844
8.402,1.053,2.138
8.409,1.046,2.147
8.412,1.016,2.052
8.414,1.017,2.067
8.416,1.186,2.657
8.416,0.997,2.009
8.426,1.017,2.066
8.432,1.093,2.3
8.436,1.132,2.41
8.441,1.214,2.782
8.445,1.19,2.676
8.447,1.098,2.275
8.449,1.066,2.196
8.449,1.104,2.319
8.452,1.009,2.033
8.455,1.143,2.194
8.456,1.037,2.122
8.458,1.292,3.146
8.459,1.01,2.044
8.462,1.235,2.836
8.462,1.071,2.17
8.465,1.063,2.201
8.465,1.059,2.164
8.467,1.099,2.268
8.468,1.107,2.311
8.468,1.052,2.157
8.471,1.128,2.412
8.473,1.012,2.057
8.474,1.002,2.019
8.476,1.126,2.416
8.48,1.043,2.143
8.483,1.028,2.08
8.483,1.119,2.377
8.484,1.183,2.644
8.486,1.07,2.233
8.489,1.009,2.036
8.49,1.097,2.311
8.491,1.11,2.345
8.492,1.064,2.187
8.492,1.023,2.072
8.493,1.035,2.113
8.497,1.23,2.857
8.499,1.097,2.313
8.5,1.088,2.285
8.501,0.997,1.995
8.505,1.052,2.166
8.509,1.033,2.106
8.516,1.037,2.123
8.518,1.113,2.354
8.519,1.058,2.083
8.521,1.245,2.239
8.525,1.095,2.312
8.526,1.213,2.786
8.528,1.064,2.206
8.528,1.107,2.338
8.529,1.099,2.317
8.529,1.169,2.335
8.53,1.057,2.147
8.531,1.098,2.324
8.532,1.022,2.085
8.532,1.136,2.475
8.536,1.259,2.762
8.537,1.142,2.324
8.539,1.228,2.852
8.541,1.363,3.474
8.545,1.067,2.23
8.547,1.135,2.429
8.549,1.211,2.763
8.551,1.066,2.218
8.551,1.102,2.319
8.552,1.061,2.202
8.552,1.078,2.25
8.552,1.116,2.376
8.553,1.16,2.25
8.558,1.038,2.114
8.563,1.156,2.475
8.567,1.214,2.135
8.57,1.11,2.352
8.572,1.116,2.386
8.577,1.059,2.192
8.578,1.16,2.528
8.58,1.066,2.215
8.581,1.058,2.183
8.582,0.995,1.985
8.583,1.061,2.197
8.584,1.102,2.229
8.586,1.044,2.145
8.588,1.103,2.34
8.596,1.076,2.233
8.598,1.038,2.134
8.602,1.323,3.243
8.602,1.21,2.753
8.603,1.013,2.053
8.606,1.142,2.397
8.61,1.322,2.428
8.611,0.998,2.008
8.615,1.103,2.316
8.616,1.15,2.445
8.618,1.017,2.044
8.619,1.065,2.223
8.62,0.993,2.002
8.621,1.043,2.145
8.626,1.041,2.148
8.631,1.051,2.166
8.633,1.142,2.471
8.634,1.046,2.164
8.643,1,2.014
8.644,1.044,2.149
8.656,1.102,2.313
8.656,1.056,2.188
8.659,1.139,2.462
8.663,1.077,2.247
8.664,1.052,2.16
8.664,1.027,2.083
8.665,1.012,2.046
8.665,1.073,2.225
8.666,1.069,2.214
8.667,1.188,2.653
8.673,1.018,2.07
8.674,1.14,2.464
8.679,1.059,2.191
8.679,1.133,2.454
8.681,1.064,2.202
8.682,1.116,2.372
8.682,1.152,2.503
8.684,1.342,2.313
8.684,1.013,2.059
8.684,1.135,2.438
8.687,1.108,2.243
8.687,1.1,2.315
8.689,1.058,2.155
8.689,1.284,2.447
8.691,1.039,2.13
8.692,1.127,2.417
8.694,1.262,2.874
8.7,1.102,2.314
8.7,1.158,2.507
8.702,1.147,2.463
8.704,1.197,2.288
8.711,1.101,2.329
8.712,1.077,2.241
8.713,1.056,2.178
8.713,1.125,2.416
8.713,1.086,2.27
8.715,1.069,2.233
8.715,1.091,2.288
8.722,1.06,2.184
8.722,1.054,2.177
8.723,1.03,2.099
8.724,1.157,2.324
8.724,1.042,2.147
8.725,1.142,2.476
8.725,1.441,2.291
8.728,1.096,2.198
8.731,1.302,3.211
8.731,1.06,2.194
8.733,1.24,2.901
8.736,2.215,2.458
8.738,0.982,1.952
8.741,1.089,2.268
8.742,1.036,2.112
8.743,1.105,2.344
8.747,1.121,2.394
8.748,1.127,2.415
8.752,1.033,2.115
8.757,1.08,2.232
8.758,1.057,2.179
8.762,1.068,2.218
8.763,1.107,2.341
8.763,1.162,2.356
8.767,1.11,2.306
8.769,1.03,2.075
8.77,1.031,2.107
8.773,1.111,2.334
8.773,1.245,2.939
8.777,1.08,2.248
8.779,1.061,2.203
8.779,1.088,2.27
8.779,1.067,2.22
8.781,1.064,2.17
8.781,1.079,2.25
8.782,1.038,2.128
8.783,1.113,2.371
8.784,1.022,2.056
8.784,1.022,2.056
8.785,1.14,2.466
8.79,1.129,2.435
8.793,1.065,2.21
8.796,1.106,2.345
8.799,1.137,2.444
8.8,1.215,2.709
8.803,1.096,2.324
8.803,1.134,2.441
8.803,1.053,2.174
8.808,1.038,2.139
8.81,1.06,2.202
8.81,1.151,2.245
8.811,1.065,2.21
8.811,1.167,2.575
8.813,1.081,2.253
8.816,1.065,2.199
8.817,1.083,2.264
8.819,1.127,2.36
8.821,1.29,2.341
8.821,1.334,3.413
8.821,1.076,2.237
8.821,1.299,2.258
8.826,1.081,2.26
8.826,1.097,2.301
8.829,1.067,2.217
8.829,1.056,2.186
8.83,1.113,2.378
8.834,1.019,2.073
8.834,1.276,2.273
8.836,1.029,2.083
8.836,1.136,2.454
8.836,1.068,2.207
8.838,1.192,2.557
8.838,1.044,2.134
8.844,1.057,2.185
8.846,1.411,2.902
8.848,1.086,2.265
8.851,1.032,2.117
8.851,1.133,2.434
8.852,1.23,2.5
8.854,1.114,2.37
8.856,1.073,2.23
8.857,1.037,2.117
8.861,1.063,2.207
8.861,1.12,2.39
8.863,1.083,2.266
8.866,1.021,2.061
8.866,1.155,2.458
8.871,1.073,2.223
8.871,1.059,2.182
8.875,1.144,2.459
8.876,1.111,2.325
8.876,1.123,2.406
8.878,1.078,2.25
8.878,1.158,2.377
8.879,1.09,2.286
8.883,1.097,2.319
8.884,1.084,2.269
8.886,1.125,2.403
8.886,1.072,2.23
8.886,1.067,2.216
8.888,1.073,2.228
8.889,1.23,2.31
8.891,1.062,2.199
8.892,1.097,2.314
8.893,1.148,2.306
8.896,1.1,2.309
8.898,1.075,2.234
8.898,1.108,2.328
8.899,1.236,2.918
8.9,1.053,2.166
8.9,1.118,2.397
8.901,1.107,2.334
8.901,1.469,2.456
8.901,1.763,2.179
8.902,1.498,2.539
8.903,1.186,2.46
8.904,1.589,2.202
8.905,1.117,2.4
8.907,1.075,2.245
8.907,1.186,2.65
8.909,1.065,2.22
8.912,1.1,2.324
8.913,1.115,2.362
8.913,1.097,2.308
8.914,1.055,2.178
8.914,1.14,2.471
8.915,1.038,2.133
8.918,1.037,2.099
8.918,1.037,2.099
8.919,1.079,2.239
8.92,1.05,2.18
8.922,1.16,2.542
8.923,0.8,1.383
8.924,1.046,2.155
8.924,0.989,1.971
8.926,1.782,2.168
8.928,1.074,2.252
8.929,1.109,2.355
8.929,1.092,2.282
8.93,1.083,2.264
8.931,1.029,2.063
8.934,1.041,2.115
8.935,1.046,2.14
8.936,1.107,2.346
8.938,1.031,2.098
8.938,1.307,3.233
8.938,1.069,2.226
8.939,1.041,2.141
8.94,1.103,2.335
8.942,1.056,2.178
8.942,1.116,2.377
8.942,1.156,2.53
8.943,1.1,2.308
8.946,1.09,2.294
8.948,1.054,2.168
8.951,1.078,2.25
8.952,1.192,2.655
8.953,1.031,2.104
8.955,1.098,2.322
8.958,1.375,2.963
8.96,1.09,2.276
8.96,1.078,2.249
8.964,1.082,2.255
8.964,1.147,2.474
8.965,1.156,2.311
8.968,1.094,2.31
8.968,1.119,2.389
8.971,1.042,2.128
8.972,1.041,2.123
8.978,1.094,2.304
8.979,1.103,2.341
8.979,1.112,2.363
8.98,1.109,2.351
8.983,1.132,2.423
8.986,1.044,2.133
8.987,1.089,2.282
8.988,1.054,2.173
8.989,1.109,2.351
8.992,1.113,2.362
8.997,1.059,2.179
8.997,1.033,2.103
9,1.096,2.313
9.002,1.056,2.184
9.002,1.08,2.267
9.004,1.116,2.372
9.005,1.091,2.299
9.006,1.129,2.414
9.008,1.152,2.499
9.009,1.1,2.318
9.01,1.044,2.15
9.011,1.067,2.218
9.012,1.028,2.093
9.013,1.135,2.439
9.015,1.092,2.295
9.015,1.101,2.326
9.015,1.074,2.252
9.016,1.054,2.18
9.016,1.109,2.357
9.017,1.141,2.164
9.021,1.068,2.167
9.022,1.118,2.391
9.022,1.088,2.281
9.022,1.092,2.303
9.022,1.05,2.175
9.023,1.071,2.22
9.025,1.078,2.256
9.026,1.045,2.155
9.026,1.068,2.226
9.027,1.118,2.386
9.029,1.166,2.55
9.03,1.139,2.464
9.034,1.117,2.365
9.042,1.089,2.282
9.042,1.106,2.342
9.043,1.097,2.312
9.044,1.095,2.304
9.046,1.388,2.415
9.047,1.178,2.551
9.05,1.08,2.265
9.051,1.123,2.394
9.052,1.161,2.55
9.052,1.092,2.296
9.053,1.057,2.185
9.055,1.077,2.247
9.055,1.074,2.241
9.056,1.107,2.354
9.057,1.049,2.151
9.06,1.125,2.423
9.061,1.113,2.386
9.064,1.12,2.398
9.066,1.078,2.255
9.066,1.077,2.25
9.067,1.084,2.278
9.068,1.082,2.268
9.07,1.34,3.203
9.071,1.125,2.414
9.072,1.088,2.265
9.072,1.085,2.276
9.072,1.727,2.191
9.072,1.072,2.237
9.073,1.172,2.597
9.073,1.041,2.141
9.075,1.164,2.516
9.076,1.121,2.394
9.079,1.088,2.274
9.08,1.097,2.31
9.081,1.072,2.21
9.084,1.097,2.312
9.085,1.09,2.291
9.086,1.313,2.308
9.088,1.387,2.619
9.088,1.331,2.398
9.089,1.116,2.377
9.092,1.331,2.398
9.092,1.387,2.619
9.094,1.122,2.387
9.096,1.096,2.289
9.096,1.072,2.239
9.097,1.176,2.36
9.097,1.361,2.222
9.097,1.07,2.234
9.098,1.132,2.421
9.098,1.084,2.262
9.099,1.049,2.166
9.1,1.07,2.232
9.101,1.135,2.447
9.102,1.113,2.354
9.103,1.081,2.257
9.107,1.13,2.425
9.108,1.109,2.327
9.108,1.175,2.577
9.109,1.067,2.208
9.11,1.089,2.283
9.11,1.086,2.285
9.11,1.165,2.439
9.111,1.079,2.266
9.112,1.109,2.349
9.112,1.119,2.35
9.114,1.105,2.346
9.115,1.176,2.427
9.117,1.094,2.309
9.117,1.04,2.124
9.12,1.125,2.42
9.121,1.103,2.326
9.121,1.149,2.43
9.122,1.095,2.301
9.124,1.146,2.497
9.124,1.107,2.35
9.126,1.171,2.386
9.126,1.09,2.289
9.126,1.066,2.21
9.128,1.067,2.214
9.128,1.18,2.606
9.129,1.075,2.241
9.136,1.05,2.159
9.139,1.083,2.258
9.14,1.104,2.353
9.141,1.063,2.208
9.141,1.089,2.28
9.141,1.153,2.513
9.141,1.088,2.292
9.143,0.905,1.715
9.144,1.093,2.303
9.144,1.054,2.162
9.144,1.105,2.349
9.145,1.143,2.484
9.149,1.065,2.205
9.15,1.127,2.414
9.15,1.067,2.224
9.152,1.083,2.274
9.153,1.233,2.727
9.154,1.357,3.635
9.156,1.116,2.302
9.157,1.102,2.331
9.158,1.098,2.316
9.16,1.142,2.479
9.161,1.081,2.255
9.163,1.115,2.387
9.164,1.116,2.376
9.164,1.076,2.243
9.165,1.2,2.605
9.165,1.096,2.298
9.167,1.142,2.475
9.167,1.078,2.26
9.172,2.326,2.133
9.173,1.065,2.214
9.178,1.034,2.043
9.179,1.099,2.322
9.181,1.127,2.406
9.181,1.122,2.401
9.181,1.088,2.298
9.182,1.118,2.4
9.183,1.135,2.435
9.183,1.072,2.232
9.183,1.105,2.34
9.184,1.128,2.432
9.184,1.111,2.37
9.185,1.096,2.316
9.185,1.101,2.318
9.186,1.143,2.463
9.188,1.127,2.418
9.189,1.074,2.232
9.19,1.053,2.161
9.192,1.092,2.295
9.192,1.329,2.424
9.195,1.127,2.401
9.196,1.129,2.397
9.196,1.1,2.327
9.197,1.093,2.325
9.198,1.098,2.3
9.201,1.155,2.528
9.201,1.1,2.334
9.202,1.098,2.3
9.203,1.071,2.233
9.204,1.145,2.481
9.205,1.122,2.396
9.207,1.18,2.582
9.207,1.085,2.282
9.208,1.077,2.257
9.208,1.083,2.275
9.21,1.072,2.285
9.211,1.104,2.336
9.213,1.113,2.369
9.213,1.11,2.361
9.214,1.084,2.278
9.217,1.059,2.197
9.217,1.105,2.34
9.218,1.059,2.181
9.218,1.1,2.331
9.218,1.045,2.148
9.219,1.055,2.189
9.22,1.07,2.225
9.22,1.159,2.553
9.22,1.086,2.278
9.223,1.16,2.543
9.223,1.084,2.278
9.225,1.109,2.306
9.226,1.104,2.343
9.226,1.124,2.381
9.228,1.074,2.222
9.228,1.225,2.826
9.228,1.147,2.499
9.228,1.108,2.36
9.229,1.191,2.459
9.229,1.095,2.307
9.23,1.059,2.191
9.231,1.108,2.357
9.232,1.144,2.494
9.233,1.13,2.393
9.234,1.225,2.621
9.238,1.114,2.14
9.239,1.067,2.215
9.239,1.105,2.365
9.239,1.342,2.403
9.24,1.1,2.329
9.241,1.112,2.376
9.241,1.084,2.27
9.241,1.119,2.387
9.241,1.071,2.229
9.242,1.042,2.137
9.242,1.396,3.681
9.242,1.115,2.386
9.243,1.102,2.334
9.243,1.085,2.283
9.245,1.087,2.27
9.245,1.065,2.218
9.246,1.096,2.307
9.246,1.114,2.362
9.246,1.087,2.278
9.248,1.118,2.394
9.25,1.106,2.351
9.252,1.08,2.26
9.255,1.103,2.309
9.255,1.664,2.285
9.256,1.083,2.268
9.258,1.109,2.354
9.259,1.103,2.309
9.26,1.077,2.24
9.261,1.121,2.395
9.265,1.107,2.35
9.268,1.111,2.368
9.268,1.093,2.307
9.268,1.106,2.35
9.27,1.113,2.374
9.271,1.171,2.613
9.273,1.091,2.3
9.274,1.102,2.343
9.275,1.153,2.525
9.276,1.075,2.238
9.277,1.075,2.252
9.279,1.082,2.264
9.282,1.022,2.075
9.282,1.085,2.282
9.283,1.127,2.427
9.283,1.05,2.148
9.284,1.132,2.433
9.285,1.108,2.359
9.285,1.222,2.575
9.286,1.115,2.375
9.287,1.072,2.24
9.288,1.042,2.135
9.288,1.143,2.431
9.289,1.112,2.346
9.289,1.173,2.583
9.289,1.113,2.371
9.29,1.083,2.277
9.29,1.117,2.39
9.29,1.095,2.317
9.291,1.191,2.576
9.292,1.107,2.35
9.293,1.071,2.231
9.294,1.088,2.287
9.294,1.134,2.403
9.295,1.102,2.322
9.296,1.13,2.396
9.297,1.106,2.351
9.298,1.138,2.468
9.299,1.101,2.335
9.3,1.143,2.466
9.302,1.084,2.27
9.304,1.095,2.303
9.305,1.086,2.28
9.306,1.075,2.251
9.307,1.137,2.472
9.308,1.159,2.533
9.31,1.122,2.398
9.31,1.082,2.271
9.312,1.08,2.264
9.313,1.045,2.157
9.313,1.155,2.518
9.314,1.116,2.381
9.315,1.156,2.514
9.319,1.152,2.502
9.32,1.108,2.182
9.321,1.14,2.459
9.323,1.075,2.192
9.328,1.123,2.39
9.328,1.135,2.447
9.329,1.093,2.299
9.331,1.111,2.365
9.332,1.121,2.385
9.333,1.134,2.433
9.334,1.366,3.647
9.336,1.079,2.264
9.337,1.147,2.502
9.337,1.119,2.395
9.338,1.147,2.494
9.338,1.126,2.411
9.339,1.256,2.949
9.34,1.079,2.262
9.342,1.148,2.237
9.343,1.092,2.293
9.343,1.148,2.435
9.347,1.12,2.356
9.347,1.063,2.209
9.35,1.09,2.301
9.354,1.102,2.341
9.356,1.146,2.494
9.357,1.117,2.383
9.357,1.178,2.611
9.357,1.102,2.34
9.358,1.1,2.339
9.358,1.075,2.242
9.358,1.075,2.242
9.359,1.083,2.274
9.36,1.063,2.21
9.361,1.081,2.261
9.362,1.091,2.301
9.363,1.967,2.197
9.364,1.076,2.238
9.364,1.098,2.319
9.365,1.116,2.376
9.365,1.075,2.235
9.367,1.098,2.314
9.368,1.144,2.489
9.37,1.138,2.254
9.37,1.072,2.232
9.374,1.11,2.356
9.375,1.105,2.336
9.376,1.093,2.298
9.378,1.109,2.348
9.379,1.135,2.363
9.379,1.139,2.456
9.381,1.111,2.36
9.381,1.118,2.406
9.382,1.128,2.414
9.383,1.133,2.262
9.384,1.093,2.301
9.385,1.112,2.363
9.385,1.129,2.417
9.387,1.109,2.347
9.387,1.17,2.571
9.388,1.143,2.474
9.39,1.102,2.33
9.39,1.107,2.357
9.391,1.124,2.407
9.392,1.096,2.308
9.393,1.142,2.47
9.395,1.113,2.37
9.396,1.014,2.05
9.397,1.431,2.447
9.398,1.102,2.33
9.398,1.144,2.476
9.4,1.114,2.387
9.401,1.114,2.373
9.401,1.064,2.208
9.402,1.195,2.704
9.403,1.117,2.386
9.405,1.14,2.452
9.405,1.11,2.329
9.405,1.265,2.335
9.405,1.136,2.446
9.406,1.111,2.356
9.407,1.34,3.388
9.408,1.094,2.277
9.409,1.134,2.42
9.409,1.144,2.462
9.409,1.144,2.486
9.411,1.11,2.355
9.411,1.073,2.23
9.411,1.115,2.399
9.412,1.124,2.404
9.412,1.035,2.111
9.412,1.09,2.298
9.412,1.092,2.218
9.413,1.129,2.421
9.414,1.135,2.428
9.419,1.126,2.412
9.422,1.721,2.506
9.423,1.069,2.212
9.424,1.078,2.255
9.424,1.11,2.368
9.424,1.104,2.327
9.425,1.119,2.393
9.425,1.089,2.284
9.427,1.147,2.498
9.429,1.187,2.425
9.431,1.077,2.246
9.431,1.078,2.246
9.434,1.103,2.329
9.434,1.134,2.42
9.434,1.105,2.347
9.434,1.101,2.323
9.435,1.143,2.476
9.435,1.127,2.421
9.435,1.194,2.716
9.437,1.158,2.495
9.439,1.153,2.52
9.44,1.089,2.289
9.441,1.612,2.354
9.442,1.114,2.367
9.442,1.131,2.436
9.444,1.12,2.407
9.444,1.104,2.324
9.449,1.094,2.311
9.449,1.09,2.287
9.45,1.112,2.373
9.45,1.067,2.214
9.45,1.151,2.509
9.45,1.21,2.742
9.45,1.15,2.522
9.451,1.133,2.426
9.453,1.101,2.331
9.454,1.116,2.384
9.454,1.067,2.222
9.454,1.111,2.377
9.455,1.121,2.414
9.456,1.15,2.502
9.456,1.184,2.371
9.457,1.092,2.296
9.457,1.044,2.154
9.458,1.143,2.479
9.459,1.08,2.269
9.459,1.129,2.441
9.46,1.051,2.164
9.46,1.105,2.356
9.46,1.173,2.598
9.461,1.132,2.43
9.461,1.264,2.589
9.462,1.083,2.265
9.463,1.118,2.384
9.463,1.157,2.533
9.464,1.797,2.323
9.466,1.41,2.517
9.467,1.089,2.298
9.468,1.095,2.328
9.469,1.127,2.424
9.47,1.093,2.3
9.472,1.175,2.591
9.473,1.088,2.291
9.473,1.12,2.398
9.473,1.119,2.402
9.473,1.162,2.529
9.474,1.139,2.449
9.475,1.108,2.344
9.476,1.14,2.448
9.478,1.029,2.108
9.479,1.126,2.424
9.479,1.174,2.6
9.481,1.106,2.355
9.482,1.222,2.254
9.482,1.102,2.335
9.482,1.192,2.662
9.484,1.147,2.492
9.486,1.288,2.315
9.487,1.118,2.393
9.487,1.125,2.413
9.491,1.207,2.341
9.492,1.066,2.186
9.492,1.147,2.488
9.493,1.187,2.639
9.495,1.14,2.443
9.495,1.107,2.351
9.497,1.825,2.323
9.497,1.099,2.336
9.5,1.105,2.366
9.5,1.142,2.476
9.501,1.14,2.448
9.503,1.109,2.363
9.503,1.18,2.634
9.504,1.078,2.258
9.507,1.094,2.257
9.51,1.134,2.44
9.511,1.102,2.327
9.513,1.153,2.516
9.514,1.13,2.424
9.514,1.107,2.351
9.517,1.358,3.515
9.517,1.127,2.424
9.519,1.434,2.472
9.519,1.152,2.519
9.521,1.087,2.284
9.522,1.076,2.216
9.523,1.086,2.284
9.525,1.144,2.477
9.525,1.138,2.458
9.526,1.163,2.57
9.526,1.104,2.328
9.528,1.107,2.349
9.528,1.122,2.397
9.529,1.081,2.261
9.529,1.144,2.47
9.531,1.084,2.281
9.532,1.091,2.293
9.533,1.064,2.2
9.533,1.091,2.293
9.533,1.076,2.24
9.534,1.123,2.404
9.542,1.115,2.374
9.542,1.117,2.395
9.545,1.12,2.397
9.546,1.057,2.174
9.549,1.135,2.439
9.549,1.175,2.61
9.549,1.075,2.248
9.55,1.134,2.45
9.552,1.146,2.304
9.552,1.115,2.386
9.553,1.087,2.27
9.553,1.669,3.071
9.553,1.146,2.492
9.553,1.113,2.367
9.554,1.142,2.469
9.554,1.082,2.264
9.554,1.172,2.566
9.555,1.097,2.35
9.555,1.087,2.248
9.556,1.142,2.476
9.556,1.122,2.398
9.556,1.171,2.48
9.557,1.112,2.37
9.557,1.96,2.276
9.557,1.097,2.329
9.558,1.275,2.529
9.558,1.163,2.568
9.562,1.155,2.514
9.564,1.122,2.408
9.565,1.067,2.213
9.565,1.139,2.442
9.566,1.242,2.481
9.566,1.085,2.27
9.566,1.125,2.425
9.567,1.149,2.495
9.567,1.169,2.569
9.567,1.933,1.873
9.568,1.102,2.333
9.571,1.116,2.384
9.572,1.119,2.396
9.573,1.128,2.411
9.574,1.194,2.669
9.574,1.146,2.466
9.575,1.131,2.433
9.58,1.078,2.191
9.581,1.104,2.339
9.584,1.11,2.358
9.585,1.1,2.328
9.588,1.105,2.326
9.589,1.113,2.369
9.59,1.113,2.363
9.59,1.162,2.559
9.59,1.124,2.429
9.592,1.086,2.256
9.595,1.109,2.31
9.595,1.129,2.441
9.595,1.165,2.393
9.595,1.157,2.51
9.596,1.156,2.538
9.596,1.088,2.304
9.596,1.087,2.305
9.597,1.102,2.335
9.598,1.146,2.304
9.598,1.111,2.36
9.599,1.139,2.467
9.6,1.134,2.255
9.601,1.152,2.512
9.603,1.082,2.276
9.606,1.125,2.348
9.606,1.164,2.568
9.606,1.057,2.196
9.608,1.106,2.363
9.609,1.119,2.411
9.612,1.091,2.266
9.613,1.115,2.389
