M_G,G-RP,BP-RP
8.749,1.265,2.988
8.749,1.105,2.268
8.751,1.39,2.569
8.757,1.042,2.145
8.757,1.204,2.726
8.761,1.114,2.378
8.765,1.149,2.509
8.765,1.025,2.087
8.765,1.089,2.263
8.767,1.048,2.158
8.77,1.015,2.059
8.77,1.139,2.459
8.771,1.163,2.481
8.773,1.263,2.993
8.774,1,2.011
8.775,1.103,2.303
8.778,1.122,2.407
8.778,1.188,2.638
8.785,1.245,2.882
8.788,1.21,2.752
8.788,1.278,3.087
8.789,1.025,2.087
8.79,1.01,2.038
8.793,1.422,2.724
8.797,1.163,2.538
8.797,1.051,2.165
8.797,1.166,2.533
8.798,1.301,3.213
8.798,1.22,2.664
8.799,1.167,2.547
8.8,1.153,2.483
8.801,1.18,2.612
8.803,1.807,2.794
8.806,1.152,2.475
8.808,1.299,3.14
8.815,1.234,2.861
8.817,1.148,2.501
8.818,1.054,2.173
8.821,1.088,2.292
8.823,1.043,2.145
8.827,1.09,2.286
8.827,1.278,3.088
8.827,1.147,2.431
8.829,1.206,2.668
8.83,1.021,2.074
8.833,1.206,2.738
8.834,1.037,2.127
8.837,1.146,2.365
8.84,1.137,2.461
8.84,1.188,2.655
8.842,1.158,2.535
8.843,1.246,2.934
8.843,1.031,2.111
8.844,1.323,3.278
8.847,1.615,2.724
8.851,1.153,2.514
8.855,1.229,2.855
8.858,1.043,2.146
8.864,1.075,2.201
8.866,1.154,2.529
8.867,1.151,2.507
8.869,1.15,2.488
8.87,1.301,2.564
8.871,1.07,2.238
8.877,1.144,2.492
8.878,1.244,2.922
8.879,1.262,2.892
8.883,1.184,2.483
8.888,1.117,2.381
8.89,1.145,2.495
8.892,1.017,2.069
8.893,1.26,2.993
8.897,1.242,2.5
8.898,1.089,2.299
8.899,1.325,3.328
8.902,1.252,2.968
8.903,1.109,2.362
8.904,1.37,3.607
8.904,1.185,2.644
8.906,1.155,2.518
8.907,1.272,3.036
8.909,1.205,2.727
8.911,1.243,2.901
8.911,1.253,2.937
8.912,1.182,2.621
8.912,1.136,2.456
8.914,1.096,2.317
8.914,1.046,2.155
8.915,1.098,2.312
8.918,1.31,3.285
8.918,1.043,2.143
8.921,1.089,2.285
8.922,1.21,2.656
8.922,0.935,1.838
8.922,1.107,2.35
8.923,1.257,2.966
8.925,1.099,2.313
8.925,1.221,2.833
8.928,1.238,2.8
8.929,1.275,3.079
8.929,1.221,2.814
8.931,1.236,2.866
8.931,1.2,2.686
8.935,1.078,2.252
8.936,1.215,2.776
8.936,1.178,2.493
8.939,1.132,2.437
8.942,1.165,2.55
8.943,1.211,2.758
8.943,1.062,2.206
8.944,1.082,2.255
8.952,1.021,2.079
8.955,1.052,2.172
8.955,1.079,2.255
8.955,1.075,2.235
8.956,1.152,2.513
8.957,1.076,2.243
8.958,1.208,2.755
8.959,1.294,2.668
8.961,1.119,2.379
8.964,1.195,2.653
8.964,1.505,2.38
8.964,1.101,2.324
8.965,1.248,2.941
8.967,1.131,2.433
8.968,1.21,2.721
8.969,1.019,2.069
8.97,1.081,2.271
8.97,1.09,2.291
8.97,1.248,2.918
8.973,1.181,2.605
8.976,1.164,2.445
8.976,1.225,2.832
8.977,1.241,2.913
8.98,1.166,2.574
8.982,1.111,2.349
8.984,1.307,3.017
8.99,1.21,2.684
8.991,1.077,2.233
8.993,1.168,2.573
8.994,1.049,2.152
9.001,1.175,2.611
9.005,1.142,2.481
9.006,1.028,2.093
9.007,1.088,2.285
9.008,1.145,2.487
9.01,1.149,2.496
9.013,1.155,2.498
9.013,1.127,2.409
9.014,1.173,2.591
9.016,1.227,2.755
9.018,1.176,2.575
9.018,1.173,2.589
9.023,1.358,2.32
9.025,1.137,2.445
9.028,1.085,2.258
9.033,1.072,2.225
9.033,1.221,2.767
9.034,1.233,2.84
9.035,1.554,2.465
9.039,1.075,2.254
9.039,1.049,2.153
9.04,1.195,2.696
9.041,1.081,2.262
9.042,1.957,3.078
9.045,1.115,2.385
9.045,1.374,2.551
9.045,1.182,2.607
9.045,1.156,2.52
9.051,1.159,2.512
9.052,1.847,2.971
9.053,1.07,2.202
9.053,1.277,2.47
9.053,1.163,2.523
9.057,1.214,2.731
9.058,1.247,2.939
9.059,1.144,2.489
9.06,1.148,2.457
9.06,1.078,2.247
9.061,1.129,2.431
9.062,1.187,2.534
9.062,1.099,2.321
9.062,1.204,2.545
9.062,1.346,2.691
9.065,1.238,2.532
9.066,1.498,2.461
9.067,1.147,2.492
9.069,1.205,2.701
9.077,1.191,2.665
9.08,1.117,2.386
9.08,1.335,2.665
9.084,1.149,2.463
9.086,1.12,2.381
9.086,1.229,2.702
9.088,1.254,2.979
9.09,1.093,2.301
9.09,1.259,2.988
9.091,1.111,2.371
9.092,1.254,2.807
9.093,1.137,2.445
9.093,1.254,2.954
9.095,1.103,2.329
9.097,1.163,2.546
9.098,1.24,2.736
9.099,1.237,2.841
9.099,1.09,2.293
9.1,1.097,2.324
9.101,1.121,2.395
9.101,1.123,2.4
9.102,1.044,2.151
9.104,1.23,2.647
9.105,1.031,2.093
9.107,1.057,2.181
9.109,1.057,2.2
9.111,1.323,2.543
9.111,1.081,2.211
9.112,1.188,2.641
9.114,1.25,2.935
9.116,1.332,3.372
9.117,1.103,2.346
9.118,1.195,2.678
9.119,1.132,2.426
9.119,1.073,2.247
9.121,1.16,2.476
9.121,1.082,2.224
9.123,1.205,2.712
9.123,1.104,2.351
9.124,1.287,3.131
9.127,1.114,2.38
9.129,1.08,2.249
9.129,1.357,3.512
9.13,1.07,2.228
9.134,1.091,2.297
9.135,1.309,3.251
9.136,1.124,2.411
9.138,1.089,2.282
9.142,1.141,2.458
9.146,1.114,2.386
9.146,1.1,2.33
9.148,1.059,2.192
9.148,1.042,2.132
9.148,1.088,2.286
9.152,1.175,2.501
9.152,1.242,2.86
9.153,1.088,2.27
9.153,1.349,3.289
9.155,1.216,2.571
9.156,1.133,2.417
9.157,1.14,2.441
9.158,1.238,2.901
9.16,1.153,2.473
9.161,1.133,2.452
9.163,1.188,2.648
9.165,1.055,2.183
9.165,1.133,2.446
9.169,1.222,2.809
9.17,1.137,2.433
9.17,1.143,2.488
9.17,1.143,2.464
9.172,1.102,2.334
9.172,1.167,2.552
9.173,1.276,3.081
9.173,1.239,2.891
9.174,1.121,2.385
9.175,1.17,2.507
9.175,1.098,2.307
9.178,1.105,2.349
9.179,1.147,2.462
9.179,1.078,2.257
9.185,1.146,2.483
9.187,1.409,2.484
9.188,1.138,2.422
9.189,1.194,2.672
9.19,1.16,2.391
9.193,1.2,2.669
9.193,1.125,2.411
9.194,1.116,2.39
9.197,1.176,2.584
9.204,1.23,2.796
9.204,1.249,2.945
9.204,1.758,2.064
9.205,1.148,2.498
9.205,0.85,1.556
9.207,1.145,2.482
9.207,1.189,2.583
9.208,1.307,2.26
9.209,1.161,2.535
9.209,1.087,2.284
9.21,1.128,2.428
9.211,1.216,2.81
9.215,1.264,3.038
9.217,1.148,2.507
9.217,1.163,2.541
9.22,1.135,2.451
9.221,1.326,3.323
9.221,1.04,2.13
9.225,1.093,2.302
9.225,1.129,2.424
9.227,1.156,2.53
9.228,1.307,3.242
9.229,1.261,2.589
9.23,1.133,2.452
9.231,1.118,2.382
9.232,1.123,2.396
9.234,1.361,2.222
9.235,1.253,2.845
9.236,1.213,2.709
9.236,1.193,2.685
9.238,1.102,2.331
9.239,1.125,2.425
9.24,1.149,2.511
9.241,1.206,2.707
9.241,1.123,2.379
9.242,1.081,2.264
9.243,1.431,3.847
9.244,1.122,2.417
9.245,1.13,2.428
9.247,1.103,2.339
9.247,1.137,2.441
9.248,1.152,2.512
9.249,1.185,2.612
9.251,1.139,2.463
9.254,1.151,2.506
9.254,1.136,2.463
9.255,1.169,2.586
9.256,1.247,2.954
9.256,1.194,2.591
9.258,1.143,2.404
9.258,1.19,2.633
9.26,1.161,2.464
9.261,1.135,2.448
9.261,1.121,2.405
9.263,1.131,2.308
9.263,1.202,2.724
9.263,1.21,2.72
9.264,1.133,2.42
9.267,1.152,2.509
9.272,1.205,2.589
9.275,1.169,2.572
9.276,1.161,2.536
9.278,0.75,1.337
9.278,1.182,2.646
9.28,1.278,2.884
9.281,1.08,2.263
9.281,1.743,2.495
9.284,1.173,2.541
9.284,1.135,2.438
9.285,1.277,2.419
9.287,1.204,2.581
9.287,1.093,2.31
9.287,1.152,2.459
9.287,1.145,2.483
9.289,1.152,2.522
9.29,1.122,2.384
9.291,1.349,3.242
9.292,1.164,2.548
9.293,1.158,2.524
9.295,1.126,2.413
9.297,1.201,2.692
9.297,1.177,2.407
9.298,1.132,2.427
9.301,1.12,2.387
9.302,1.141,2.481
9.302,1.116,2.375
9.302,1.125,2.414
9.302,1.144,2.494
9.303,1.308,2.902
9.304,1.06,2.197
9.304,1.154,2.517
9.305,1.379,2.273
9.305,1.138,2.46
9.305,1.122,2.399
9.306,1.126,2.417
9.307,1.108,2.349
9.308,1.225,2.662
9.309,1.101,2.34
9.309,1.188,2.656
9.31,1.07,2.216
9.312,1.117,2.385
9.312,1.021,2.082
9.313,1.205,2.632
9.314,1.126,2.416
9.314,1.166,2.552
9.314,1.245,2.632
9.316,1.113,2.377
9.317,1.319,3.303
9.321,1.444,3.847
9.321,1.098,2.316
9.322,1.066,2.197
9.322,1.12,2.399
9.323,1.107,2.345
9.324,1.138,2.452
9.326,1.059,2.197
9.33,1.189,2.648
9.331,1.17,2.486
9.332,1.107,2.351
9.332,1.123,2.401
9.334,1.096,2.317
9.334,1.093,2.306
9.335,1.223,2.766
9.335,1.133,2.425
9.335,1.127,2.418
9.337,1.174,2.602
9.338,1.159,2.55
9.339,1.324,3.339
9.339,1.207,2.725
9.34,1.128,2.399
9.342,1.153,2.513
9.344,1.131,2.421
9.344,1.095,2.316
9.345,1.174,2.566
9.346,1.092,2.276
9.346,1.201,2.721
9.347,1.178,2.443
9.347,1.074,2.239
9.349,1.708,2.491
9.35,1.145,2.502
9.35,1.131,2.43
9.351,1.248,2.633
9.351,1.142,2.479
9.351,1.176,2.615
9.352,1.094,2.312
9.352,1.173,2.583
9.353,1.168,2.581
9.353,1.162,2.55
9.354,1.131,2.424
9.354,1.144,2.488
9.356,1.125,2.386
9.358,1.152,2.416
9.361,1.126,2.422
9.362,1.171,2.57
9.362,1.133,2.439
9.363,1.146,2.459
9.364,1.045,2.142
9.365,1.113,2.377
9.366,1.158,2.514
9.368,1.119,2.388
9.368,1.155,2.497
9.372,1.139,2.458
9.373,1.085,2.272
9.374,1.178,2.624
9.378,1.268,2.466
9.379,1.146,2.48
9.379,1.133,2.439
9.379,1.168,2.567
9.38,1.132,2.448
9.382,1.136,2.457
9.382,1.162,2.497
9.383,1.141,2.486
9.385,1.172,2.592
9.385,1.09,2.298
9.386,1.116,2.37
9.386,1.213,2.76
9.386,1.103,2.349
9.386,1.077,2.255
9.387,1.172,2.585
9.388,1.075,2.24
9.39,1.158,2.515
9.391,1.781,2.441
9.391,1.137,2.45
9.391,1.195,2.683
9.393,1.12,2.403
9.394,1.31,2.655
9.394,1.106,2.341
9.395,1.447,2.491
9.396,1.178,2.604
9.396,1.137,2.464
9.396,1.153,2.528
9.396,1.162,2.544
9.397,1.144,2.486
9.397,1.166,2.577
9.397,1.129,2.431
9.4,1.221,2.822
9.4,1.165,2.54
9.401,1.166,2.565
9.402,1.169,2.521
9.402,1.211,2.745
9.403,1.21,2.718
9.403,1.266,3.037
9.404,1.116,2.374
9.405,1.169,2.578
9.405,1.158,2.515
9.405,1.161,2.534
9.406,1.218,2.533
9.406,1.126,2.411
9.408,2.355,2.664
9.409,1.174,2.591
9.41,1.183,2.625
9.41,1.073,2.242
9.41,1.166,2.563
9.411,1.166,2.52
9.411,1.139,2.462
9.412,1.637,2.553
9.414,1.178,2.601
9.415,1.195,2.688
9.416,1.149,2.517
9.417,1.171,2.575
9.418,1.136,2.46
9.418,1.084,2.281
9.419,1.127,2.416
9.419,1.172,2.574
9.419,1.119,2.399
9.42,1.144,2.492
9.42,1.16,2.518
9.423,1.203,2.726
9.427,1.14,2.494
9.428,1.174,2.574
9.428,1.168,2.571
9.429,1.149,2.51
9.429,1.121,2.384
9.43,1.424,3.923
9.43,1.138,2.468
9.431,1.183,2.575
9.431,1.156,2.504
9.432,1.134,2.42
9.432,1.796,4.045
9.434,1.12,2.39
9.436,1.143,2.475
9.436,1.094,2.297
9.436,1.095,2.315
9.438,1.16,2.487
9.438,1.136,2.451
9.438,1.131,2.444
9.438,1.496,2.173
9.438,1.156,2.518
9.44,1.214,2.754
9.441,1.15,2.506
9.442,1.149,2.492
9.443,1.089,2.288
9.445,1.196,2.372
9.446,1.04,2.131
9.446,1.637,2.553
9.446,1.138,2.44
9.448,1.688,2.573
9.449,1.121,2.395
9.449,1.491,2.487
9.449,1.161,2.53
9.449,1.176,2.607
9.451,1.171,2.579
9.452,1.132,2.432
9.452,1.309,3.139
9.452,1.109,2.361
9.452,1.185,2.586
9.453,1.119,2.393
9.453,1.146,2.493
9.456,1.491,2.35
9.456,1.139,2.463
9.456,1.2,2.69
9.457,1.229,2.823
9.458,1.637,2.553
9.459,1.148,2.483
9.46,1.208,2.744
9.462,1.138,2.46
9.463,1.123,2.413
9.464,1.104,2.347
9.465,1.119,2.389
9.466,1.165,2.557
9.469,1.155,2.523
9.469,1.067,2.222
9.471,1.155,2.524
9.471,1.207,2.714
9.471,1.139,2.472
9.472,1.167,2.586
9.474,1.199,2.676
9.477,1.49,2.751
9.478,1.139,2.45
9.479,1.147,2.519
9.48,1.162,2.544
9.48,1.136,2.453
9.482,1.688,2.573
9.482,1.119,2.405
9.484,1.125,2.4
9.484,1.197,2.696
9.484,1.158,2.542
9.485,1.145,2.477
9.485,1.091,2.298
9.486,1.188,2.65
9.487,1.093,2.296
9.489,1.154,2.526
9.49,1.669,2.68
9.491,1.103,2.349
9.492,1.163,2.542
9.492,1.181,2.632
9.494,1.056,2.16
9.494,1.688,2.573
9.494,1.183,2.632
9.498,1.139,2.454
9.498,1.148,2.46
9.499,1.14,2.448
9.5,1.113,2.381
9.5,1.173,2.605
9.501,1.129,2.415
9.501,1.182,2.645
9.504,1.131,2.422
9.507,1.208,2.755
9.507,1.169,2.592
9.507,1.188,2.674
9.508,1.078,2.262
9.509,1.107,2.347
9.511,1.224,2.637
9.514,1.167,2.542
9.515,1.212,2.777
9.515,1.166,2.57
9.517,1.157,2.521
9.517,1.18,2.549
9.517,1.13,2.437
9.517,1.231,2.863
9.518,1.14,2.469
9.518,1.149,2.496
9.52,1.154,2.515
9.52,1.168,2.582
9.521,1.155,2.456
9.523,1.16,2.551
9.525,1.143,2.474
9.525,1.2,2.7
9.525,1.105,2.34
9.526,1.149,2.51
9.526,1.133,2.435
9.526,1.137,2.454
9.527,1.114,2.377
9.527,1.304,3.187
9.528,1.229,2.841
9.529,1.077,2.263
9.529,1.208,2.704
9.53,1.365,2.706
9.531,1.795,2.437
9.532,1.09,2.278
9.532,1.164,2.575
9.532,1.119,2.389
9.534,1.145,2.487
9.535,1.145,2.456
9.537,1.16,2.538
9.538,1.149,2.507
9.538,1.502,2.466
9.539,1.097,2.311
9.54,1.271,2.397
9.54,1.142,2.479
9.541,1.742,2.669
9.542,1.216,2.756
9.542,1.138,2.446
9.543,1.135,2.452
9.543,1.375,2.455
9.543,1.128,2.418
9.543,1.129,2.418
9.547,1.155,2.525
9.548,1.218,2.761
9.548,1.176,2.147
9.548,1.145,2.495
9.549,1.146,2.485
9.552,1.087,2.285
9.552,1.128,2.437
9.553,1.175,2.571
9.555,1.195,2.693
9.555,1.203,2.719
9.556,1.187,2.661
9.557,1.096,2.321
9.56,1.154,2.529
9.56,1.144,2.487
9.56,1.265,2.636
9.56,1.132,2.443
9.56,1.138,2.473
9.561,1.147,2.501
9.562,1.197,2.628
9.564,1.142,2.464
9.564,2.288,2.696
9.565,1.231,2.648
9.565,1.187,2.642
9.565,1.1,2.304
9.566,1.132,2.431
9.568,1.176,2.591
9.568,1.153,2.526
9.568,1.151,2.498
9.569,1.142,2.465
9.569,1.162,2.546
9.573,1.157,2.524
9.574,1.172,2.583
9.574,1.272,2.729
9.575,1.154,2.484
9.576,1.153,2.506
9.576,1.168,2.584
9.576,1.097,2.325
9.577,1.731,2.601
9.577,1.179,2.612
9.577,1.191,2.671
9.577,1.147,2.498
9.578,1.852,2.541
9.58,1.162,2.549
9.58,1.094,2.308
9.58,1.128,2.429
9.58,1.151,2.491
9.58,1.171,2.595
9.58,1.156,2.534
9.581,1.197,2.706
9.584,1.173,2.598
9.584,1.167,2.575
9.584,1.196,2.553
9.585,1.189,2.535
9.585,1.152,2.526
9.586,1.137,2.465
9.587,1.839,2.453
9.587,1.12,2.402
9.587,1.17,2.604
9.588,1.158,2.517
9.589,1.252,2.942
9.589,1.084,2.272
9.592,1.184,2.627
9.592,1.259,2.881
9.593,1.185,2.647
9.594,1.116,2.38
9.595,1.152,2.504
9.596,1.144,2.489
9.596,1.15,2.5
9.596,1.075,2.237
9.597,1.196,2.665
9.598,1.116,2.379
9.598,1.13,2.44
9.598,1.152,2.502
9.6,1.879,2.54
9.6,1.133,2.379
9.601,1.045,2.139
9.603,1.133,2.44
9.603,1.175,2.606
9.603,1.218,2.78
9.605,1.076,2.245
9.605,1.153,2.524
9.606,1.139,2.475
9.607,1.141,2.441
9.607,1.093,2.305
9.607,1.203,2.717
9.607,1.167,2.564
9.607,1.12,2.391
9.608,1.145,2.486
9.61,1.154,2.521
9.612,1.165,2.539
9.612,1.11,2.33
9.612,1.133,2.447
9.614,1.144,2.501
9.615,1.166,2.573
9.615,1.146,2.504
9.617,1.158,2.515
9.617,1.134,2.448
9.617,1.207,2.711
9.617,1.278,3.035
9.618,1.119,2.387
9.619,1.271,2.69
9.62,1.134,2.451
9.621,1.173,2.562
9.621,1.121,2.405
9.622,1.114,2.385
9.622,1.231,2.617
9.623,1.888,2.555
9.623,1.146,2.468
9.624,1.191,2.623
9.625,1.142,2.483
9.627,1.144,2.477
9.627,1.208,2.548
9.627,1.159,2.546
9.628,1.156,2.546
9.629,1.144,2.48
9.629,1.146,2.503
9.629,1.11,2.33
9.629,1.045,2.147
9.63,1.75,2.405
9.63,1.191,2.596
9.631,1.204,2.704
9.633,1.168,2.575
9.634,1.119,2.383
9.634,1.167,2.543
9.636,1.138,2.449
9.636,1.183,2.621
9.637,1.103,2.332
9.637,0.752,1.304
9.638,1.164,2.552
9.639,1.126,2.41
9.64,1.167,2.569
9.64,1.159,2.532
9.641,1.121,2.41
9.641,1.117,2.383
9.642,1.186,2.655
9.643,1.135,2.452
9.646,1.109,2.361
9.646,1.143,2.492
9.646,1.223,2.796
9.648,1.151,2.503
9.649,1.124,2.391
9.649,1.225,2.807
9.651,1.144,2.478
9.652,1.041,2.143
9.652,1.089,2.277
9.656,1.101,2.34
9.657,1.173,2.583
9.657,1.081,2.266
9.657,1.148,2.497
9.657,1.158,2.548
9.658,1.119,2.382
9.658,1.172,2.597
9.659,1.172,2.563
9.659,1.196,2.702
9.659,1.108,2.363
9.66,1.107,2.365
9.66,1.166,2.483
9.661,1.093,2.296
9.662,1.206,2.738
9.662,1.118,2.397
9.663,1.13,2.44
9.663,1.132,2.451
9.664,1.432,3.899
9.665,1.131,2.437
9.665,1.146,2.409
9.665,1.196,2.669
9.665,1.155,2.507
9.666,1.112,2.364
9.666,1.202,2.729
9.667,1.13,2.433
9.668,1.143,2.475
9.669,1.095,2.284
9.67,1.149,2.523
9.67,1.169,2.576
9.673,1.102,2.316
9.673,1.139,2.473
9.673,1.187,2.643
9.674,1.146,2.501
9.677,1.205,2.682
9.677,1.164,2.555
9.678,1.168,2.588
9.678,1.271,3.027
9.678,1.133,2.459
9.679,1.128,2.406
9.679,1.194,2.656
9.68,1.168,2.554
9.681,1.183,2.621
9.682,1.092,2.259
9.682,1.148,2.489
9.683,1.154,2.531
9.683,1.151,2.517
9.684,1.139,2.478
9.685,1.164,2.556
9.685,1.158,2.53
9.686,1.197,2.685
9.686,1.183,2.611
9.686,1.086,2.267
9.686,1.168,2.587
9.686,1.202,2.716
9.688,1.174,2.582
9.688,1.161,2.539
9.689,1.93,2.422
9.689,1.218,2.784
9.69,1.161,2.539
9.691,1.15,2.536
9.691,1.139,2.468
9.692,1.127,2.436
9.693,1.171,2.568
9.694,1.408,3.819
9.694,1.141,2.472
9.694,1.188,2.665
9.695,1.233,2.845
9.695,1.245,2.549
9.696,1.171,2.59
9.696,1.23,2.83
9.696,1.169,2.585
9.697,1.408,3.5
9.697,1.167,2.581
9.7,1.347,2.281
9.7,1.133,2.443
9.7,1.165,2.567
9.701,1.228,2.766
9.701,1.177,2.622
9.701,1.144,2.482
9.702,1.812,2.465
9.702,1.16,2.551
9.702,1.184,2.651
9.703,1.135,2.454
9.703,1.226,2.818
9.704,1.257,2.655
9.704,1.177,2.613
9.704,1.174,2.598
9.705,1.219,2.75
9.706,1.182,2.641
9.707,1.241,2.865
9.707,1.171,2.574
9.708,1.533,2.722
9.709,1.143,2.481
9.711,1.157,2.533
9.711,1.209,2.373
9.712,1.19,2.678
9.716,1.225,2.762
9.716,1.065,2.213
9.716,1.469,2.686
9.716,1.121,2.413
9.716,1.265,2.857
9.717,1.157,2.54
9.719,1.184,2.594
9.72,1.16,2.532
9.72,1.135,2.463
9.721,1.145,2.508
9.721,1.526,2.693
9.721,1.144,2.285
9.722,1.181,2.61
9.722,1.605,2.819
9.722,1.171,2.581
9.722,1.12,2.384
9.723,1.093,2.298
9.723,1.531,2.483
9.723,1.275,2.7
9.724,1.224,2.824
9.726,1.128,2.433
9.726,1.136,2.463
9.727,1.132,2.415
9.728,1.217,2.759
9.729,1.126,2.407
9.729,1.14,2.477
9.729,1.142,2.439
9.731,1.143,2.485
9.732,1.201,2.721
9.733,1.202,2.687
9.733,1.158,2.562
9.733,1.24,2.658
9.733,1.175,2.599
9.734,1.22,2.804
9.734,1.153,2.516
9.735,1.157,2.544
9.735,1.141,2.476
9.735,0.952,1.881
9.735,1.106,2.347
9.736,1.131,2.426
9.736,1.241,2.866
9.736,1.382,3.612
9.737,1.155,2.532
9.739,1.162,2.518
9.74,1.049,2.153
9.741,1.207,2.686
9.741,1.153,2.503
9.742,1.169,2.579
