M_G,G-RP,BP-RP
10.573,1.344,3.416
10.574,1.951,2.908
10.574,1.18,2.639
10.574,1.346,2.792
10.575,1.238,2.872
10.575,1.164,2.578
10.576,1.239,2.883
10.576,1.294,3.069
10.578,1.253,2.876
10.578,1.206,2.748
10.581,1.174,2.608
10.581,1.306,2.826
10.581,1.231,2.844
10.582,1.205,2.762
10.582,1.226,2.843
10.582,1.202,2.741
10.584,1.21,2.72
10.584,1.227,2.809
10.584,1.245,2.928
10.584,1.194,2.704
10.585,1.18,2.627
10.586,1.233,2.858
10.586,1.24,2.901
10.586,1.257,2.96
10.587,1.216,2.809
10.589,1.716,2.767
10.59,1.266,3.006
10.592,1.263,2.955
10.593,1.225,2.81
10.594,1.217,2.771
10.595,1.229,2.89
10.596,1.239,2.878
10.596,1.225,2.81
10.596,1.381,3.632
10.597,1.271,3.043
10.597,1.217,2.798
10.599,1.222,2.818
10.599,1.188,2.669
10.6,1.223,2.842
10.601,1.586,2.792
10.601,1.276,3.078
10.601,1.192,2.669
10.603,1.231,2.854
10.603,1.19,2.691
10.604,1.264,2.648
10.604,1.17,2.541
10.607,1.186,2.678
10.608,1.246,2.923
10.608,1.225,2.822
10.608,1.229,2.849
10.609,1.218,2.785
10.609,1.231,2.872
10.609,1.215,2.789
10.61,1.26,2.881
10.612,1.241,2.9
10.612,1.231,2.861
10.612,1.285,3.118
10.613,1.17,2.579
10.614,1.272,3.048
10.614,1.208,2.761
10.615,1.198,2.742
10.616,1.344,3.436
10.616,1.326,3.32
10.617,1.223,2.812
10.618,1.201,2.71
10.618,1.218,2.797
10.619,1.205,2.775
10.619,1.229,2.708
10.621,1.294,3.162
10.623,1.254,2.926
10.623,1.213,2.745
10.624,1.216,2.746
10.624,1.22,2.774
10.626,1.206,2.745
10.626,1.206,2.73
10.629,1.401,3.795
10.63,1.165,2.603
10.631,1.212,2.756
10.632,1.242,2.888
10.632,1.251,2.924
10.633,1.246,2.912
10.633,1.209,2.766
10.633,1.191,2.706
10.635,1.518,2.756
10.635,1.179,2.612
10.635,1.227,2.818
10.635,1.88,2.731
10.636,1.24,2.878
10.636,1.185,2.638
10.637,1.664,2.616
10.637,1.193,2.692
10.638,1.33,2.972
10.638,1.23,2.85
10.639,1.259,3.008
10.639,1.175,2.568
10.639,1.226,2.793
10.64,1.241,2.921
10.64,1.206,2.77
10.64,1.215,2.811
10.641,1.551,2.755
10.642,1.19,2.677
10.642,1.235,2.9
10.643,1.71,2.516
10.643,1.178,2.588
10.643,1.171,2.581
10.643,1.328,3.14
10.643,1.241,2.95
10.644,1.335,2.841
10.644,1.223,2.818
10.644,1.848,2.719
10.645,1.18,2.779
10.645,1.206,2.722
10.646,1.224,2.813
10.647,1.203,2.776
10.648,1.21,2.758
10.649,1.215,2.791
10.649,1.17,2.629
10.649,1.238,2.892
10.649,1.215,2.807
10.649,1.631,3.087
10.65,1.201,2.755
10.651,1.205,2.736
10.651,1.193,2.716
10.651,1.221,2.795
10.651,1.234,2.894
10.652,1.186,2.649
10.652,1.203,2.763
10.653,1.192,2.715
10.653,1.318,3.257
10.656,1.209,2.765
10.656,1.977,2.892
10.656,1.209,2.484
10.657,1.204,2.747
10.657,1.182,2.638
10.657,1.249,2.944
10.658,1.286,2.859
10.66,1.24,2.879
10.661,1.193,2.706
10.662,1.249,2.94
10.662,1.219,2.796
10.662,1.282,2.912
10.662,1.2,2.705
10.663,1.223,2.796
10.663,1.346,3.447
10.663,1.205,2.75
10.663,1.21,2.774
10.664,1.21,2.795
10.664,1.362,3.54
10.665,1.197,2.709
10.665,1.201,2.718
10.666,1.195,2.706
10.666,1.199,2.749
10.666,1.277,3.076
10.666,1.21,2.773
10.667,1.194,2.672
10.667,1.232,2.834
10.671,1.172,2.589
10.671,1.236,2.861
10.671,1.209,2.741
10.671,1.295,3.128
10.672,1.236,2.885
10.673,1.184,2.67
10.675,1.238,2.895
10.676,1.202,2.715
10.676,1.189,2.735
10.676,1.317,3.26
10.678,1.202,2.733
10.679,1.186,2.67
10.679,1.262,2.967
10.679,1.154,2.52
10.68,1.201,2.764
10.681,1.179,2.621
10.681,1.246,2.945
10.682,1.744,2.771
10.682,1.267,3.011
10.682,1.151,2.554
10.682,1.239,2.9
10.683,1.264,2.956
10.685,1.252,2.922
10.685,1.219,2.79
10.686,1.233,2.807
10.686,1.32,2.823
10.687,1.205,2.743
10.687,1.199,2.7
10.687,1.243,2.889
10.688,1.381,3.001
10.689,1.238,2.882
10.691,1.574,4.906
10.691,1.183,2.677
10.693,1.214,2.787
10.694,1.277,2.987
10.695,1.188,2.665
10.696,1.147,2.52
10.697,1.218,2.813
10.697,1.255,2.971
10.697,1.202,2.724
10.699,1.217,2.802
10.7,1.185,2.687
10.701,1.178,2.627
10.702,1.268,2.245
10.702,1.216,2.776
10.704,1.259,2.884
10.705,1.26,2.922
10.705,1.244,2.878
10.706,1.378,2.775
10.706,1.221,2.777
10.707,1.222,2.812
10.708,1.219,2.765
10.708,1.238,2.887
10.708,1.173,2.612
10.708,1.191,2.687
10.709,1.218,2.808
10.709,1.219,2.802
10.709,1.199,2.731
10.709,1.216,2.677
10.71,1.741,3.027
10.71,1.215,2.773
10.711,2.364,2.664
10.712,1.2,2.745
10.712,1.363,3
10.712,1.244,2.923
10.714,1.253,2.97
10.714,1.382,3.705
10.714,1.187,2.669
10.715,1.39,3.662
10.715,1.248,2.962
10.715,1.236,2.891
10.715,1.274,3.087
10.716,1.605,2.883
10.716,1.215,2.764
10.717,1.256,2.937
10.717,1.226,2.829
10.718,1.886,2.765
10.718,1.167,2.601
10.718,1.741,3.027
10.718,1.218,2.796
10.72,1.658,2.839
10.72,1.205,2.725
10.72,1.281,3.067
10.721,1.203,2.72
10.721,1.732,2.669
10.721,1.189,2.666
10.721,1.24,2.878
10.722,1.208,2.667
10.723,1.658,2.864
10.723,1.198,2.709
10.723,1.257,2.951
10.724,1.264,3.007
10.725,1.2,2.725
10.726,1.207,2.754
10.726,1.203,2.741
10.726,1.233,2.88
10.727,1.481,2.693
10.727,1.189,2.661
10.728,1.198,2.725
10.728,1.238,2.865
10.729,1.667,2.697
10.73,1.543,2.732
10.73,1.224,2.809
10.73,1.242,2.889
10.731,1.211,2.666
10.733,1.167,2.604
10.733,1.248,2.857
10.734,1.199,2.73
10.734,1.19,2.699
10.737,1.734,2.793
10.737,1.211,2.709
10.737,1.253,2.993
10.737,1.41,3.169
10.738,1.326,2.793
10.739,1.241,2.904
10.74,1.345,3.336
10.741,1.284,3.098
10.741,1.23,2.834
10.741,1.54,2.935
10.741,0.656,1.157
10.742,1.182,2.68
10.743,1.243,2.915
10.743,1.203,2.735
10.743,1.215,2.748
10.743,1.225,2.836
10.744,1.179,2.648
10.744,1.379,3.521
10.744,1.621,2.951
10.745,1.223,2.674
10.745,1.213,2.709
10.745,1.233,2.85
10.746,1.203,2.717
10.746,1.246,2.91
10.747,1.354,3.494
10.748,1.178,2.623
10.748,1.216,2.8
10.748,1.187,2.695
10.75,1.227,2.825
10.75,1.218,2.792
10.751,1.255,2.954
10.751,1.234,2.893
10.752,1.215,2.832
10.752,1.216,2.791
10.752,1.199,2.723
10.752,1.201,2.71
10.752,1.225,2.83
10.754,1.213,2.794
10.755,1.334,3.024
10.755,1.194,2.675
10.755,1.225,2.842
10.755,1.238,2.893
10.756,1.204,2.835
10.756,1.267,3.047
10.757,1.16,2.544
10.76,1.222,2.852
10.761,1.225,2.775
10.762,1.216,2.809
10.762,1.334,3.024
10.762,1.252,2.82
10.764,1.252,2.787
10.764,1.2,2.696
10.765,1.173,2.661
10.765,1.187,2.684
10.766,1.207,2.741
10.767,1.204,2.696
10.768,1.241,2.912
10.769,1.21,2.794
10.772,1.181,2.624
10.772,1.206,2.758
10.772,1.195,2.745
10.773,1.214,2.798
10.773,1.207,2.766
10.773,1.221,2.847
10.773,1.31,2.979
10.774,1.191,2.697
10.774,1.208,2.771
10.775,1.22,2.793
10.775,1.187,2.646
10.776,1.272,3.058
10.776,1.24,2.779
10.777,1.265,3.036
10.778,1.217,2.781
10.778,1.209,2.763
10.778,1.289,3.024
10.778,1.203,2.742
10.779,1.228,2.81
10.779,1.304,3.069
10.779,1.185,2.651
10.78,1.188,2.673
10.78,1.239,2.897
10.78,1.217,2.806
10.781,1.223,2.805
10.781,1.239,2.873
10.782,1.238,2.914
10.782,1.171,2.595
10.783,1.166,2.561
10.783,1.206,2.752
10.783,1.178,2.617
10.785,1.228,2.843
10.786,1.204,2.769
10.786,1.308,3.202
10.787,1.219,2.824
10.787,1.431,4.048
10.787,1.212,2.788
10.788,1.226,2.807
10.789,1.9,2.388
10.79,1.208,2.785
10.79,1.216,2.783
10.791,1.211,2.754
10.792,1.248,2.905
10.792,1.243,2.888
10.796,1.22,2.765
10.796,1.222,2.827
10.797,1.209,2.751
10.798,1.229,2.84
10.799,1.232,2.85
10.8,1.209,2.826
10.801,1.225,2.83
10.801,1.206,2.719
10.802,1.204,2.763
10.802,1.231,2.85
10.803,1.175,2.62
10.803,1.205,2.684
10.804,1.283,2.96
10.804,1.222,2.813
10.804,1.212,2.795
10.806,1.272,2.997
10.806,1.263,2.953
10.806,1.203,2.737
10.807,1.257,3.005
10.809,1.289,2.85
10.81,1.218,2.817
10.811,1.244,2.932
10.811,1.665,2.9
10.812,1.166,2.569
10.812,1.211,2.765
10.813,1.231,3.134
10.813,1.209,2.746
10.814,1.477,3.811
10.815,1.181,2.645
10.815,1.211,2.742
10.815,1.2,2.742
10.815,1.28,2.961
10.816,1.236,2.893
10.817,1.375,2.621
10.818,1.254,2.983
10.818,1.216,2.791
10.819,1.224,2.831
10.819,1.213,2.77
10.819,1.411,3.099
10.82,1.164,2.62
10.82,1.294,3.147
10.821,1.205,2.726
10.821,1.228,2.854
10.822,1.22,2.788
10.822,1.219,2.796
10.822,1.881,2.8
10.822,1.174,2.636
10.823,1.217,2.781
10.823,1.242,2.891
10.823,1.18,2.643
10.824,1.182,2.683
10.824,1.17,2.592
10.825,1.273,3.042
10.825,1.194,2.668
10.826,1.218,2.829
10.827,1.404,3.648
10.827,1.228,2.877
10.828,1.218,2.776
10.828,1.234,2.854
10.831,1.19,2.698
10.832,1.289,2.934
10.833,1.244,2.892
10.834,1.488,2.772
10.834,1.237,2.848
10.835,1.228,2.842
10.835,1.238,2.89
10.837,1.244,2.924
10.837,1.279,3.073
10.838,1.308,3.032
10.839,1.232,2.909
10.839,1.289,2.934
10.839,1.242,2.918
10.842,1.213,2.694
10.842,1.179,2.637
10.843,1.288,3.141
10.844,1.231,2.848
10.846,1.201,2.678
10.848,1.22,2.809
10.848,1.191,2.674
10.849,1.196,2.661
10.849,1.806,2.86
10.849,1.288,3.138
10.85,1.207,2.739
10.851,1.267,3.039
10.852,1.212,2.759
10.854,1.218,2.779
10.854,1.24,2.88
10.854,1.21,2.755
10.854,1.208,2.756
10.854,1.194,2.685
10.855,1.24,2.888
10.856,1.237,2.863
10.856,1.215,2.788
10.857,1.241,2.872
10.857,1.175,2.607
10.858,1.279,3.06
10.859,1.789,2.676
10.859,1.212,2.765
10.859,1.219,2.802
10.86,1.205,2.736
10.86,1.154,2.512
10.86,1.242,2.896
10.861,1.247,2.917
10.861,1.237,2.875
10.862,1.222,2.8
10.862,1.229,2.866
10.862,1.228,2.831
10.863,1.193,2.698
10.866,1.187,2.655
10.866,1.212,2.792
10.867,1.218,2.832
10.868,1.214,2.768
10.868,1.231,2.784
10.869,1.187,2.657
10.869,1.215,2.813
10.869,1.253,2.952
10.869,1.233,2.858
10.869,1.257,2.993
10.87,1.188,2.657
10.87,1.194,2.722
10.87,1.202,2.747
10.871,1.386,2.925
10.872,1.22,2.833
10.873,1.3,3.216
10.875,1.259,3.009
10.875,1.206,2.754
10.876,1.253,2.956
10.876,1.216,2.755
10.877,1.211,2.781
10.877,1.257,2.756
10.877,1.168,2.593
10.878,1.228,2.838
10.878,1.207,2.71
10.879,1.2,2.735
10.88,1.226,2.845
10.88,1.244,2.917
10.88,1.198,2.713
10.881,1.197,2.718
10.881,1.228,2.844
10.881,1.202,2.704
10.881,1.254,2.985
10.883,1.222,2.807
10.883,1.206,2.76
10.883,1.25,2.947
10.883,1.182,2.681
10.884,1.253,2.876
10.884,1.197,2.691
10.884,1.252,2.953
10.884,1.265,3.005
10.885,1.564,2.887
10.886,1.203,2.724
10.887,1.227,2.851
10.887,1.211,2.771
10.889,1.216,2.788
10.89,1.222,2.815
10.89,1.211,2.706
10.89,1.222,2.825
10.89,1.189,2.698
10.89,1.295,3.195
10.89,1.219,2.758
10.891,1.213,2.791
10.892,1.276,3.015
10.894,0.646,1.101
10.894,1.217,2.872
10.894,1.271,3.004
10.895,1.225,2.834
10.895,1.222,2.821
10.895,1.286,3.123
10.896,1.22,2.793
10.898,1.182,2.644
10.898,1.226,2.836
10.899,1.215,2.779
10.899,1.217,2.816
10.9,1.232,2.87
10.9,1.245,2.916
10.9,1.202,2.745
10.9,1.195,2.694
10.901,1.195,2.711
10.901,1.439,2.702
10.902,1.185,2.654
10.902,1.697,2.781
10.903,1.224,2.814
10.903,1.18,2.671
10.904,1.221,2.765
10.904,1.279,3.097
10.904,1.3,3.13
10.904,1.211,2.751
10.905,1.238,2.925
10.906,1.22,2.779
10.907,1.229,2.858
10.907,1.24,2.874
10.907,1.364,2.879
10.908,1.211,2.769
10.909,1.237,2.89
10.909,1.301,3.008
10.91,1.193,2.706
10.91,1.253,2.986
10.91,1.19,2.684
10.91,1.225,2.823
10.912,1.232,2.874
10.913,1.85,2.792
10.913,1.271,3.041
10.913,1.215,2.77
10.914,1.369,3.579
10.915,1.244,2.922
10.915,1.25,2.92
10.915,1.229,2.863
10.916,1.202,2.713
10.917,1.182,2.681
10.917,1.168,2.605
10.918,1.233,2.861
10.918,1.209,2.764
10.919,1.22,2.811
10.919,1.212,2.787
10.919,1.197,2.726
10.92,1.777,2.866
10.92,1.23,2.847
10.921,1.261,2.997
10.921,1.242,2.926
10.921,1.247,2.93
10.921,1.224,2.858
10.922,1.202,2.66
10.924,1.467,4.004
10.924,1.209,2.759
10.925,1.187,2.645
10.927,1.222,2.844
10.927,1.233,2.882
10.928,1.202,2.731
10.929,1.22,2.803
10.929,1.273,3.047
10.93,1.203,2.727
10.93,1.239,2.894
10.931,1.218,2.887
10.932,1.278,3.016
10.932,1.221,2.839
10.933,1.219,2.814
10.934,1.173,2.571
10.935,1.247,2.956
10.935,1.22,2.857
10.936,1.236,2.87
10.936,1.22,2.822
10.938,1.181,2.637
10.938,1.227,2.794
10.939,1.131,2.446
10.94,1.418,2.841
10.94,1.215,2.774
10.941,1.173,2.611
10.942,1.244,2.947
10.943,1.222,2.782
10.943,1.226,2.821
10.944,1.257,2.93
10.944,1.274,2.933
10.945,1.222,2.802
10.946,1.331,3.363
10.948,1.204,2.702
10.948,1.187,2.664
10.948,1.226,2.876
10.948,2.035,3.221
10.948,1.185,2.69
10.949,1.236,2.899
10.95,1.218,2.791
10.951,1.224,2.817
10.951,1.884,3.015
10.951,1.163,2.572
10.952,1.224,2.84
10.952,1.199,2.745
10.952,1.194,2.704
10.953,1.219,2.827
10.953,1.189,2.665
10.954,1.382,3.616
10.955,1.15,2.517
10.955,1.302,3.211
10.956,1.232,2.876
10.957,1.781,2.982
10.957,1.237,2.879
10.958,1.229,2.856
10.958,1.207,2.739
10.959,1.197,2.771
10.959,1.266,3.02
10.96,1.246,2.873
10.961,1.254,2.981
10.961,1.187,2.684
10.962,1.663,2.886
10.962,1.186,2.675
10.962,1.219,2.812
10.963,1.163,2.596
10.964,1.203,2.705
10.964,1.261,3.007
10.964,1.227,2.907
10.965,1.172,2.603
10.966,1.374,3.627
10.966,1.242,2.877
10.966,1.248,2.944
10.967,1.22,2.8
10.967,1.446,3.97
10.967,1.237,2.903
10.967,1.286,3.073
10.967,1.216,2.801
10.968,1.285,3.133
10.969,1.526,2.87
10.969,1.194,2.692
10.969,1.222,2.836
10.97,1.226,2.825
10.97,1.264,3.001
10.97,1.206,2.725
10.972,1.332,2.951
10.972,1.178,2.656
10.973,1.224,2.795
10.973,1.395,3.037
10.973,1.207,2.679
10.974,1.227,2.836
10.974,1.172,2.589
10.975,1.89,2.957
10.975,1.223,2.831
10.975,1.248,2.922
10.975,1.244,2.928
10.975,1.223,2.82
10.976,1.186,2.665
10.976,1.193,2.711
10.977,1.184,2.778
10.978,1.221,2.791
10.979,1.237,2.862
10.979,1.169,2.579
10.98,1.206,2.734
10.98,1.263,2.982
10.981,1.255,2.983
10.982,1.284,3.13
10.982,1.244,2.925
10.984,1.251,2.896
10.984,1.235,2.892
10.985,1.324,3.051
10.985,1.208,2.79
10.986,1.175,2.627
10.986,1.209,2.76
10.988,1.247,2.945
10.989,2.12,2.784
10.991,1.241,2.869
10.992,1.242,2.686
10.992,1.266,3.001
10.992,1.218,2.847
10.992,1.265,3.029
10.993,1.199,2.714
10.993,1.246,2.944
10.993,1.249,2.949
10.993,1.226,2.849
10.995,1.298,3.187
10.995,1.285,3.096
10.995,1.275,3.108
10.996,1.166,2.598
10.996,1.235,2.897
10.997,1.243,2.905
10.998,1.228,2.881
10.998,1.249,3.002
11,1.219,2.798
11.001,1.23,2.853
11.002,1.226,2.829
11.002,1.559,2.887
11.003,1.2,2.769
11.004,1.855,2.58
11.006,1.234,2.889
11.006,1.201,2.75
11.007,1.217,2.798
11.007,1.235,2.854
11.008,1.218,2.566
11.008,1.196,2.694
11.008,1.218,2.799
11.008,1.227,2.84
11.009,1.698,2.658
11.009,1.311,3.226
11.009,1.342,3.239
11.01,1.21,2.751
11.011,1.294,2.811
11.011,1.193,2.717
11.012,1.234,2.922
11.013,1.564,2.872
11.014,1.22,2.809
11.015,1.234,2.855
11.015,1.204,2.75
11.015,1.296,3.121
11.017,1.293,3.106
11.017,1.259,2.925
11.017,1.246,2.928
11.018,1.202,2.723
11.018,1.244,2.889
11.019,1.312,3.08
11.02,1.234,2.873
11.02,1.249,2.929
11.021,1.21,2.81
11.022,1.272,3.086
11.022,1.238,2.898
11.022,1.241,2.927
11.023,1.228,2.845
11.023,1.826,2.686
11.023,1.191,2.691
11.023,1.253,2.919
11.023,1.199,2.722
11.024,1.227,2.831
11.025,1.198,2.72
11.025,1.179,2.698
11.025,1.232,2.878
11.025,1.26,2.87
11.025,1.234,2.852
11.025,1.212,2.781
11.028,1.249,2.919
11.028,1.573,3.138
11.029,1.187,2.67
11.029,1.296,2.996
11.029,1.222,2.799
11.029,1.254,2.937
11.03,1.222,2.787
11.031,1.218,2.798
11.031,1.226,2.82
11.031,1.235,2.916
11.032,1.236,2.878
11.032,1.265,3
11.032,1.241,2.875
11.032,1.229,2.862
11.034,1.329,3.225
11.034,1.252,2.967
11.036,1.205,2.738
11.036,1.229,2.834
11.036,1.222,2.808
11.038,1.196,2.723
11.039,1.181,2.599
11.039,1.232,2.858
11.041,1.206,2.772
11.044,1.232,2.857
11.044,1.202,2.757
11.045,1.239,2.912
11.045,1.356,2.977
11.046,1.224,2.825
11.047,1.25,2.964
11.048,1.561,2.85
11.048,1.234,2.872
11.049,1.198,2.723
11.049,1.218,2.766
11.049,1.524,4.571
11.05,1.199,2.751
11.05,1.248,2.92
11.051,1.229,2.822
11.051,1.233,2.871
11.052,1.245,2.943
11.052,1.208,2.797
11.052,1.176,2.644
11.053,1.231,2.87
11.053,1.243,2.889
11.053,1.218,2.798
11.055,1.213,2.809
11.055,1.228,2.842
11.055,1.269,2.627
11.057,1.261,2.969
11.059,1.223,2.793
11.059,1.245,2.922
11.059,1.203,2.763
11.059,1.259,2.971
11.06,1.247,2.929
11.062,1.251,2.926
11.062,1.225,2.772
11.062,1.222,2.832
11.063,1.243,2.892
11.064,1.819,2.857
11.064,1.208,2.77
11.064,1.216,2.767
11.064,1.208,2.77
11.064,1.24,2.89
11.065,1.24,2.888
11.065,1.596,2.777
11.065,1.354,3.097
11.065,1.203,2.759
11.065,1.268,3.07
11.065,1.204,2.742
11.067,1.287,2.956
11.067,1.194,2.685
11.069,1.237,2.724
11.069,1.338,3.248
11.07,1.265,2.846
11.07,1.216,2.799
11.07,1.237,2.897
11.071,1.188,2.706
11.071,1.227,2.859
11.071,1.222,2.81
11.072,1.36,2.921
11.072,1.3,3.178
11.072,1.248,2.963
11.072,1.264,3.029
11.073,1.564,2.872
11.073,1.367,3.365
11.075,1.241,2.869
11.076,1.234,2.877
11.076,1.192,2.684
11.076,1.311,3.265
11.077,1.215,2.79
11.078,1.312,3.164
11.079,1.238,2.915
11.079,1.454,2.932
11.08,1.272,3.028
11.081,1.259,2.994
11.082,1.243,2.875
11.082,1.264,2.844
11.082,1.18,2.628
11.083,1.23,2.735
11.083,1.346,2.941
11.084,1.227,2.844
11.084,1.232,2.856
11.085,1.227,2.826
11.085,1.273,3.058
11.085,1.204,2.767
11.086,1.198,2.722
11.087,1.181,2.654
11.088,1.208,2.744
11.089,1.253,2.961
11.091,1.236,2.882
11.091,1.191,2.7
11.092,1.65,2.526
11.092,1.324,3.096
11.093,1.173,2.611
11.094,1.364,3.14
11.095,1.279,2.995
11.097,1.248,2.922
11.098,1.224,2.845
11.098,1.314,3.258
11.098,1.206,2.731
11.099,1.226,2.859
11.099,1.305,3.222
11.101,1.248,2.91
11.101,1.256,2.984
11.102,1.261,3
11.104,1.724,2.697
11.104,1.269,3.027
11.106,1.187,2.65
11.106,1.227,2.882
11.106,1.178,2.688
11.107,1.775,2.897
11.107,1.288,3.108
11.108,1.222,2.829
11.108,1.252,2.981
11.108,1.267,3.039
11.108,1.186,2.691
11.108,1.189,2.694
11.108,1.254,2.975
11.109,1.215,2.796
11.109,1.209,2.772
11.109,1.288,3.108
11.11,1.319,2.586
11.11,1.276,3.064
11.11,1.278,3.071
11.111,1.525,2.947
11.112,1.209,2.761
11.112,1.23,2.866
11.112,1.217,2.792
11.112,1.213,2.795
11.113,1.276,3.064
11.113,1.32,3.286
11.113,1.226,2.852
11.113,1.203,2.807
11.113,1.213,2.797
11.114,1.31,3.313
11.114,1.259,2.987
11.116,1.246,2.954
11.116,1.275,3.052
11.116,1.249,2.929
11.116,1.249,2.959
11.117,1.15,2.543
11.117,1.195,2.718
11.117,1.255,3.036
11.12,1.194,2.711
11.121,1.235,2.871
11.121,1.184,2.644
11.121,1.154,2.561
11.123,1.236,2.861
11.123,1.216,2.792
11.123,1.251,2.9
11.123,1.374,3.597
11.124,1.233,2.879
11.124,1.223,2.809
11.126,1.3,3.203
11.126,1.236,2.889
11.127,1.172,2.598
11.127,1.27,3.032
11.127,1.255,2.989
11.127,1.215,2.769
11.127,1.256,2.86
11.128,1.259,2.995
11.128,1.223,2.814
11.128,1.498,4.352
11.128,1.233,2.86
11.13,1.24,2.923
11.13,1.176,2.643
11.13,1.2,2.743
11.131,1.237,2.855
11.132,1.254,2.921
11.134,1.175,2.659
11.135,2.081,2.75
11.135,1.206,2.795
11.136,1.202,2.731
11.137,1.264,3.014
11.137,1.204,2.742
11.137,1.376,3.697
11.138,1.196,2.728
11.139,1.254,2.968
11.14,1.245,2.934
11.14,1.247,2.919
11.141,1.251,2.952
11.142,1.211,2.777
11.142,1.208,2.651
11.142,1.258,3.006
11.142,1.225,2.841
11.143,1.283,2.986
11.143,1.212,2.779
11.143,1.255,2.993
11.144,1.226,2.804
11.144,1.807,2.84
11.145,1.18,2.645
11.146,1.237,2.873
11.146,1.21,2.704
11.146,1.27,2.985
11.146,1.205,2.753
11.146,1.23,2.854
11.147,1.21,2.756
11.147,1.211,2.736
11.148,1.349,3.04
11.148,1.237,2.88
11.149,1.25,3.01
11.149,1.238,2.9
11.15,1.278,3.089
11.151,1.476,2.871
11.151,1.208,2.724
11.151,1.331,2.917
11.152,1.227,2.835
11.152,1.209,2.746
11.154,1.223,2.842
11.154,1.232,2.864
11.154,1.287,3.055
11.155,1.568,3.048
11.155,1.268,3.089
11.155,1.277,3.065
11.155,1.335,3.206
11.155,1.264,3.038
11.156,1.199,2.714
11.156,1.232,2.909
11.157,1.212,2.537
11.157,1.189,2.639
11.157,1.259,2.951
11.158,1.232,2.864
11.158,1.248,2.956
11.159,1.255,2.989
11.159,1.245,2.918
11.16,1.272,2.826
11.16,1.202,2.722
11.16,1.415,3.869
11.161,1.176,2.595
11.161,1.217,2.786
11.162,1.281,2.814
11.162,1.212,2.792
11.162,1.525,2.895
11.163,1.195,2.687
11.163,1.235,2.778
11.163,1.223,2.824
11.164,1.237,2.78
11.164,1.23,2.857
11.165,1.243,2.887
11.165,1.213,2.809
11.165,1.266,3.042
11.166,1.263,3.024
11.166,1.229,2.909
11.167,1.212,2.849
11.167,1.745,2.828
11.167,1.209,2.75
11.167,1.21,2.726
11.167,1.279,2.906
11.168,1.773,2.72
11.168,1.329,3.17
11.168,1.254,2.981
11.171,1.725,2.858
11.171,1.238,2.936
11.172,1.244,2.912
11.173,1.231,2.849
11.174,1.169,2.608
11.175,1.238,2.892
11.175,1.209,2.78
11.176,1.255,2.961
11.177,1.232,2.869
11.177,1.217,2.774
11.177,1.251,2.94
11.179,1.233,2.881
11.18,1.239,2.899
11.182,1.917,2.729
11.182,1.218,2.79
11.182,1.211,2.757
11.184,1.24,2.875
11.184,1.313,2.854
11.184,1.249,2.89
11.184,1.208,2.747
11.184,1.324,3.073
11.184,1.238,2.896
11.185,1.254,2.953
11.186,1.228,2.788
11.186,1.256,2.992
11.186,1.229,2.887
11.186,1.28,2.955
11.186,1.329,3.079
11.187,1.281,2.774
11.188,1.246,2.923
11.188,1.227,2.838
11.188,1.273,3.097
11.189,1.227,2.895
11.189,1.236,2.887
11.19,1.233,2.846
11.192,1.678,2.956
11.192,1.248,2.939
11.192,1.228,2.885
11.193,1.284,3.014
11.193,1.318,3.294
11.194,1.261,3.01
11.195,1.248,3.011
11.196,1.226,2.818
11.196,1.251,2.954
11.197,1.235,2.895
11.197,1.224,2.843
11.197,1.216,2.796
11.198,1.222,2.842
11.198,1.29,3.092
11.198,1.181,2.666
11.2,1.811,2.882
11.2,1.268,2.886
11.2,1.274,2.928
11.201,1.333,2.88
11.202,1.267,2.985
11.202,1.21,2.765
11.202,1.232,2.869
11.203,1.256,2.723
11.203,1.295,3.082
11.203,1.214,2.785
11.204,1.224,2.83
11.204,1.251,2.933
11.205,1.216,2.787
11.205,1.24,2.913
11.206,1.227,2.836
11.206,1.301,3.083
11.206,1.301,3.209
11.208,1.237,2.931
11.208,1.282,3.076
11.208,1.263,3.011
11.209,1.225,2.824
11.21,1.285,3.11
11.211,1.832,2.876
11.211,1.227,2.831
11.211,1.26,3.007
11.212,1.312,3.331
11.214,1.277,2.76
11.214,1.235,2.882
11.215,1.522,2.849
11.215,1.193,2.713
11.215,1.274,3.082
11.216,1.227,2.837
11.217,1.247,2.937
11.217,1.234,2.888
11.217,1.251,2.959
11.217,1.223,2.825
11.217,1.203,2.72
11.217,1.256,2.989
11.219,1.25,2.919
11.219,1.913,3.019
11.219,1.203,2.72
11.219,1.303,3.22
11.219,1.229,2.78
11.219,1.246,2.925
11.22,1.196,2.716
11.22,1.882,2.838
11.221,1.226,2.784
11.222,1.263,3.021
11.223,1.443,3.892
11.223,1.258,2.923
11.224,1.219,2.809
11.224,1.234,2.875
11.224,1.272,3.051
11.224,1.272,3.118
11.224,1.234,2.88
11.225,1.239,2.877
11.226,1.678,2.907
11.226,1.266,3.012
11.226,1.241,2.889
11.227,1.244,2.935
11.228,1.267,2.875
11.228,1.264,3.008
11.228,1.227,2.796
11.228,1.754,2.933
11.229,1.205,2.74
11.229,1.35,3.491
11.23,1.197,2.7
11.231,1.279,3.073
11.231,1.251,2.957
11.231,1.212,2.826
11.231,1.275,3.072
11.231,1.222,2.724
11.232,1.251,2.958
11.232,1.237,2.794
11.233,1.272,3.056
11.234,1.208,2.78
