M_G,G-RP,BP-RP
10.145,1.181,2.662
10.146,1.186,2.647
10.146,1.175,2.605
10.147,2.106,2.65
10.147,1.181,2.6
10.147,1.184,2.646
10.147,1.255,2.781
10.149,1.223,2.825
10.151,1.341,3.385
10.152,1.175,2.596
10.152,1.192,2.609
10.153,1.195,2.599
10.154,1.202,2.7
10.154,1.172,2.602
10.156,1.388,3.676
10.157,1.899,2.736
10.157,1.377,3.471
10.157,1.217,2.787
10.16,1.213,2.769
10.162,1.191,2.66
10.166,1.331,3.41
10.168,1.741,3.524
10.169,1.168,2.581
10.169,1.169,2.583
10.171,1.135,2.437
10.171,1.218,2.764
10.173,1.238,2.877
10.174,1.296,3.158
10.175,1.152,2.535
10.177,1.337,3.434
10.177,1.218,2.736
10.181,1.199,2.71
10.181,1.216,2.767
10.182,1.192,2.666
10.183,1.271,2.855
10.184,1.181,2.631
10.186,1.228,2.757
10.188,1.227,2.834
10.188,1.214,2.779
10.189,1.185,2.653
10.19,1.23,2.811
10.191,1.205,2.753
10.192,1.187,2.677
10.193,1.224,2.796
10.193,1.217,2.622
10.194,1.36,3.513
10.194,1.224,2.826
10.194,1.195,2.731
10.199,1.203,2.739
10.199,1.281,3.075
10.199,1.236,2.838
10.2,1.233,2.856
10.202,1.23,2.88
10.203,1.251,2.959
10.205,1.198,2.681
10.207,1.23,2.842
10.208,1.212,2.757
10.208,1.173,2.596
10.208,1.221,2.829
10.208,1.265,3.001
10.209,1.198,2.662
10.209,1.241,2.857
10.21,1.746,2.908
10.211,1.241,2.807
10.211,1.214,2.776
10.212,1.189,2.598
10.212,1.191,2.692
10.215,1.32,3.308
10.216,1.331,3.312
10.217,1.22,2.794
10.22,1.323,3.268
10.22,1.203,2.69
10.221,1.259,2.986
10.221,1.326,2.773
10.221,0.492,0.772
10.222,1.26,3.001
10.223,1.341,3.408
10.223,1.196,2.698
10.224,1.227,2.817
10.224,1.219,2.792
10.226,1.276,2.941
10.226,1.236,2.888
10.226,1.191,2.67
10.227,1.207,2.748
10.228,1.197,2.724
10.229,1.171,2.604
10.229,1.282,2.7
10.231,1.242,2.839
10.234,1.199,2.641
10.235,1.446,2.642
10.235,1.19,2.701
10.236,1.256,2.801
10.238,1.929,2.696
10.238,1.223,2.822
10.239,1.162,2.574
10.24,1.217,2.788
10.24,1.329,3.327
10.243,1.246,2.767
10.243,1.194,2.698
10.244,1.454,2.699
10.244,1.323,3.326
10.244,1.205,2.699
10.244,1.16,2.554
10.245,1.159,2.528
10.247,1.349,3.492
10.248,1.228,2.815
10.248,1.229,2.81
10.25,1.279,2.13
10.253,1.168,2.596
10.253,1.217,2.772
10.254,1.246,2.894
10.254,1.198,2.707
10.255,1.166,2.587
10.256,1.305,3.181
10.258,1.401,2.678
10.26,1.206,2.727
10.261,1.168,2.587
10.262,1.193,2.656
10.264,1.196,2.594
10.264,1.181,2.629
10.265,1.185,2.673
10.265,1.179,2.63
10.265,1.219,2.758
10.266,1.202,2.693
10.268,1.219,2.811
10.269,1.229,2.845
10.269,1.462,4.258
10.269,1.176,2.596
10.269,1.215,2.783
10.27,1.349,3.437
10.271,1.465,3.143
10.272,1.236,2.857
10.273,1.215,2.742
10.273,1.189,2.7
10.274,1.216,2.774
10.274,1.279,3.084
10.275,1.192,2.674
10.276,1.192,2.69
10.277,1.184,2.645
10.277,1.145,2.475
10.277,0.635,1.111
10.28,1.376,2.85
10.282,1.182,2.635
10.283,1.201,2.706
10.283,1.257,2.949
10.283,1.209,2.722
10.283,1.245,2.799
10.284,1.227,2.741
10.285,1.19,2.666
10.286,1.208,2.782
10.287,1.279,3.045
10.289,1.234,2.769
10.289,1.244,2.9
10.29,1.228,2.826
10.29,1.214,2.688
10.292,1.208,2.753
10.292,1.182,2.609
10.292,1.186,2.67
10.293,1.192,2.673
10.294,1.259,2.976
10.295,1.198,2.683
10.296,1.205,2.734
10.296,1.255,2.974
10.296,1.253,2.954
10.299,1.224,2.828
10.3,1.171,2.602
10.301,1.172,2.62
10.302,1.306,3.197
10.305,1.19,2.665
10.305,1.233,2.86
10.306,1.224,2.818
10.306,1.165,2.571
10.307,1.954,2.846
10.309,1.181,2.632
10.31,1.333,3.346
10.311,1.218,2.673
10.312,1.202,2.707
10.312,1.235,2.815
10.312,1.204,2.736
10.314,1.181,2.637
10.315,1.957,2.845
10.316,1.237,2.878
10.317,1.259,2.96
10.317,1.18,2.642
10.319,1.532,2.854
10.319,1.189,2.692
10.32,1.176,2.623
10.322,1.184,2.655
10.322,1.238,2.851
10.322,1.172,2.6
10.323,1.435,2.951
10.324,1.215,2.758
10.325,1.197,2.718
10.327,1.234,2.831
10.327,1.213,2.767
10.327,1.974,2.857
10.327,1.186,2.571
10.327,1.203,2.746
10.328,1.188,2.651
10.329,1.208,2.621
10.329,1.28,2.953
10.329,1.18,2.643
10.331,1.219,2.789
10.334,1.199,2.695
10.334,1.142,2.497
10.335,1.278,3.085
10.335,1.224,2.827
10.337,1.297,2.85
10.338,1.199,2.72
10.338,1.244,2.808
10.339,1.198,2.616
10.339,1.228,2.831
10.341,1.277,3.007
10.341,1.248,2.869
10.342,1.248,2.898
10.343,1.186,2.666
10.344,1.5,2.81
10.344,1.243,2.775
10.344,1.202,2.696
10.345,1.408,3.837
10.345,1.234,2.88
10.348,1.21,2.734
10.348,1.305,3.225
10.349,1.902,2.735
10.351,1.278,3.084
10.351,1.204,2.722
10.352,1.336,3.36
10.354,1.159,2.55
10.355,1.176,2.619
10.357,1.304,3.23
10.357,1.175,2.629
10.357,1.211,2.769
10.357,1.199,2.719
10.358,1.254,2.961
10.359,1.204,2.672
10.36,1.5,2.81
10.362,1.143,2.445
10.363,1.263,3.005
10.364,1.201,2.742
10.365,1.579,2.781
10.365,1.199,2.733
10.365,1.258,2.801
10.365,1.253,2.847
10.368,1.228,2.858
10.369,1.174,2.607
10.369,1.224,2.834
10.369,1.411,3.685
10.37,1.26,2.95
10.372,1.221,2.778
10.372,1.842,2.619
10.374,1.2,2.729
10.375,1.207,2.772
10.376,1.314,3.238
10.376,1.237,2.862
10.377,1.204,2.668
10.377,1.227,2.83
10.377,1.418,3.02
10.378,1.269,2.962
10.378,1.2,2.745
10.378,1.23,2.845
10.378,1.235,2.887
10.379,1.217,2.745
10.379,1.21,2.773
10.379,1.2,2.679
10.382,1.217,2.79
10.385,1.198,2.751
10.386,1.231,2.85
10.386,1.211,2.771
10.386,1.207,2.779
10.387,1.248,2.93
10.387,1.235,2.828
10.389,1.956,2.701
10.389,1.174,2.604
10.392,1.187,2.659
10.392,1.167,2.562
10.394,1.18,2.605
10.394,1.248,2.942
10.396,1.214,2.784
10.397,1.192,2.7
10.397,1.178,2.637
10.398,1.369,3.565
10.399,1.165,2.576
10.399,1.822,2.629
10.399,1.164,2.57
10.399,1.217,2.779
10.399,1.259,2.989
10.401,1.193,2.671
10.401,1.188,2.693
10.401,1.255,2.987
10.402,1.352,3.464
10.402,1.2,2.738
10.403,1.255,2.97
10.403,1.184,2.661
10.404,1.216,2.786
10.404,1.185,2.66
10.405,1.163,2.591
10.406,1.216,2.791
10.408,1.816,2.938
10.408,1.156,2.563
10.409,1.25,2.898
10.409,1.379,3.642
10.409,1.179,2.611
10.41,1.172,2.593
10.41,1.251,2.835
10.411,1.219,2.805
10.411,1.174,2.619
10.411,1.209,2.64
10.412,1.182,2.599
10.412,1.351,3.13
10.412,1.286,3.103
10.416,1.193,2.682
10.416,1.647,2.748
10.416,1.252,2.948
10.417,1.176,2.594
10.419,1.542,2.652
10.42,1.234,2.865
10.421,1.221,2.806
10.421,1.395,3.318
10.422,1.149,2.485
10.422,1.228,2.832
10.424,1.216,2.815
10.424,1.174,2.62
10.424,1.246,2.937
10.425,1.2,2.654
10.425,1.155,2.545
10.425,1.177,2.618
10.426,1.233,2.859
10.426,1.905,2.684
10.427,1.199,2.701
10.427,1.267,3.023
10.427,1.189,2.662
10.427,1.399,3.734
10.429,1.224,2.825
10.429,1.223,2.81
10.43,1.548,4.385
10.43,1.186,2.647
10.432,1.363,2.828
10.433,1.417,2.639
10.434,1.288,3.056
10.435,1.211,2.735
10.435,1.881,2.594
10.435,1.229,2.788
10.437,1.176,2.635
10.437,1.204,2.707
10.438,1.145,2.398
10.438,1.24,2.86
10.439,1.194,2.725
10.44,1.217,2.775
10.44,1.336,3.395
10.44,1.219,2.803
10.44,1.221,2.778
10.442,1.299,3.123
10.442,1.18,2.647
10.442,1.206,2.746
10.443,1.221,2.8
10.444,1.268,3.043
10.444,1.225,2.771
10.444,1.242,2.67
10.446,1.4,2.75
10.447,1.246,2.87
10.448,1.684,2.761
10.448,1.297,2.977
10.449,1.208,2.723
10.449,1.192,2.703
10.45,1.349,2.962
10.45,1.331,3.394
10.451,1.215,2.771
10.451,1.352,3.049
10.451,1.234,2.816
10.452,1.209,2.734
10.453,1.231,2.876
10.453,1.203,2.708
10.453,1.165,2.588
10.454,1.191,2.696
10.455,1.228,2.782
10.455,1.28,2.722
10.456,1.204,2.733
10.456,1.2,2.735
10.457,1.193,2.693
10.458,1.241,2.873
10.459,1.23,2.833
10.461,1.55,3.951
10.461,1.217,2.758
10.461,1.143,2.478
10.463,1.438,2.564
10.463,1.195,2.715
10.464,1.223,2.795
10.464,1.184,2.65
10.464,1.162,2.598
10.464,1.17,2.587
10.464,1.194,2.7
10.465,1.187,2.674
10.466,1.196,2.683
10.466,1.223,2.795
10.467,1.671,2.736
10.467,1.193,2.689
10.468,1.18,2.614
10.47,1.244,2.855
10.47,1.532,2.854
10.471,1.274,2.994
10.471,1.231,2.85
10.472,1.333,3.382
10.475,1.589,2.883
10.475,1.193,2.684
10.477,1.304,3.173
10.477,1.227,2.864
10.477,1.354,3.469
10.478,1.218,2.715
10.478,1.532,2.854
10.479,1.214,2.773
10.48,1.214,2.789
10.482,1.183,2.632
10.482,1.273,3.059
10.484,1.205,2.734
10.485,1.176,2.621
10.486,1.216,2.842
10.487,1.251,2.911
10.487,1.201,2.709
10.487,1.258,2.954
10.487,1.207,2.726
10.487,1.203,2.747
10.488,1.185,2.664
10.489,1.213,2.73
10.489,1.171,2.615
10.49,1.184,2.66
10.49,1.844,2.852
10.49,1.19,2.684
10.491,1.214,2.748
10.494,1.229,2.838
10.494,1.274,3.032
10.495,1.202,2.732
10.495,1.237,2.862
10.496,1.211,2.766
10.496,1.179,2.668
10.496,1.214,2.863
10.496,1.215,2.804
10.496,1.231,2.852
10.496,1.208,2.757
10.497,1.251,2.955
10.497,1.205,2.715
10.497,1.247,2.842
10.498,1.223,2.798
10.499,1.256,2.928
10.499,1.261,2.864
10.499,1.168,2.587
10.499,1.264,2.783
10.499,1.264,2.922
10.5,1.187,2.591
10.5,1.726,2.962
10.501,1.182,2.643
10.503,1.17,2.611
10.505,1.381,3.736
10.506,1.227,2.816
10.508,1.467,4.398
10.51,1.178,2.601
10.511,1.269,3.045
10.511,1.343,3.371
10.511,1.236,2.834
10.511,1.204,2.742
10.512,1.233,2.854
10.512,1.591,2.614
10.513,1.218,2.778
10.513,1.257,2.922
10.514,1.233,2.829
10.515,1.179,2.624
10.515,1.922,2.897
10.516,1.229,2.836
10.516,1.223,2.788
10.516,1.24,2.884
10.517,1.186,2.676
10.518,1.192,2.675
10.518,1.182,2.624
10.519,1.19,2.693
10.519,1.232,2.849
10.521,1.191,2.683
10.522,1.217,2.787
10.523,1.336,3.255
10.525,1.26,2.841
10.525,1.297,2.859
10.525,1.171,2.598
10.526,1.209,2.66
10.526,1.236,2.89
10.526,1.167,2.558
10.527,1.219,2.784
10.527,1.314,3.238
10.528,1.276,3.079
10.528,1.203,2.761
10.529,1.23,2.813
10.53,1.413,3.743
10.53,0.786,1.333
10.53,1.44,4.089
10.531,1.294,3.026
10.532,1.178,2.639
10.532,1.138,2.46
10.532,1.188,2.668
10.532,1.176,2.593
10.533,1.198,2.678
10.533,1.368,3.59
10.536,1.171,2.741
10.537,1.187,2.649
10.537,1.412,3.799
10.537,1.217,2.787
10.537,1.26,2.919
10.538,1.204,2.731
10.539,1.238,2.895
10.539,1.83,2.55
10.539,1.191,2.668
10.539,1.201,2.709
10.542,1.161,2.64
10.543,1.227,2.82
10.543,1.216,2.795
10.544,1.264,2.89
10.546,1.615,2.537
10.546,1.209,2.762
10.546,1.234,2.815
10.546,1.223,2.855
10.547,1.708,2.932
10.547,1.175,2.608
10.547,1.234,2.862
10.547,1.318,3.276
10.547,1.24,2.915
10.549,1.18,2.655
10.55,1.206,2.744
10.551,1.326,3.305
10.553,1.205,2.72
10.553,1.802,2.61
10.553,1.179,2.632
10.553,1.269,3.07
10.554,1.215,2.771
10.554,1.218,2.807
10.555,1.224,2.829
10.557,1.198,2.692
10.558,1.235,2.815
10.558,1.225,2.845
10.558,1.262,3.028
10.559,1.741,3.027
10.56,1.238,2.886
10.561,1.202,2.746
10.562,1.188,2.668
10.563,1.172,2.623
10.563,1.237,2.887
10.564,1.17,2.616
10.565,1.236,2.876
10.565,1.264,2.993
10.566,1.207,2.758
10.567,1.182,2.646
10.569,1.215,2.78
10.569,1.233,2.866
10.57,1.207,2.751
10.571,1.197,2.691
10.571,1.22,2.822
10.572,1.189,2.679
10.572,1.226,2.739
10.572,1.208,2.791
