M_G,G-RP,BP-RP
7.687,1.079,2.252
7.694,1.125,2.413
7.698,1.108,2.123
7.703,0.97,1.925
7.703,1.135,2.476
7.708,1.008,2.028
7.712,0.98,1.93
7.713,1.04,2.117
7.715,0.933,1.832
7.716,1.065,2.208
7.716,0.902,1.746
7.726,0.89,1.704
7.729,0.923,1.805
7.733,0.993,1.994
7.733,1.226,2.669
7.735,1.093,2.238
7.736,0.928,1.812
7.741,0.935,1.833
7.743,1.119,2.389
7.746,0.898,1.737
7.748,0.898,1.718
7.749,1.109,2.266
7.749,0.898,1.718
7.758,1.053,2.161
7.76,1.016,2.061
7.761,0.981,1.95
7.761,1.153,2.497
7.761,1.134,1.974
7.771,1.05,2.141
7.772,1.035,2.108
7.775,0.956,1.898
7.776,1.055,2.158
7.777,1.001,2.015
7.777,0.909,1.757
7.786,0.954,1.886
7.787,1.153,2.517
7.789,1.103,2.337
7.796,0.983,1.938
7.8,1.014,2.032
7.802,1.025,2.074
7.805,0.991,1.972
7.812,0.961,1.893
7.814,0.984,1.973
7.815,1.024,2.077
7.823,1.174,2.491
7.826,0.898,1.718
7.827,1.208,2.754
7.828,1.058,2.184
7.833,1,2.018
7.835,0.996,2
7.839,0.955,1.889
7.84,1.071,2.111
7.846,1.054,2.171
7.85,1.045,1.826
7.852,1.095,2.257
7.86,0.949,1.849
7.861,1.003,2.027
7.863,0.924,1.8
7.864,0.919,1.792
7.865,1.156,2.526
7.869,0.985,1.957
7.869,0.984,1.913
7.87,1.038,2.117
7.871,1.117,2.391
7.873,1.142,2.468
7.878,1.037,2.118
7.892,0.963,1.908
7.893,1.177,2.639
7.897,0.986,1.955
7.897,0.981,1.941
7.904,1.045,2.111
7.904,1.019,2.023
7.905,1.463,2.057
7.909,1.026,2.076
7.912,1.33,2.419
7.912,1.126,2.422
7.912,0.962,1.906
7.913,0.939,1.826
7.916,0.941,1.845
7.918,1.032,2.101
7.92,1.02,2.075
7.924,0.955,1.885
7.926,1.076,2.243
7.927,0.968,1.924
7.928,0.951,1.863
7.929,0.993,1.991
7.93,0.971,1.932
7.934,1.044,2.139
7.935,0.964,1.918
7.938,0.951,1.879
7.94,0.965,1.922
7.943,1.084,2.266
7.947,1.143,2.487
7.954,0.948,1.88
7.955,0.932,1.792
7.956,0.932,1.792
7.956,1.133,2.215
7.956,1.095,2.259
7.958,1.03,2.087
7.961,1.248,2.353
7.962,0.963,1.907
7.963,1.256,2.484
7.966,1.144,2.488
7.969,1.033,2.036
7.97,0.971,1.928
7.972,0.953,1.883
7.976,1.006,2.026
7.977,1.188,2.663
7.98,0.961,1.899
7.98,1.055,2.174
7.983,0.994,1.91
7.984,0.958,1.897
7.984,0.973,1.938
7.987,1.116,2.373
7.99,0.945,1.854
7.99,0.999,2.012
7.992,1.04,2.095
7.994,1.022,2.078
7.998,0.993,1.967
7.999,1.135,2.448
7.999,1.152,2.502
8,0.952,1.856
8.005,1.183,2.072
8.009,1.047,1.925
8.011,0.987,1.943
8.021,0.959,1.9
8.021,1.031,2.108
8.023,1.136,2.466
8.025,0.914,1.772
8.031,0.947,1.873
8.033,0.932,1.792
8.034,0.951,1.865
8.036,1.19,2.511
8.036,1.057,2.028
8.039,1.003,2.013
8.039,0.933,1.831
8.039,0.968,1.917
8.041,1.029,2.099
8.042,1.173,2.601
8.049,1.064,2.204
8.05,0.958,1.895
8.057,0.971,1.933
8.057,0.986,1.97
8.058,0.957,1.898
8.058,1.012,2.043
8.061,0.972,1.933
8.064,0.966,1.918
8.065,0.965,1.919
8.071,0.979,1.912
8.072,1.055,2.18
8.072,0.994,1.996
8.075,0.992,1.987
8.078,0.994,1.993
8.08,0.965,1.918
8.082,0.96,1.891
8.082,1.161,2.559
8.082,0.942,1.856
8.085,0.967,1.912
8.088,0.977,1.944
8.088,1.043,2.132
8.089,1.003,1.918
8.089,1.014,2
8.094,0.99,1.975
8.094,1.022,1.904
8.096,0.992,1.99
8.098,0.994,1.995
8.099,1.063,2.198
8.1,1.369,2.034
8.101,0.983,1.972
8.101,0.953,1.886
8.102,0.982,1.97
8.103,1.046,2.134
8.104,1.04,2.138
8.105,1.055,2.155
8.106,1.144,2.489
8.107,1.19,2.663
8.11,1.064,2.196
8.111,1.137,2.465
8.111,0.977,1.952
8.113,1.072,2.211
8.114,0.999,1.965
8.116,1.073,2.242
8.117,0.983,1.969
8.117,1.04,2.13
8.122,1.024,2.08
8.123,0.956,1.888
8.127,1.068,2.131
8.13,0.996,1.991
8.131,0.991,1.986
8.135,0.951,1.878
8.139,1.232,1.943
8.141,1.08,2.224
8.144,0.979,1.953
8.145,1.137,2.482
8.146,1.032,2.095
8.147,1.057,2.171
8.148,1.192,2.665
8.149,0.963,1.915
8.151,0.965,1.916
8.152,0.985,1.977
8.153,0.997,1.997
8.154,0.995,1.998
8.155,1.123,2.305
8.159,1.047,2.129
8.159,1.009,2.037
8.165,1.091,1.993
8.166,1.523,1.926
8.167,1.24,2.897
8.17,1.079,2.244
8.172,0.965,1.906
8.175,0.967,1.917
8.182,1.092,2.083
8.188,1.166,2.425
8.189,1.024,2.086
8.19,1.066,2.204
8.191,1.004,2.024
8.191,1.207,2.192
8.193,1,1.963
8.195,1.072,2.072
8.195,0.995,1.978
8.195,0.994,1.998
8.197,1.019,2.069
8.197,0.985,1.973
8.198,1.072,2.059
8.205,0.974,1.94
8.205,1.019,2.068
8.206,0.974,1.938
8.21,1.519,1.692
8.21,0.981,1.964
8.211,0.987,1.979
8.211,1.154,2.506
8.213,0.968,1.926
8.214,1.079,2.221
8.215,1.059,2.183
8.216,1.014,2.048
8.216,0.993,1.987
8.22,1.056,2.186
8.225,1.146,1.965
8.225,0.939,1.841
8.226,0.969,1.929
8.227,0.966,1.92
8.229,0.979,1.959
8.233,0.989,1.978
8.237,0.951,1.879
8.238,0.98,1.965
8.241,1.029,2.097
8.241,1.003,2.018
8.243,0.998,2.006
8.243,0.991,1.989
8.245,0.944,1.859
8.246,0.995,1.993
8.247,1.05,2.133
8.247,1.009,2.042
8.249,1.017,2.051
8.25,0.977,1.948
8.251,1.063,2.194
8.251,0.939,1.842
8.253,1.012,2.046
8.255,1.021,2.071
8.257,0.976,1.957
8.257,0.985,1.968
8.263,1.041,2.132
8.27,1.016,2.06
8.273,0.984,1.966
8.274,0.987,1.977
8.275,0.994,2
8.276,0.969,1.934
8.278,0.956,1.889
8.278,1.251,2.141
8.279,1.01,2.047
8.279,1.016,2.051
8.28,0.992,1.99
8.281,1.002,1.979
8.281,0.986,1.96
8.288,1.016,2.043
8.288,0.963,1.912
8.288,1.08,2.265
8.289,1.006,2.032
8.289,1.038,2.109
8.291,0.986,1.974
8.292,1.156,2.527
8.295,1.017,2.067
8.296,1.005,2.026
8.297,1.005,2.024
8.299,1.001,2.019
8.3,1,2.016
8.3,0.984,1.943
8.303,1.017,2.003
8.304,1.072,2.239
8.304,1,2.015
8.305,0.995,2.002
8.308,1.008,2.041
8.308,1.044,2.124
8.309,1.011,2.044
8.31,0.979,1.959
8.312,0.994,1.999
8.313,1.02,2.069
8.314,1.037,2.12
8.318,1.881,2.006
8.319,0.98,1.942
8.32,1.389,2.26
8.32,1.048,1.82
8.321,0.937,1.819
8.322,1.008,1.961
8.323,1.028,2.062
8.324,1.308,2.73
8.325,0.998,2.016
8.325,0.952,1.881
8.327,1.177,2.068
8.328,0.992,1.988
8.329,1.039,2.122
8.329,0.977,1.938
8.33,1.058,2.174
8.33,1.344,2.15
8.332,0.953,1.881
8.333,1.006,2.024
8.333,1.041,2.118
8.334,1.201,2.727
8.334,1.094,2.283
8.338,0.976,1.939
8.34,1.001,2.025
8.342,0.931,1.796
8.343,1.648,1.687
8.343,1.1,2.314
8.344,1.008,2.037
8.353,1.001,2.012
8.355,1.03,2.101
8.355,0.998,2.003
8.356,1.64,2.013
8.357,1.025,2.085
8.358,1.019,2.062
8.362,1.047,2.165
8.363,1.02,2.071
8.363,1.046,2.127
8.364,1.007,2.035
8.365,0.99,1.983
8.366,0.962,1.904
8.367,1.021,2.082
8.368,0.992,1.984
8.371,1.015,2.034
8.372,1.009,2.035
8.373,1.047,2.094
8.375,1.041,2.064
8.376,1.051,2.162
8.377,1.013,1.995
8.379,1.029,2.098
8.381,1.015,2.057
8.382,1.043,2.141
8.385,0.967,1.921
8.385,0.979,1.959
8.386,1.024,2.083
8.389,1.097,2.308
8.389,1.702,1.711
8.389,0.943,1.855
8.389,1.063,2.083
8.39,1.029,2.103
8.39,0.968,1.931
8.392,1.254,2.121
8.393,0.98,1.96
8.395,1,2.016
8.395,1.007,2.037
8.396,1.674,2.019
8.396,1.028,2.109
8.396,1.251,2.898
8.397,1.035,2.12
8.398,1.011,2.025
8.399,1.019,2.059
8.401,1.036,2.032
8.402,1.007,2.023
8.404,1.016,2.064
8.405,1.002,2.02
8.407,0.989,1.977
8.414,1.051,2.092
8.416,1.049,2.157
8.417,0.992,1.9
8.421,0.983,1.971
8.422,0.983,1.964
8.423,1.05,2.14
8.426,1.028,2.09
8.427,0.997,2.006
8.429,0.978,1.958
8.43,0.979,1.965
8.431,0.999,2.01
8.432,0.968,1.925
8.432,0.926,1.808
8.434,1.067,2.122
8.435,0.983,1.967
8.435,1.189,2.633
8.436,1.005,2.026
8.438,1.071,2.192
8.439,1.015,2.056
8.44,1.022,2.08
8.44,1.025,2.088
8.441,1.031,2.1
8.443,1.018,2.062
8.443,1.099,2.326
8.443,0.999,2.008
8.444,1.012,2.05
8.445,0.986,1.966
8.446,1.001,2.024
8.447,0.997,1.995
8.447,1.013,2.022
8.448,1.003,2.023
8.456,1.036,2.114
8.457,0.992,1.977
8.46,1.003,2.022
8.462,1.028,2.088
8.463,1.047,2.146
8.463,0.977,1.959
8.465,1.041,2.121
8.465,1.079,2.23
8.466,1.009,2.04
8.47,1.09,2.287
8.473,1.028,2.095
8.473,1.023,2.079
8.473,1.015,2.042
8.473,1.017,2.063
8.475,1.004,2.031
8.479,1.006,2.035
8.48,1.009,2.046
8.481,1.057,2.172
8.481,1.108,2.347
8.482,1.101,2.319
8.484,1.079,2.254
8.484,1.009,2.043
8.485,0.994,2
8.486,0.996,2.007
8.488,1.002,2.023
8.491,1,2.01
8.492,1.01,2.053
8.493,1.767,2.033
8.493,1.097,2.318
8.495,1.24,2.255
8.495,1.008,2.038
8.496,1.099,2.282
8.499,1.08,2.136
8.504,1.026,2.094
8.505,1.003,2.016
8.505,1.14,2.379
8.506,1.041,2.064
8.507,1.028,2.085
8.508,0.989,1.984
8.508,0.997,2.014
8.51,1,2.016
8.51,1.002,2.021
8.511,1.02,2.072
8.511,1.015,2.061
8.512,0.983,1.956
8.512,1.022,2.074
8.514,1.031,2.076
8.518,1.173,2.61
8.518,0.996,2.006
8.519,1.009,2.044
8.52,1.031,2.107
8.522,1.013,2.054
8.525,1.013,2.054
8.528,1.056,2.182
8.53,1.02,2.056
8.53,1.014,2.042
8.532,1.87,1.951
8.532,1.056,2.176
8.532,1.107,2.341
8.532,1.036,2.097
8.532,1.165,2.532
8.534,1.093,2.304
8.536,1.038,2.125
8.537,1.015,2.06
8.537,1.004,2.027
8.538,1.042,2.109
8.538,1.009,2.039
8.54,1.062,2.191
8.54,1.008,2.027
8.541,1.039,2.127
8.542,1.017,2.065
8.544,1.023,2.082
8.545,1.027,2.09
8.548,1.043,2.129
8.548,1.224,2.801
8.55,1.039,2.054
8.55,1.042,2.144
8.551,1.02,2.067
8.553,0.933,1.828
8.558,1.032,2.112
8.56,1.028,2.031
8.561,0.999,2.012
8.566,1.026,2.092
8.567,1.049,2.148
8.569,1.016,2.067
8.57,1.047,2.132
8.57,1.1,2.328
8.571,1.002,2.023
8.572,1.039,2.111
8.575,1.025,2.077
8.579,1.049,2.17
8.58,1.015,2.047
8.585,1.121,2.409
8.588,1.089,2.077
8.588,1.047,2.153
8.592,1.016,2.054
8.595,1.03,2.103
8.595,1.005,2.035
8.599,1.035,2.117
8.599,1.066,2.204
8.602,0.996,2.006
8.602,1.746,2.162
8.603,1.03,2.101
8.604,1.03,2.086
8.605,1.011,2.036
8.605,0.988,1.975
8.605,1.103,2.35
8.606,1.09,2.261
8.606,1.038,2.131
8.608,1.088,2.257
8.611,1.047,2.151
8.612,1.112,2.383
8.613,1.033,2.118
8.614,0.985,1.975
8.614,1.047,2.158
8.616,1.107,2.335
8.616,1.029,2.093
8.618,1.016,2.063
8.622,1.027,2.094
8.624,1.064,2.196
8.625,1.204,2.105
8.626,1.015,2.061
8.626,0.984,1.962
8.627,1.028,2.099
8.627,1.033,2.112
8.628,1.04,2.111
8.63,1.02,2.073
8.634,1.022,2.076
8.634,1.044,2.147
8.635,1.048,2.157
8.637,1.032,2.097
8.638,1.045,2.151
8.639,1.008,2.039
8.64,1.026,2.098
8.64,1.045,2.142
8.641,1.064,2.197
8.641,1.052,2.17
8.641,1.051,2.138
8.647,1.059,2.171
8.647,1.051,2.17
8.654,1.035,2.125
8.656,1.013,2.054
8.656,1.17,2.586
8.657,1.016,2.065
8.658,1.156,2.53
8.66,1.049,2.154
8.664,1.017,2.06
8.665,1.038,2.128
8.666,1.027,2.091
8.666,1.018,2.068
8.667,1.418,2
8.669,1.039,2.127
8.669,1.071,2.23
8.669,1.058,2.188
8.677,1.009,2.043
8.679,0.996,1.999
8.68,1.041,2.108
8.68,1.058,2.179
8.683,1.04,2.125
8.683,1.025,2.083
8.683,1.021,2.08
8.686,1.017,2.059
8.687,1.048,2.161
8.688,1.044,2.148
8.688,0.995,2.004
8.694,1.035,2.12
8.696,1.809,2.166
8.697,1.147,2.098
8.697,1.01,2.051
8.7,0.988,1.972
8.701,1.122,2.394
8.702,1.011,2.049
8.703,1.055,2.175
8.704,1.039,2.111
8.705,1.02,2.079
8.706,0.967,1.914
8.706,1.195,2.096
8.708,1.147,2.16
8.708,1.065,2.208
8.708,1.331,2.398
8.709,1.03,2.099
8.709,1.387,2.619
8.711,1.045,2.149
8.712,1.099,2.148
8.712,1.038,2.123
8.713,1.032,2.114
8.714,1.057,2.19
8.714,0.994,1.989
8.717,1.084,2.165
8.717,1.116,2.378
8.717,1.086,2.096
8.721,1.046,2.121
8.723,1.052,2.183
8.726,1.103,2.293
8.731,1.018,2.073
8.733,1.082,2.263
8.733,1.028,2.087
8.735,1.042,2.123
8.736,1.045,2.151
8.737,1.044,2.159
8.741,1.045,2.141
8.742,1.027,2.099
8.744,1.027,2.099
8.744,1.016,2.05
8.745,1.052,2.173
8.746,1.064,2.21
8.746,1.057,2.183
8.746,1.041,2.142
8.749,1.021,2.092
8.75,1.076,2.229
8.75,0.998,2.008
8.75,1.135,2.391
8.75,1.058,2.183
8.751,1.032,2.108
8.753,1.561,2.127
8.755,1.101,2.334
8.756,1.096,2.199
8.756,1.053,2.153
8.757,1.064,2.215
8.758,1.003,2.007
8.76,1.053,2.153
8.76,1.028,2.091
8.762,1.049,2.106
8.763,1.548,2.181
8.766,1.023,2.087
8.769,1.066,2.227
8.769,1.056,2.178
8.769,1.047,2.149
8.771,1.057,2.186
8.772,1.074,2.225
8.773,1.051,2.166
8.775,1.089,2.288
8.775,1.006,2.032
8.776,1.051,2.168
8.777,1.027,2.078
8.777,1.019,2.077
8.778,1.073,2.236
8.78,1.148,2.172
8.78,1.049,2.161
8.785,1.066,2.22
8.787,1.031,2.098
8.791,1.062,2.205
8.791,1.272,2.141
8.792,1.051,2.17
8.793,1.064,2.214
8.793,1.728,3.287
8.796,1.028,2.096
8.796,1.055,2.187
8.796,1.004,2.02
8.796,1.026,2.088
8.796,1.083,2.254
8.799,1.065,2.223
8.8,1.04,2.132
8.8,1.036,2.11
8.806,1.055,2.181
8.806,1.017,2.065
8.807,1.029,2.094
8.807,1.042,2.152
8.81,1.046,2.147
8.811,1.033,2.115
8.812,1.061,2.197
8.812,1.039,2.113
8.812,1.03,2.11
8.814,1.058,2.191
8.814,1.019,2.078
8.815,1.079,2.258
8.815,1.939,3.284
8.818,1.03,2.103
8.818,0.994,2.002
8.823,1.067,2.211
8.825,1.02,2.074
8.826,1.02,2.075
8.828,1.075,2.25
8.828,1.062,2.195
8.83,1.073,2.235
8.831,1.072,2.22
8.833,1.037,2.128
8.835,1.068,2.224
8.836,1.072,2.245
8.837,1.061,2.191
8.839,1.037,2.125
8.841,1.047,2.158
8.842,1.058,2.183
8.845,0.996,1.989
8.846,0.999,2
8.846,1.035,2.119
8.852,1.073,2.226
8.856,1.078,2.251
8.858,1.076,2.217
8.86,1.036,2.117
8.861,1.02,2.074
8.861,1.213,2.766
8.861,1.046,2.147
8.862,1.006,2.01
8.864,1.015,2.046
8.865,1.021,2.078
8.865,1.048,2.149
8.865,1.033,2.109
8.865,1.016,2.063
8.866,1.073,2.234
8.866,1.094,2.044
8.868,1.031,2.114
8.87,1.014,1.995
8.871,1.063,2.206
8.873,1.035,2.124
8.875,1.058,2.187
8.876,1.088,2.283
8.876,1.069,2.213
8.876,1.026,2.102
8.878,1.013,2.063
8.879,1.066,2.21
8.879,1.358,3.333
8.88,1.234,2.794
8.88,1.062,2.204
8.88,1.006,2.026
8.88,1.009,2.045
8.883,1.044,2.141
8.884,1.02,2.075
8.884,1.025,2.089
8.884,1.055,2.182
8.886,1.097,2.284
8.888,1.756,2.237
8.889,1.099,2.314
8.893,1.041,2.142
8.894,1.059,2.187
8.894,1.755,2.229
8.894,1.085,2.29
8.894,1.056,2.172
8.9,1.175,2.352
8.901,1.027,2.105
8.906,1.084,2.27
8.908,1.049,2.156
8.908,1.06,2.197
8.912,1.085,2.275
8.913,1.049,2.159
8.914,1.025,2.082
8.914,1.064,2.225
8.915,1.041,2.132
8.916,1.085,2.268
8.917,1.02,2.062
8.919,1.08,2.257
8.921,1.008,2.037
8.922,1.566,2.103
8.923,1.158,2.115
8.923,1.047,2.139
8.934,1.034,2.106
8.937,1.088,2.271
8.937,1.073,2.243
8.944,1.082,2.267
8.947,1.092,2.302
8.948,1.028,2.102
8.95,1.323,2.864
8.95,1.047,2.161
8.95,1.061,2.201
8.952,1.012,2.052
8.952,1.04,2.125
8.952,1.049,2.164
8.956,1.025,2.091
8.959,1.024,2.083
8.959,1.076,2.253
8.96,1.078,2.249
8.96,1.03,2.098
8.961,1.031,2.109
8.962,1.286,2.28
8.964,1.042,2.124
8.965,1.058,2.192
8.968,1.095,2.313
8.968,1.066,2.219
8.97,1.054,2.176
8.973,1.014,2.058
8.974,1.022,2.088
8.974,1.041,2.141
8.974,1.054,2.177
8.975,1.062,2.206
8.975,1.077,2.266
8.977,1.011,2.038
8.977,1.04,2.132
8.979,1.043,2.14
8.982,1.034,2.113
8.983,1.055,2.181
8.984,1.115,2.279
8.99,1.03,2.111
8.99,1.074,2.239
8.992,1.193,2.143
8.993,1.044,2.133
8.999,1.064,2.209
9.002,1.043,2.143
9.005,1.007,2.043
9.006,1.039,2.13
9.009,1.108,2.349
9.009,1.089,2.285
9.017,1.032,2.1
9.017,1.03,2.107
9.019,1.118,2.374
9.022,1.065,2.22
9.028,1.035,2.118
9.029,1.056,2.181
9.029,1.028,2.101
9.031,1.044,2.152
9.031,1.053,2.171
9.035,1.044,2.148
9.04,1.066,2.157
9.04,1.074,2.248
9.043,1.1,2.319
9.043,1.095,2.311
9.044,0.993,1.996
9.048,1.038,2.127
9.049,1.214,2.607
9.05,1.045,2.153
9.052,0.981,1.955
9.052,1.061,2.192
9.052,1.092,2.292
9.052,1.022,2.078
9.055,1.054,2.173
9.056,1.046,2.15
9.056,1.052,2.157
9.062,1.048,2.15
9.066,1.07,2.227
9.066,1.078,2.246
9.067,1.02,2.066
9.068,1.1,2.164
9.068,1.084,2.284
9.07,1.094,2.294
9.071,1.097,2.329
9.079,1.069,2.222
9.08,0.905,1.752
9.081,1.058,2.173
9.081,1.041,2.138
9.082,1.107,2.342
9.082,1.149,2.379
9.087,1.051,2.168
9.089,1.089,2.288
9.09,1.097,2.308
9.092,1.091,2.305
9.094,1.009,2.04
9.098,1.041,2.116
9.103,1.134,2.44
9.104,1.099,2.123
9.108,1.086,2.278
9.109,1.035,2.099
9.109,1.101,2.337
9.11,1.095,2.308
9.116,1.03,2.111
9.119,1.1,2.328
9.122,1.082,2.274
9.123,1.097,2.318
9.124,1.079,2.265
9.128,1.101,2.328
9.13,1.055,2.167
9.131,1.054,2.169
9.133,1.037,2.122
9.134,1.146,2.405
9.135,1.042,2.133
9.141,1.049,2.162
9.148,1.118,2.378
9.149,1.057,2.199
9.15,1.069,2.219
9.151,1.083,2.191
9.151,1.129,2.409
9.153,1.207,2.01
9.156,1.082,2.26
9.156,1.092,2.282
9.157,1.075,2.245
9.159,1.077,2.247
9.159,1.108,2.348
9.161,1.1,2.319
9.164,1.13,2.424
9.165,1.661,2.195
9.166,1.052,2.176
9.167,1.132,2.418
9.171,1.069,2.229
9.171,1.086,2.277
9.172,1.1,2.296
9.173,1.297,2.585
9.176,1.072,2.147
9.177,0.998,2.01
9.177,1.102,2.325
9.181,1.065,2.208
9.181,0.992,1.991
9.182,1.061,2.2
9.183,1.043,2.143
9.184,1.07,2.224
9.185,1.032,2.11
9.186,1.079,2.253
9.186,1.124,2.383
9.187,1.098,2.326
9.188,1.004,2.03
9.19,1.048,2.162
9.194,1.013,2.056
9.195,1.085,2.209
9.196,1.108,2.347
9.197,1.071,2.226
9.197,1.03,2.096
9.202,1.331,3.097
9.206,1.046,2.156
9.209,1.129,2.36
9.211,1.054,2.186
9.213,1.116,2.378
9.214,1.044,2.132
9.215,1.073,2.236
9.217,1.307,2.26
9.221,1.069,2.21
9.223,1.099,2.31
9.227,1.085,2.279
9.23,1.156,2.53
9.231,1.02,2.081
9.231,1.051,2.167
9.232,1.11,2.37
9.235,1.045,2.138
9.236,1.047,2.159
9.237,1.118,2.383
9.238,1.108,2.357
9.238,1.057,2.18
9.24,1.061,2.202
9.241,1.062,2.2
9.242,1.132,2.433
9.242,1.028,2.102
9.242,1.067,2.227
9.243,1.098,2.327
9.243,1.06,2.194
9.243,1.074,2.247
9.244,1.082,2.263
9.245,0.761,1.372
9.252,1.31,3.209
9.257,1.084,2.271
9.26,1.017,2.058
9.269,1.124,2.405
9.27,1.131,2.433
9.27,1.051,2.168
9.272,1.027,2.084
9.277,1.065,2.209
9.279,1.053,2.186
9.281,1.037,2.133
9.285,1.119,2.4
9.286,1.271,2.111
9.29,1.101,2.315
9.295,1.045,2.151
9.295,1.114,2.37
9.296,1.032,2.107
9.297,1.038,2.127
9.299,1.077,2.258
9.3,1.027,2.083
9.301,1.077,2.25
9.302,1.083,2.265
9.302,1.084,2.261
9.303,1.06,2.198
9.304,1.141,2.467
9.304,1.118,2.397
9.305,1.795,2.194
9.313,1.075,2.242
9.314,1.082,2.256
9.314,1.032,2.105
9.315,1.971,2.11
9.316,1.031,2.107
9.318,1.016,2.066
9.321,1.077,2.251
9.324,1.058,2.197
9.334,1.107,2.332
9.337,1.171,2.216
9.337,1.072,2.226
9.344,1.037,2.124
9.345,1.107,2.348
9.345,1.036,2.119
9.346,1.023,2.086
9.348,1.139,2.469
9.349,1.307,2.26
9.358,1.075,2.248
9.361,1.09,2.296
9.363,1.086,2.269
9.363,1.125,2.386
9.364,1.077,2.246
9.365,1.085,2.272
9.368,1.124,2.411
9.37,1.061,2.193
9.372,1.1,2.213
9.373,1.135,2.454
9.375,1.088,2.281
9.377,1.053,2.196
9.381,1.137,2.436
9.385,1.051,2.177
9.387,1.073,2.24
9.392,1.035,2.126
9.394,1.034,2.121
9.395,1.05,2.166
9.401,1.142,2.496
9.401,1.138,2.463
9.406,1.146,2.48
9.407,1.027,2.091
9.409,1.048,2.144
9.409,1.083,2.266
9.409,1.157,2.464
9.416,1.008,2.033
9.417,1.094,2.318
9.417,0.988,1.984
9.425,1.149,2.506
9.426,1.293,2.805
9.437,1.019,2.067
9.439,1.142,2.485
9.441,1.078,2.253
9.443,1.038,2.127
9.444,1.077,2.257
9.447,1.032,2.103
9.449,1.148,2.499
9.46,1.035,2.104
9.462,1.137,2.461
9.464,1.079,2.251
9.465,1.086,2.282
9.47,1.068,2.23
9.47,1.015,2.051
9.474,1.093,2.298
9.475,1.15,2.501
9.48,1.103,2.344
9.48,1.047,2.148
9.491,1.065,2.217
9.492,1.141,2.449
9.492,1.142,2.487
9.493,1.044,2.133
9.498,1.098,2.322
9.5,0.999,2.016
9.515,1.075,2.243
9.524,1.136,2.459
9.526,1.112,2.38
9.539,1.145,2.485
9.546,1.129,2.418
9.547,1.052,2.16
9.547,1.069,2.224
9.563,1.079,2.251
9.578,1.076,2.25
9.581,1.063,2.215
9.589,1.049,2.166
