M_G,G-RP,BP-RP
13.805,1.596,2.945
13.806,1.462,2.737
13.811,1.506,3.413
13.815,1.463,2.596
13.816,1.511,3.74
13.818,1.556,3.671
13.819,1.381,2.501
13.82,1.774,4.176
13.821,1.47,2.89
13.821,1.478,3.041
13.821,1.46,3.223
13.823,1.474,2.713
13.824,1.465,3.382
13.825,1.4,3.366
13.828,1.434,3.369
13.829,1.418,2.807
13.829,1.518,2.653
13.83,1.469,2.977
13.833,1.473,3.714
13.837,1.596,4.688
13.839,1.51,2.905
13.842,1.437,3.159
13.843,1.465,3.505
13.845,1.542,3.319
13.845,1.425,2.936
13.845,1.47,3.066
13.846,1.444,2.983
13.849,1.498,2.746
13.853,1.44,3.322
13.854,1.441,3.056
13.855,1.575,3.078
13.855,1.618,2.509
13.857,1.448,2.828
13.858,1.435,3.043
13.858,1.528,4.434
13.858,1.434,3.139
13.859,1.479,4.571
13.859,1.604,2.437
13.862,1.507,4.577
13.862,1.525,2.469
13.864,1.523,3.742
13.864,1.464,3.603
13.866,1.45,3.201
13.867,1.44,3.002
13.867,1.439,3.168
13.868,1.458,3.351
13.873,1.516,3.573
13.873,1.427,3.035
13.874,1.598,5.049
13.877,1.5,2.704
13.88,1.479,3.85
13.881,1.542,2.542
13.882,1.437,3.067
13.888,1.411,2.688
13.888,1.38,3.063
13.89,1.484,2.756
13.89,1.498,3.178
13.891,1.479,3.159
13.891,1.488,3.728
13.893,1.464,3.628
13.894,1.465,3.378
13.896,1.507,2.986
13.899,1.502,4.032
13.899,1.49,2.491
13.899,1.534,3.24
13.9,1.482,3.098
13.9,1.473,2.578
13.9,1.457,2.411
13.901,1.459,2.762
13.903,1.51,2.793
13.903,1.506,3.155
13.904,1.478,2.895
13.908,1.472,3.083
13.909,1.436,3.152
13.911,1.48,2.984
13.912,1.452,3.028
13.912,1.477,3.74
13.916,1.453,3.008
13.917,1.491,3.418
13.919,1.493,2.379
13.921,1.457,2.631
13.921,1.429,4.177
13.923,1.434,3.229
13.925,1.578,3.11
13.928,1.497,3.611
13.928,1.495,2.913
13.929,1.46,3.391
13.93,1.456,2.435
13.93,1.43,2.799
13.933,1.461,2.998
13.933,1.461,4.038
13.933,1.499,4.232
13.934,1.496,2.895
13.936,1.815,3.01
13.937,1.373,2.535
13.939,1.44,2.468
13.941,1.574,4.51
13.941,1.564,4.486
13.941,1.448,3.292
13.944,1.526,2.862
13.944,1.463,2.829
13.947,1.48,3.161
13.953,1.572,2.685
13.953,1.459,2.784
13.954,1.455,3.072
13.955,1.608,4.958
13.956,1.461,2.397
13.958,1.428,3.257
13.96,1.482,3.348
13.962,1.617,3.567
13.962,1.522,3.663
13.965,1.427,3.014
13.966,1.502,3.364
13.968,1.459,3.552
13.968,1.517,3.399
13.974,1.545,2.925
13.976,1.536,4.519
13.976,1.475,3.461
13.976,1.531,3.528
13.978,1.48,4.226
13.98,1.47,2.751
13.98,1.454,3.3
13.987,1.424,2.647
13.988,1.489,2.225
13.988,1.466,2.975
13.99,1.501,3.538
13.992,1.466,2.747
13.993,1.484,3.041
13.993,1.461,2.538
13.996,1.49,2.822
13.997,1.44,2.742
13.997,1.452,4.003
13.997,1.451,3.743
13.999,1.53,2.926
14.001,1.53,2.588
14.001,1.482,3.239
14.003,1.523,3.952
14.003,1.449,2.672
14.004,1.512,3.798
14.005,1.432,2.698
14.006,1.498,3.671
14.007,1.424,3.063
14.007,1.483,3.719
14.007,1.477,2.61
14.008,1.505,3.691
14.009,1.523,2.867
14.009,1.438,3.149
14.011,1.478,3.34
14.011,1.521,2.772
14.012,1.41,2.722
14.014,1.481,2.538
14.014,1.458,3.181
14.015,1.468,3.484
14.015,1.422,2.928
14.017,1.48,3.444
14.018,1.518,3.117
14.021,1.452,2.802
14.022,1.492,3.625
14.026,1.533,3.081
14.026,1.464,2.913
14.027,1.458,3.677
14.028,1.482,3.816
14.03,1.446,2.713
14.03,1.514,3.361
14.033,1.547,2.384
14.033,1.463,3.026
14.033,1.522,2.45
14.034,1.546,3.052
14.034,1.488,3.263
14.037,1.488,3.74
14.038,1.49,3.527
14.038,1.473,3.002
14.038,1.498,3.214
14.038,1.45,4.085
14.038,1.418,2.709
14.041,1.681,3.604
14.043,1.501,2.452
14.044,1.456,3.421
14.047,1.468,2.983
14.048,1.481,3.011
14.051,1.519,2.398
14.051,1.422,3.23
14.053,1.46,2.914
14.053,1.442,3.325
14.057,1.489,2.519
14.058,1.484,3.748
14.061,1.455,2.778
14.061,1.426,2.901
14.062,1.46,2.06
14.062,1.415,2.44
14.064,1.582,3.667
14.066,1.53,3.627
14.068,1.534,2.7
14.068,1.497,3.202
14.072,1.594,2.376
14.072,1.51,3.569
14.075,1.418,3.626
14.076,1.444,2.549
14.076,1.383,2.128
14.077,1.609,2.63
14.08,1.437,2.677
14.08,1.502,3.372
14.081,1.498,3.251
14.083,1.497,3.497
14.084,1.479,3.382
14.085,1.555,2.051
14.087,1.546,3.74
14.09,1.508,2.897
14.091,1.487,3.892
14.095,1.574,2.974
14.096,1.466,2.778
14.098,1.568,3.755
14.099,1.18,2.214
14.101,1.528,3.777
14.101,1.565,3.848
14.102,1.492,3.189
14.103,1.477,3.714
14.106,1.298,2.407
14.107,1.506,2.707
14.11,1.471,2.864
14.11,1.461,3.858
14.112,1.469,2.84
14.113,1.467,2.675
14.114,1.604,4.483
14.115,1.457,2.395
14.115,1.464,3.624
14.115,1.443,2.817
14.119,1.509,2.484
14.12,1.496,2.872
14.12,1.475,2.739
14.121,1.465,4.273
14.122,1.04,0.83
14.126,1.572,3.416
14.126,1.315,0.991
14.128,1.508,2.721
14.128,1.486,2.503
14.129,1.455,2.738
14.13,1.665,2.909
14.133,1.456,3.648
14.134,1.469,4.088
14.135,1.468,3.294
14.135,1.52,3.144
14.135,1.453,3.247
14.136,1.478,3.28
14.137,1.501,3.327
14.138,1.488,3.363
14.141,1.493,4.233
14.143,1.486,3.546
14.143,1.472,2.582
14.145,1.528,2.907
14.146,1.545,3.222
14.146,1.527,2.932
14.146,1.479,3.019
14.147,1.603,4.791
14.147,1.466,2.817
14.148,1.43,3.219
14.149,1.482,3.247
14.151,1.508,2.721
14.153,1.522,2.449
14.153,1.55,3.082
14.154,1.501,3.029
14.154,1.523,3.172
14.155,1.503,2.188
14.156,1.45,2.676
14.156,1.461,2.606
14.158,1.488,2.874
14.158,1.637,3.237
14.159,1.487,4.087
14.162,1.513,2.93
14.162,1.512,3.089
14.162,1.55,3.381
14.163,1.399,3.183
14.163,1.578,4.929
14.163,1.501,2.579
14.164,1.449,2.948
14.164,1.462,3.964
14.164,1.488,3.026
14.165,1.566,4.537
14.165,1.563,3.778
14.166,1.502,3
14.166,1.494,2.269
14.167,1.472,3.936
14.168,1.483,3.24
14.168,1.469,3.295
14.169,1.621,4.112
14.17,1.501,3.164
14.171,1.467,2.919
14.172,1.443,2.79
14.173,1.47,3.485
14.173,1.464,2.724
14.176,1.582,2.726
14.176,1.47,3.36
14.177,1.6,3.638
14.179,1.419,2.609
14.181,1.525,3.013
14.184,1.441,2.474
14.184,1.479,3.365
14.186,1.443,2.942
14.187,1.461,3.28
14.188,1.486,3.212
14.191,1.474,3.252
14.191,1.485,2.81
14.192,1.633,2.415
14.193,1.469,3.163
14.193,1.498,3.647
14.194,1.472,3.345
14.195,1.449,2.168
14.197,1.482,3.034
14.198,1.524,3.629
14.198,1.502,2.677
14.199,1.469,2.435
14.199,1.498,3.828
14.199,1.531,3.344
14.2,1.416,2.508
14.201,1.447,2.746
14.201,1.468,3.261
14.201,1.481,2.823
14.201,1.47,3.583
14.203,1.503,3.319
14.205,1.499,3.121
14.207,1.582,3.106
14.207,1.46,3.293
14.208,1.715,3.704
14.208,1.607,2.169
14.208,1.479,2.91
14.208,1.451,3.506
14.208,1.526,3.228
14.208,1.459,3.517
14.21,1.603,3.777
14.21,1.446,3.602
14.21,1.46,3.726
14.21,1.47,3.601
14.211,1.589,4.376
14.211,1.489,3.172
14.214,1.456,2.538
14.216,1.5,3.333
14.216,1.394,2.597
14.216,1.501,3.408
14.217,1.471,3.344
14.217,1.478,3.483
14.222,0.893,1.356
14.222,1.473,3.809
14.223,1.515,2.615
14.224,1.479,3.051
14.224,1.515,3.64
14.225,1.523,2.384
14.225,1.549,2.186
14.225,1.457,3.818
14.226,1.508,3.614
14.227,1.541,3.054
14.227,1.535,4.488
14.229,1.484,4.029
14.23,1.515,3.789
14.23,1.478,4.153
14.232,1.455,3.939
14.234,1.483,3.679
14.235,1.521,2.633
14.235,1.558,4.036
14.235,1.431,2.021
14.235,1.504,3.278
14.235,1.491,3.773
14.236,1.37,1.93
14.237,1.573,4.209
14.237,1.497,3.633
14.237,1.491,4.201
14.237,1.452,3.934
14.238,1.526,2.805
14.239,1.616,2.602
14.239,1.462,2.757
14.24,1.564,2.537
14.241,1.558,2.862
14.241,1.579,3.473
14.241,1.516,2.797
14.242,1.606,3.872
14.242,1.499,2.668
14.243,1.513,3.74
14.245,1.475,3.485
14.245,1.504,3.309
14.246,1.461,3.164
14.247,1.594,2.393
14.247,1.584,4.793
14.248,1.485,2.762
14.248,1.517,3.575
14.248,1.517,2.703
14.249,1.469,3.584
14.249,1.534,3.082
14.25,1.364,3.233
14.251,1.501,2.412
14.251,1.464,3.166
14.251,1.445,3.329
14.253,1.412,2.64
14.253,1.49,3.819
14.257,1.497,2.926
14.258,1.431,2.78
14.258,1.48,3.459
14.259,1.516,2.826
14.259,1.509,3.731
14.26,1.566,4.274
14.263,1.496,4.129
14.263,1.541,3.515
14.267,1.521,3.097
14.268,1.518,4.373
14.268,1.563,2.523
14.268,1.508,2.797
14.269,1.464,4.208
14.269,1.587,3.003
14.269,1.466,4.102
14.269,1.487,4.241
14.27,1.483,3.563
14.27,1.528,3.437
14.271,1.526,3.337
14.271,1.491,4.427
14.271,1.484,3.461
14.272,1.579,2.871
14.273,1.534,3.089
14.273,1.531,2.698
14.274,1.526,2.796
14.275,1.479,2.551
14.277,1.574,2.47
14.278,1.5,2.97
14.279,1.427,2.507
14.279,1.488,2.857
14.282,1.416,2.415
14.284,1.469,3.891
14.284,1.508,3.468
14.284,1.493,3.884
14.284,1.731,3.078
14.285,1.442,2.929
14.287,1.465,2.099
14.287,1.465,2.993
14.287,1.485,3.071
14.287,1.449,2.667
14.288,1.472,2.257
14.288,1.502,3.464
14.288,1.453,2.881
14.289,1.474,2.636
14.289,1.477,3.786
14.29,1.45,3.343
14.291,1.633,2.951
14.291,1.498,2.98
14.292,1.492,2.725
14.293,1.485,2.788
14.295,1.501,3.402
14.295,1.489,3.543
14.295,1.505,3.613
14.296,1.548,3.144
14.296,1.537,2.272
14.296,1.589,2.642
14.297,1.522,3.389
14.297,1.495,2.938
14.297,1.467,2.824
14.299,1.483,3.025
14.3,1.449,3.005
14.301,1.562,3.927
14.301,1.522,2.769
14.302,1.474,3.852
14.304,1.535,3.816
14.305,1.514,2.677
14.305,1.46,3.608
14.306,1.505,3.948
14.307,1.472,2.828
14.307,1.588,3.096
14.308,1.479,3.368
14.308,1.487,3.765
14.308,1.492,2.97
14.309,1.588,3.273
14.309,1.449,3.387
14.309,1.572,3.544
14.309,1.483,3.2
14.31,1.518,3.728
14.31,1.596,2.347
14.311,1.462,3.384
14.314,1.551,3.915
14.314,1.585,4.315
14.315,1.444,2.4
14.315,1.508,3.418
14.315,1.488,3.467
14.317,0.799,1.23
14.317,1.519,3.358
14.317,1.476,2.621
14.318,1.551,3.277
14.318,1.534,2.105
14.318,1.475,4.24
14.319,1.489,2.921
14.319,1.45,4.079
14.319,1.538,2.869
14.32,1.555,2.169
14.321,1.469,3.46
14.322,1.609,4.246
14.322,1.522,1.949
14.323,1.549,2.315
14.324,1.499,4.547
14.324,1.489,3.54
14.325,1.405,2.631
14.326,1.579,3.076
14.326,1.484,3.652
14.326,1.447,3.448
14.327,1.418,2.268
14.327,1.584,3.985
14.327,1.503,2.558
14.329,1.465,3.841
14.329,1.538,2.521
14.33,1.476,3.48
14.331,1.456,2.882
14.331,1.719,3.807
14.332,1.564,1.83
14.332,1.476,2.843
14.333,1.571,2.98
14.333,1.552,3.953
14.334,1.551,4.615
14.335,1.471,3.401
14.335,1.445,3.467
14.336,1.532,2.64
14.336,1.499,4.201
14.336,1.579,3.138
14.337,1.498,4.169
14.338,1.435,3.018
14.338,1.514,2.349
14.338,1.494,4.017
14.341,1.528,2.584
14.342,1.496,3.929
14.342,1.443,3.04
14.343,1.45,3.245
14.343,1.486,3.697
14.344,1.52,3.217
14.345,1.448,2.92
14.345,1.48,3.375
14.345,1.471,3.519
14.349,1.469,2.753
14.35,1.511,4.456
14.35,1.035,1.962
14.351,1.356,1.923
14.352,1.49,3.494
14.352,1.482,4.233
14.352,1.497,3.532
14.353,1.474,3.097
14.354,1.502,4.083
14.356,1.495,3.514
14.357,1.513,3.287
14.358,1.516,4.205
14.358,1.511,2.466
14.358,1.449,2.673
14.358,1.413,2.384
14.358,1.464,3.477
14.359,1.539,2.882
14.36,1.507,2.911
14.361,1.718,3.938
14.361,1.493,3.148
14.362,1.555,4.048
14.362,1.542,3.432
14.362,1.515,3.85
14.363,1.457,3.453
14.364,1.513,2.767
14.364,1.49,3.95
14.364,1.524,1.642
14.366,1.506,2.742
14.368,1.465,3.082
14.368,1.427,2.588
14.37,1.481,3.486
14.371,1.357,2.511
14.372,1.406,2.696
14.373,1.484,2.91
14.373,1.541,3.393
14.373,1.537,2.289
14.374,1.469,3.571
14.374,1.512,2.589
14.375,1.481,2.999
14.376,1.583,3.644
14.376,1.521,2.6
14.376,1.493,3.215
14.376,1.434,2.967
14.379,1.506,2.573
14.379,1.547,3.031
14.379,1.456,2.775
14.379,1.458,2.788
14.381,1.507,2.816
14.381,1.583,3.659
14.381,1.492,4.022
14.381,1.472,3.134
14.382,1.49,3.743
14.382,1.543,3.164
14.383,1.551,2.432
14.384,1.481,3.143
14.384,1.617,4.801
14.388,1.527,3.342
14.388,1.472,3.769
14.389,1.497,3.52
14.391,1.478,3.311
14.391,1.472,2.619
14.392,1.544,3.268
14.392,1.492,3.597
14.393,1.538,3.993
14.394,1.605,2.82
14.394,1.546,2.809
14.394,1.502,3.125
14.395,1.491,2.953
14.395,1.516,2.938
14.395,1.602,3.182
14.395,1.484,3.545
14.395,1.525,2.642
14.397,1.583,2.599
14.399,1.507,3.79
14.401,1.482,3.115
14.402,1.507,3.624
14.402,1.533,3.523
14.403,1.49,3.041
14.403,1.503,3.278
14.403,1.544,3.14
14.404,1.498,2.953
14.404,1.529,3.168
14.405,1.518,2.736
14.405,1.471,4.466
14.406,1.546,2.549
14.406,1.514,3.243
14.408,1.544,2.559
14.409,1.51,4.378
14.409,1.457,3.187
14.41,1.561,3.1
14.411,1.445,2.723
14.411,1.471,2.558
14.413,1.645,2.361
14.413,1.561,2.204
14.415,1.435,2.553
14.415,1.524,3.423
14.416,1.438,2.723
14.416,1.487,2.97
14.418,1.516,3.446
14.418,1.483,2.513
14.419,1.428,3.047
14.421,1.51,4
14.421,1.452,2.33
14.422,1.482,2.828
14.422,1.486,3.498
14.423,1.507,2.943
14.423,1.489,3.413
14.423,1.492,3.578
14.424,1.487,4.311
14.424,1.507,1.945
14.424,1.511,2.931
14.425,1.504,4.522
14.426,1.54,2.623
14.427,1.518,3.318
14.429,1.475,4.376
14.43,1.505,4.255
14.432,1.542,2.649
14.432,1.507,4.136
14.432,1.46,3.197
14.432,1.518,3.079
14.433,1.493,3.938
14.433,1.552,3.373
14.433,1.453,2.571
14.434,1.48,2.213
14.435,1.477,3.855
14.436,1.501,3.183
14.436,1.52,2.745
14.436,1.474,3.112
14.437,1.555,4.425
14.437,1.473,2.932
14.438,1.533,4.326
14.438,1.441,2.987
14.438,1.516,3.46
14.439,1.784,3.376
14.442,0.376,0.51
14.443,1.352,2.074
14.443,1.497,3.634
14.443,1.487,3.206
14.443,1.514,3.598
14.443,1.46,2.986
14.444,1.547,3.17
14.445,1.486,4.238
14.446,1.404,1.49
14.446,1.537,3.217
14.446,1.633,3.234
14.446,1.52,3.394
14.447,1.401,3.017
14.447,1.518,4.154
14.447,1.691,4.091
14.447,1.502,4.466
14.448,1.494,2.777
14.448,1.518,2.58
14.45,1.492,2.861
14.452,1.403,2.406
14.452,1.472,2.653
14.453,1.495,3.953
14.453,1.467,2.706
14.455,1.49,4.602
14.455,1.454,2.583
14.455,1.54,3.262
14.456,1.567,3.095
14.456,1.448,3.265
14.459,1.55,3.24
14.46,1.489,2.425
14.46,1.499,3.013
14.461,1.522,3.404
14.463,1.452,3.264
14.463,1.497,3.001
14.464,1.51,4.385
14.464,1.524,2.929
14.466,1.43,3.349
14.466,1.564,3.01
14.467,1.591,3.413
14.467,1.491,3.099
14.467,1.584,4.071
14.468,1.5,3.91
14.47,1.592,3.709
14.47,1.524,2.612
14.473,1.479,2.541
14.474,1.501,2.357
14.474,1.628,2.197
14.474,1.662,3.677
14.475,1.484,2.973
14.475,1.482,2.833
14.477,1.471,4.444
14.478,1.531,4.212
14.478,1.597,2.799
14.478,1.461,2.79
14.478,1.489,2.864
14.48,1.217,1.771
14.48,1.53,3.307
14.481,1.527,2.611
14.481,1.492,3.138
14.483,1.511,2.85
14.483,1.495,3.327
14.484,1.507,4.821
14.484,1.494,2.914
14.485,1.519,4.338
14.485,1.4,2.325
14.485,1.472,3.013
14.486,1.48,3.197
14.486,1.554,4.002
14.487,1.552,4.581
14.487,1.539,2.648
14.487,1.709,4.748
14.487,1.499,3.517
14.488,1.43,2.612
14.488,1.496,3.05
14.489,1.474,3.154
14.489,1.544,3.027
14.49,1.616,2.681
14.491,1.567,3.27
14.492,1.475,3.404
14.495,1.512,2.54
14.496,1.516,2.254
14.497,1.475,3.892
14.498,1.536,3.933
14.498,1.516,3.887
14.499,1.502,3.736
14.5,1.514,3.691
14.5,1.502,2.095
14.5,1.465,3.331
14.501,1.524,1.97
14.501,1.451,2.773
14.503,1.422,3.046
14.504,1.44,2.206
14.504,1.548,3.237
14.504,1.481,3.248
14.505,1.504,3.836
14.506,1.486,2.748
14.506,1.839,4.283
14.507,1.495,2.402
14.508,1.479,1.963
14.508,1.501,3.821
14.508,1.526,3.578
14.51,1.45,2.811
14.51,1.582,3.864
14.511,1.564,2.196
14.513,1.515,3.261
14.514,1.529,2.995
14.515,1.46,2.715
14.516,1.487,3.755
14.516,1.498,3.283
14.518,1.505,3.485
14.518,1.494,3.21
14.518,1.49,2.736
14.518,1.573,2.987
14.519,1.489,3.789
14.519,1.573,2.817
14.519,1.414,2.812
14.521,1.508,4.634
14.522,1.462,3.029
14.523,1.48,2.561
14.524,1.479,3.158
14.524,1.685,2.882
14.526,1.563,2.677
14.528,1.523,2.398
14.528,1.46,2.361
14.528,1.55,3.156
14.528,1.521,2.313
14.529,1.511,2.398
14.53,1.491,2.849
14.53,1.505,4.335
14.53,1.521,4.151
14.531,1.56,2.767
14.532,1.461,3.284
14.533,1.464,3.324
14.533,1.454,2.929
14.535,1.505,3.419
14.535,1.493,3.807
14.536,1.516,2.524
14.536,1.538,2.3
14.537,1.547,2.166
14.537,1.53,3.859
14.539,1.524,3.874
14.54,1.622,2.804
14.54,1.442,2.614
14.54,1.531,3.643
14.541,1.488,3.357
14.541,1.471,3.512
14.541,1.608,2.455
14.542,1.48,3.134
14.544,1.531,3.467
14.546,1.48,3.819
14.546,1.52,4.266
14.546,1.526,3.707
14.547,1.493,2.554
14.549,1.515,2.809
14.549,1.539,3.723
14.55,1.516,3.499
14.551,1.538,2.833
14.552,1.481,2.721
14.552,1.477,3.789
14.552,1.503,3.476
14.553,1.373,2.163
14.553,1.521,2.433
14.553,1.517,3.893
14.553,1.588,5.081
14.553,1.502,3.684
14.555,1.684,3.422
14.556,1.492,2.766
14.556,1.51,3.567
14.557,1.557,2.341
14.557,1.442,2.152
14.559,1.511,2.89
14.559,1.495,3.922
14.561,1.499,2.902
14.561,1.551,3.105
14.561,1.627,2.998
14.562,1.489,3.093
14.562,1.488,3.599
14.562,1.525,4.187
14.563,1.515,2.809
14.563,1.502,3.534
14.563,1.834,3.473
14.563,1.496,3.026
14.563,1.562,2.752
14.564,1.516,3.889
14.564,1.534,2.359
14.564,1.516,4.355
14.564,1.456,2.524
14.564,1.516,4.153
14.565,1.5,2.995
14.565,1.549,3.573
14.567,1.513,2.87
14.568,1.504,2.821
14.568,1.502,2.796
14.57,1.485,3.302
14.57,1.465,3.16
14.57,1.517,2.054
14.571,1.509,2.262
14.571,1.517,3.579
14.571,1.524,3.241
14.571,1.511,2.34
14.572,1.528,2.995
14.572,1.497,2.702
14.572,1.502,3.394
14.572,1.419,2.945
14.573,1.529,2.924
14.574,1.511,3.493
14.574,1.464,2.95
14.575,1.532,3.118
14.575,1.523,4.327
14.576,1.536,2.923
14.576,1.501,3.381
14.577,1.515,2.629
14.577,1.492,2.367
14.578,1.527,3.812
14.578,1.526,3.868
14.579,1.528,4.64
14.579,1.528,3.577
14.579,1.533,4.248
14.58,1.527,3.441
14.58,1.52,2.884
14.581,1.491,2.712
14.581,1.481,2.173
14.581,1.555,2.705
14.583,1.551,2.964
14.584,1.49,4.412
14.585,1.514,4.424
14.586,1.493,3.54
14.586,1.479,3.675
14.586,1.579,2.869
14.587,1.486,3.572
14.587,1.526,2.285
14.588,1.614,3.208
14.591,1.651,2.937
14.592,1.654,3.902
14.592,1.557,3.357
14.592,1.494,3.218
14.593,1.495,3.53
14.593,1.533,3.125
14.594,1.582,4.991
14.594,1.429,3.066
14.595,1.506,3.287
14.596,1.468,2.356
14.596,1.536,2.673
14.596,1.639,2.039
14.596,1.492,3.774
14.596,1.539,3.987
14.596,1.552,3.232
14.597,1.504,2.642
14.597,1.527,2.762
14.598,1.475,3.493
14.598,1.515,3.4
14.6,1.518,3.36
14.6,1.504,3.281
14.6,1.532,4.26
14.602,1.484,3.212
14.603,1.428,2.878
14.603,1.549,1.89
14.604,1.446,2.24
14.604,1.538,3.647
14.605,1.53,4.299
14.605,1.485,2.437
14.606,1.487,2.136
14.606,1.557,2.805
14.606,1.512,1.897
14.606,1.507,3.466
14.606,1.517,3.533
14.607,1.407,2.453
14.607,1.458,2.153
14.608,1.529,3.035
14.608,1.517,3.77
14.609,1.55,4.102
14.61,1.516,2.84
14.61,1.525,3.534
14.61,1.443,2.158
14.611,1.478,2.485
14.611,1.548,3.355
14.611,1.517,3.329
14.613,1.511,3.732
14.614,1.536,2.856
14.615,1.536,3.306
14.616,1.529,2.998
14.617,1.509,3.196
14.618,1.5,2.782
14.618,1.504,3.374
14.619,1.524,4.28
14.62,1.504,4.547
