M_G,G-RP,BP-RP
13.086,1.41,3.199
13.086,1.423,3.13
13.087,1.395,3.29
13.087,1.462,3.451
13.087,1.335,3.263
13.088,1.431,3.47
13.088,1.413,3.096
13.088,1.413,3.531
13.088,1.382,3.22
13.089,1.509,3.751
13.089,1.475,4.026
13.09,1.402,3.387
13.09,1.448,3.725
13.09,1.477,3.949
13.09,1.407,3.162
13.091,1.384,2.953
13.091,1.423,3.525
13.091,1.328,3.228
13.092,1.448,3.614
13.092,1.402,3.295
13.092,1.424,3.296
13.092,1.373,3.207
13.093,1.46,4.035
13.094,1.425,3.22
13.095,1.604,3.717
13.096,1.525,3.472
13.097,1.372,3.138
13.098,1.394,2.939
13.098,1.355,3.305
13.1,1.558,3.475
13.101,1.468,3.587
13.101,1.41,2.969
13.101,1.398,3.554
13.102,1.363,3.336
13.104,1.59,3.536
13.105,1.445,3.213
13.106,1.369,3.174
13.106,1.439,3.798
13.106,1.425,3.255
13.107,1.506,4.329
13.107,1.371,3.057
13.108,1.387,3.393
13.108,1.414,3.718
13.108,1.452,3.558
13.109,1.415,3.404
13.109,1.486,3.891
13.11,1.368,3.489
13.11,1.358,3.07
13.112,1.441,3.149
13.112,1.415,3.023
13.112,1.463,3.927
13.112,1.396,3.029
13.113,1.431,3.31
13.114,1.407,3.307
13.114,1.38,3.084
13.117,1.41,3.665
13.118,1.436,3.182
13.118,1.357,3.513
13.119,1.407,3.694
13.12,1.52,3.844
13.121,1.459,3.823
13.121,1.382,3.577
13.122,1.399,3.076
13.123,1.422,3.444
13.123,1.374,3.427
13.123,1.483,3.374
13.124,1.555,3.832
13.124,1.4,3.128
13.125,1.387,3.668
13.127,1.354,3.146
13.127,1.412,3.806
13.128,1.389,2.907
13.128,1.427,3.904
13.129,1.372,3.105
13.129,1.38,3.162
13.129,1.325,3.158
13.131,1.408,3.052
13.131,1.43,3.693
13.132,1.407,3.193
13.133,1.386,3.386
13.133,1.383,3.083
13.135,1.501,4.009
13.135,1.432,3.689
13.137,1.387,3.229
13.137,1.38,3.196
13.137,1.382,3.087
13.137,1.37,3.425
13.138,1.452,3.47
13.139,1.386,3.57
13.142,1.381,3.45
13.142,1.357,3.009
13.142,1.4,3.219
13.142,1.457,3.234
13.142,1.366,3.473
13.142,1.408,3.357
13.142,1.405,3.1
13.143,1.336,3.094
13.144,1.398,2.838
13.145,1.355,3.044
13.146,1.384,3.079
13.146,1.392,3.677
13.148,1.371,3.054
13.148,1.484,3.338
13.149,1.407,3.644
13.149,1.373,3.163
13.15,1.397,2.983
13.151,1.549,3.898
13.151,1.374,3.401
13.151,1.414,3.299
13.152,1.39,3.3
13.153,1.344,3.06
13.153,1.372,3.114
13.153,1.526,3.737
13.153,1.449,3.468
13.154,1.547,2.948
13.154,1.397,3.442
13.154,1.425,3.484
13.155,1.413,3.73
13.155,1.378,3.669
13.155,1.411,3.638
13.156,1.405,3.589
13.156,1.419,2.599
13.157,1.377,3.182
13.157,1.389,3.072
13.157,1.454,3.221
13.158,1.384,3.246
13.158,1.464,3.913
13.158,1.405,3.706
13.159,1.411,3.544
13.159,1.406,3.651
13.159,1.381,3.144
13.159,1.393,3.066
13.16,1.401,3.099
13.16,1.419,3.083
13.16,1.381,3.711
13.161,1.438,3.144
13.161,1.385,3.528
13.161,1.379,3.622
13.161,1.371,3.006
13.161,1.328,2.991
13.162,1.433,3.545
13.162,1.377,3.188
13.163,1.405,3.462
13.164,1.389,3.47
13.164,1.366,3.356
13.164,1.355,3.358
13.165,1.343,2.973
13.166,1.382,3.332
13.166,1.388,3.232
13.166,1.385,3.525
13.166,1.465,3.49
13.166,1.397,3.585
13.166,1.363,3.149
13.167,1.464,3.27
13.167,1.395,3.002
13.168,1.369,2.842
13.168,1.381,3.336
13.169,1.398,3.119
13.169,1.401,3.115
13.169,1.38,2.999
13.172,1.398,3.483
13.173,1.354,3.184
13.174,1.446,3.476
13.175,1.362,3.129
13.175,1.392,3.196
13.175,1.411,3.638
13.176,1.888,3.531
13.176,1.419,3.649
13.176,1.388,3.499
13.177,1.399,3.55
13.177,1.398,3.235
13.178,1.42,3.308
13.178,1.389,3.324
13.179,1.322,2.922
13.179,1.454,3.872
13.179,1.447,3.584
13.179,1.393,3.535
13.179,1.514,3.814
13.179,1.557,3.969
13.179,1.456,3.952
13.179,1.418,3.598
13.179,1.382,3.583
13.18,1.379,3.812
13.181,1.451,3.477
13.182,1.545,3.316
13.183,1.362,3.295
13.183,1.437,3.188
13.184,1.434,3.394
13.184,1.391,3.753
13.186,1.343,3.057
13.186,1.438,3.491
13.186,1.392,3.642
13.186,1.403,3.032
13.186,1.375,3.343
13.187,1.377,3.616
13.187,1.43,3.322
13.188,1.376,3.536
13.189,1.505,3.665
13.19,1.541,4.016
13.19,1.403,3.002
13.19,1.406,3.239
13.192,1.365,2.707
13.192,1.413,3.631
13.193,1.392,3.496
13.193,1.391,3.647
13.194,1.449,3.557
13.194,1.442,3.264
13.195,1.49,2.852
13.196,1.362,3.01
13.197,1.564,3.834
13.197,1.409,3.585
13.198,1.849,3.688
13.198,1.391,3.229
13.199,1.416,3.54
13.199,1.37,3.043
13.199,1.366,3.238
13.199,1.367,2.947
13.2,1.417,3.051
13.2,1.397,2.986
13.2,1.478,3.902
13.2,1.374,3.157
13.2,1.465,4.054
13.2,1.386,3.142
13.2,1.374,3.195
13.201,1.295,2.991
13.201,1.428,3.507
13.201,1.356,2.455
13.202,1.413,3.469
13.202,1.385,3.394
13.202,1.4,3.147
13.202,1.387,3
13.203,1.399,3.419
13.204,1.409,3.024
13.204,1.415,3.551
13.207,1.397,3.095
13.207,1.431,3.064
13.207,1.396,3.042
13.207,1.373,3.241
13.207,1.372,3.205
13.208,1.362,3.36
13.208,1.409,3.205
13.208,1.4,2.765
13.208,1.429,4.005
13.208,1.369,3.517
13.209,1.373,3.124
13.209,1.433,3.363
13.21,1.41,3.617
13.21,1.364,2.591
13.211,1.39,3.146
13.211,1.419,3.243
13.212,1.352,2.953
13.212,1.393,3.642
13.212,1.459,3.409
13.212,1.455,4.095
13.213,1.469,3.636
13.213,1.395,2.938
13.214,1.408,3.792
13.214,1.468,2.719
13.214,1.397,3.391
13.214,1.392,3.123
13.214,1.417,3.757
13.215,1.451,3.96
13.216,1.364,3.63
13.216,1.499,3.789
13.217,1.384,3.699
13.217,1.403,3.401
13.217,1.389,3.37
13.218,1.814,3.348
13.218,1.415,3.489
13.218,1.394,3.592
13.218,1.433,3.5
13.219,1.383,3.135
13.22,1.406,3.621
13.22,1.429,3.619
13.221,1.38,3.4
13.223,1.365,3.238
13.223,1.448,3.327
13.223,1.364,2.743
13.223,1.442,3.087
13.224,1.375,3.02
13.224,1.412,3.189
13.225,1.349,2.838
13.225,1.408,3.642
13.226,1.415,3.74
13.226,1.451,2.966
13.226,1.415,3.526
13.228,1.422,3.282
13.229,1.393,3.193
13.23,1.4,3.447
13.23,1.401,3.58
13.23,1.413,3.278
13.23,1.419,3.452
13.231,1.386,3.842
13.232,1.489,3.891
13.232,1.348,3.215
13.232,1.434,3.669
13.233,1.396,3.201
13.233,1.402,3.533
13.233,1.4,3.583
13.233,1.398,3.252
13.234,1.382,3.288
13.234,1.408,3.575
13.234,1.402,3.68
13.237,1.391,3.502
13.238,1.383,3.717
13.238,1.418,2.906
13.239,1.35,2.988
13.239,1.379,3.37
13.239,1.469,4.147
13.239,1.408,3.062
13.239,1.397,3.337
13.24,1.402,3.36
13.24,1.389,3.081
13.24,1.423,3.397
13.241,1.422,3.23
13.241,1.41,2.865
13.241,1.378,3.312
13.242,1.488,3.933
13.242,1.362,3.238
13.243,1.411,2.949
13.244,1.3,3.043
13.244,1.397,3.01
13.245,1.259,3.113
13.245,1.417,3.146
13.245,1.382,2.971
13.247,1.367,2.878
13.248,1.367,3.546
13.248,1.397,2.941
13.248,1.399,3.35
13.248,1.474,4.163
13.249,1.454,3.782
13.249,1.416,3.406
13.25,1.403,2.905
13.25,1.473,4.176
13.251,1.391,3.389
13.251,1.387,3.641
13.251,1.388,3.674
13.251,1.366,3.188
13.252,1.37,3.325
13.252,1.419,3.537
13.253,1.741,4.001
13.253,1.375,3.297
13.254,1.481,3.75
13.254,1.539,3.18
13.254,1.397,2.907
13.255,1.369,3.689
13.255,1.582,4.656
13.256,1.384,3.011
13.256,1.418,3.419
13.258,1.393,2.687
13.258,1.396,3.191
13.258,1.383,3.723
13.258,1.362,3.171
13.259,1.362,2.882
13.259,1.381,3.196
13.259,1.325,3.445
13.259,1.406,3.23
13.259,1.389,3.484
13.26,1.417,3.428
13.26,1.472,3.368
13.26,1.429,3.089
13.261,1.415,3.369
13.261,1.388,3.016
13.261,1.384,3.005
13.261,1.363,3.474
13.261,1.382,3.436
13.261,1.458,2.911
13.262,1.404,3.154
13.262,1.405,3.248
13.263,1.413,3.238
13.264,1.416,2.897
13.264,1.373,2.994
13.264,1.392,3.271
13.264,1.449,3.731
13.265,1.465,3.515
13.265,1.448,3.789
13.265,1.348,3.209
13.265,1.445,3.908
13.266,1.643,4.144
13.266,1.406,3.661
13.267,1.427,3.213
13.268,1.439,3.489
13.27,1.446,3.723
13.27,1.376,3.027
13.27,1.375,3.235
13.271,1.418,3.804
13.271,1.377,3.597
13.272,1.352,3.108
13.272,1.828,3.754
13.273,1.403,3.102
13.273,1.378,3.666
13.273,1.336,3.4
13.274,1.473,3.65
13.274,1.426,3.192
13.274,1.367,3.433
13.275,1.425,3.644
13.275,1.342,3.133
13.276,1.415,3.161
13.276,1.453,3.675
13.276,1.368,3.239
13.276,1.344,3.122
13.276,1.443,3.509
13.276,1.386,3.031
13.278,1.41,3.345
13.278,1.612,3.229
13.278,1.405,3.075
13.278,1.388,3.068
13.279,1.402,2.953
13.279,1.421,3.188
13.279,1.391,3.543
13.28,1.422,3.413
13.281,1.382,3.218
13.281,1.442,3.092
13.281,1.373,3.129
13.282,1.417,3.306
13.282,1.475,2.992
13.282,1.436,3.357
13.282,1.419,3.299
13.283,1.449,3.286
13.283,1.34,2.971
13.283,1.353,3.275
13.283,1.393,3.744
13.284,1.41,3.544
13.284,1.474,3.617
13.284,1.382,3.68
13.285,1.403,3.038
13.285,1.423,3.031
13.286,1.433,3.65
13.286,1.445,3.656
13.286,1.415,2.869
13.286,1.346,3.019
13.287,1.384,3.119
13.287,1.396,3.275
13.287,1.36,2.797
13.287,1.395,3.393
13.287,1.397,3.708
13.288,1.388,3.138
13.288,1.421,3.596
13.288,1.478,3.43
13.289,1.395,3.417
13.289,1.398,3.384
13.289,1.375,3.136
13.292,1.374,3.326
13.292,1.452,3.772
13.294,1.385,3.426
13.294,1.477,3.062
13.295,1.414,3.398
13.296,1.384,2.948
13.296,1.417,3.558
13.296,1.432,2.908
13.297,1.449,3.558
13.297,1.714,3.815
13.297,1.428,3.271
13.298,1.408,3.721
13.298,1.375,2.652
13.298,1.328,3.005
13.299,1.362,3.123
13.299,1.399,3.389
13.3,1.457,3.462
13.3,1.388,3.715
13.3,1.443,2.985
13.3,1.386,3.42
13.3,1.405,3.126
13.301,1.397,3.047
13.301,1.367,2.902
13.302,1.38,3.052
13.302,1.41,3.754
13.302,1.411,2.978
13.302,1.416,3.094
13.302,1.343,3.317
13.302,1.37,3.055
13.302,1.547,3.366
13.303,1.349,3.222
13.303,1.44,3.708
13.303,1.442,2.598
13.304,1.418,3.112
13.305,1.401,2.692
13.305,1.388,3.078
13.305,1.328,2.836
13.305,1.395,3.24
13.306,1.377,2.909
13.306,1.386,3.524
13.306,1.48,3.455
13.306,1.365,3.099
13.306,1.375,3.177
13.307,1.414,3.532
13.308,1.396,3.008
13.308,1.373,2.513
13.308,1.382,3.251
13.308,1.417,3.378
13.309,1.434,2.883
13.309,1.359,3.187
13.309,1.373,3.481
13.309,1.414,3.553
13.309,1.366,3.028
13.31,1.398,3.745
13.31,1.404,2.842
13.31,1.398,3.62
13.311,1.346,3.278
13.311,1.368,2.967
13.311,1.393,3.694
13.311,1.474,3.531
13.312,1.454,3.638
13.312,1.421,2.555
13.312,1.414,3.492
13.312,1.357,2.798
13.313,1.449,3.364
13.314,1.427,2.932
13.314,1.416,3.386
13.314,1.393,3.089
13.314,1.403,3.171
13.315,1.537,4.089
13.315,1.389,3.216
13.316,1.479,3.792
13.316,1.421,3.186
13.316,1.482,3.737
13.316,1.419,3.392
13.316,1.629,3.73
13.317,1.416,2.814
13.317,1.371,3.523
13.318,1.419,3.559
13.319,1.383,2.661
13.32,1.396,3.472
13.32,1.367,3.018
13.32,1.409,3.734
13.32,1.422,3.218
13.32,1.396,3.347
13.321,1.842,3.823
13.321,1.369,3.319
13.322,1.515,3.693
13.323,1.45,3.699
13.323,1.497,4.414
13.324,1.416,3.686
13.324,1.405,3.408
13.324,1.381,2.82
13.324,1.388,3.134
13.325,1.378,3.141
13.325,1.421,3.721
13.325,1.455,3.162
13.325,1.398,2.96
13.325,1.405,3.612
13.325,1.396,3.383
13.325,1.463,3.628
13.325,1.368,3.563
13.326,1.425,3.623
13.326,1.41,3.217
13.326,1.395,3.526
13.326,1.347,3.136
13.327,1.412,2.981
13.327,1.402,3.589
13.327,1.395,3.378
13.327,1.59,2.963
13.328,1.49,3.103
13.328,1.402,3.436
13.329,1.391,2.98
13.329,1.387,3.108
13.329,1.432,3.479
13.329,1.425,3.773
13.329,1.371,3.183
13.329,1.414,3.312
13.33,1.348,3.374
13.331,1.435,3.127
13.331,1.414,3.055
13.331,1.404,3.521
13.332,1.395,3.83
13.332,1.431,3.134
13.333,1.389,3.405
13.333,1.457,3.635
13.333,1.463,3.486
13.333,1.399,3.262
13.334,1.374,3.114
13.335,1.42,3.716
13.335,1.385,3.27
13.335,1.465,3.226
13.335,1.387,3.682
13.336,1.501,3.4
13.336,1.411,3.546
13.336,1.408,2.958
13.336,1.374,2.814
13.337,1.415,3.417
13.337,1.476,3.376
13.337,1.602,3.999
13.337,1.627,4.188
13.338,1.387,3.599
13.338,1.385,2.655
13.338,1.535,3.396
13.338,1.413,3.312
13.338,1.371,3.141
13.338,1.366,3.352
13.338,1.339,2.892
13.338,1.39,3.294
13.339,1.429,3.037
13.339,1.557,3.72
13.339,1.32,3.009
13.339,1.392,3.081
13.339,1.419,3.671
13.339,1.374,3.36
13.341,1.377,3.266
13.341,1.439,3.163
13.341,1.387,3.225
13.342,1.383,2.731
13.342,1.434,3.26
13.342,1.397,3.405
13.342,1.537,3.776
13.343,1.436,3.873
13.343,1.431,3.317
13.343,1.426,3.211
13.343,1.441,2.956
13.343,1.441,3.014
13.344,1.352,2.797
13.345,1.378,3.25
13.345,1.438,3.58
13.346,1.311,2.69
13.346,1.382,2.935
13.347,1.393,3.46
13.348,1.43,3.465
13.348,1.406,3.705
13.349,1.394,3.535
13.349,1.424,2.942
13.35,1.435,2.897
13.35,1.395,3.272
13.35,1.335,2.556
13.35,1.427,3.243
13.35,1.411,3.282
13.351,1.403,3.635
13.351,1.402,3.612
13.351,1.4,3.076
