M_G,G-RP,BP-RP
11.64,1.47,4.079
11.64,1.343,3.331
11.643,1.502,4.285
11.643,1.37,3.565
11.644,1.331,3.387
11.645,0.755,1.389
11.654,1.477,3.896
11.655,1.505,3.426
11.66,1.574,3.408
11.669,1.539,3.196
11.678,1.377,3.381
11.678,1.426,3.97
11.69,1.358,2.678
11.702,1.325,3.354
11.705,1.336,3.361
11.706,1.377,3.329
11.71,1.346,3.474
11.712,1.395,3.308
11.718,1.353,3.414
11.72,1.475,4.425
11.721,1.356,3.521
11.725,1.395,3.39
11.735,1.375,3.492
11.746,1.351,3.471
11.756,1.458,3.878
11.757,1.372,3.411
11.757,1.34,3.331
11.759,1.337,3.348
11.759,1.436,3.507
11.766,1.292,3.204
11.769,1.46,4.051
11.774,1.383,3.323
11.779,1.448,3.889
11.781,1.451,4.156
11.786,1.454,3.593
11.8,1.483,4.099
11.81,1.38,3.63
11.811,1.48,4.209
11.812,1.492,4.208
11.816,1.497,3.826
11.824,1.395,3.675
11.828,1.412,3.83
11.828,1.906,3.149
11.831,1.426,3.373
11.832,1.39,3.457
11.838,1.531,3.712
11.839,1.28,3.111
11.839,1.323,3.325
11.841,1.363,3.47
11.845,1.357,3.359
11.845,1.493,4.368
11.847,1.461,4.137
11.853,1.472,3.27
11.856,1.472,3.27
11.856,1.383,3.666
11.865,1.369,3.447
11.867,1.325,1.205
11.867,1.296,3.139
11.868,1.516,3.442
11.882,1.317,3.23
11.884,1.286,3.128
11.885,1.476,3.998
11.886,1.386,3.56
11.898,1.455,3.899
11.902,1.426,3.295
11.91,1.451,3.811
11.912,1.452,3.911
11.923,1.331,3.357
11.924,1.46,4.115
11.927,1.381,3.6
11.93,1.338,3.395
11.931,1.356,3.437
11.933,1.351,3.232
11.954,1.328,3.376
11.957,1.475,4.16
11.959,1.438,3.811
11.962,1.343,3.427
11.963,1.368,3.596
11.964,1.386,3.389
11.969,1.295,3.166
11.97,1.397,3.795
11.975,1.378,3.438
11.975,1.407,3.639
11.976,1.325,3.236
11.98,1.284,3.122
11.982,1.448,3.5
11.983,1.4,3.501
11.983,1.295,3.175
11.985,1.383,3.458
11.989,1.467,3.756
11.989,1.404,3.887
11.993,1.312,3.218
11.995,1.358,3.496
11.995,1.346,3.495
11.998,1.559,1.325
12.005,1.36,3.576
12.01,1.335,3.35
12.011,1.359,3.635
12.011,1.508,4.171
12.016,1.337,3.446
12.019,1.358,3.252
12.019,1.38,3.427
12.025,1.397,3.316
12.027,1.442,3.388
12.028,1.383,3.553
12.029,1.366,3.443
12.032,1.536,4.212
12.032,1.512,4.285
12.033,1.478,3.943
12.036,1.385,3.478
12.042,1.297,3.177
12.047,1.601,3.561
12.047,1.287,3.132
12.047,1.422,3.534
12.049,1.364,3.353
12.05,1.366,3.603
12.052,1.373,3.637
12.053,1.379,3.534
12.054,1.411,3.596
12.057,1.405,3.306
12.058,1.479,4.401
12.061,1.403,3.488
12.064,1.553,4.592
12.068,1.373,3.445
12.069,1.439,3.415
12.07,1.327,3.241
12.073,1.468,3.899
12.074,1.352,3.497
12.076,1.379,3.356
12.076,1.34,3.341
12.079,1.356,3.518
12.079,1.302,3.386
12.082,1.392,3.591
12.082,1.476,4.273
12.082,1.297,3.246
12.083,1.354,3.214
12.084,1.304,3.229
12.089,1.429,3.414
12.089,1.39,3.596
12.09,1.477,4.098
12.092,1.373,3.377
12.094,1.347,3.151
12.095,1.316,3.065
12.098,1.431,3.435
12.1,1.49,3.407
12.102,1.382,3.598
12.105,1.539,4.494
12.106,1.625,3.628
12.111,1.326,3.341
12.117,1.398,3.508
12.117,1.54,4.572
12.117,1.394,3.526
12.119,1.318,3.28
12.121,1.38,3.377
12.129,1.374,3.433
12.13,1.41,3.583
12.132,1.375,3.407
12.133,1.351,3.507
12.137,1.301,3.209
12.145,1.391,3.415
12.149,1.31,2.968
12.149,1.402,3.553
12.15,1.933,3.262
12.15,1.336,3.085
12.156,1.308,3.265
12.157,1.374,3.383
12.157,1.322,3.318
12.158,1.395,3.667
12.16,1.344,3.456
12.162,1.374,3.391
12.163,1.369,3.356
12.164,1.332,3.419
12.165,1.362,3.409
12.171,1.364,3.406
12.171,1.323,3.311
12.171,1.35,3.179
12.173,1.378,3.502
12.175,1.399,3.638
12.178,1.309,3.232
12.179,1.354,3.493
12.18,1.367,3.565
12.182,1.276,2.835
12.184,1.394,3.352
12.186,1.338,3.173
12.189,1.36,3.42
12.19,1.435,3.549
12.19,1.355,3.502
12.19,1.388,3.416
12.197,1.384,3.304
12.198,1.469,3.468
12.199,1.376,3.229
12.2,1.354,3.543
12.2,1.469,4.134
12.201,1.543,4.336
12.202,1.328,3.321
12.202,1.517,3.833
12.206,1.365,3.415
12.206,1.359,3.607
12.211,1.344,3.263
12.215,1.386,3.421
12.215,1.315,3.268
12.217,1.398,3.527
12.221,1.315,3.21
12.227,1.306,3.217
12.227,1.377,3.308
12.229,1.052,2.19
12.229,1.614,3.452
12.23,1.379,3.526
12.23,0.933,1.736
12.231,1.292,3.194
12.233,1.372,3.461
12.234,1.381,3.561
12.234,1.349,3.488
12.235,1.388,3.288
12.238,1.401,3.268
12.238,1.334,3.393
12.238,1.976,3.305
12.24,1.374,3.707
12.241,1.405,3.472
12.241,1.344,3.182
12.251,1.337,3.329
12.253,1.415,3.459
12.253,1.315,3.223
12.255,1.352,3.501
12.256,1.312,3.276
12.256,1.385,3.533
12.257,1.493,4.129
12.257,1.344,3.329
12.259,1.377,3.383
12.264,1.403,3.511
12.267,1.314,3.339
12.268,1.383,3.432
12.269,1.379,3.394
12.277,1.745,3.259
12.277,1.325,3.375
12.279,1.409,3.56
12.282,1.358,3.315
12.284,1.396,3.498
12.284,1.394,3.519
12.286,1.373,3.303
12.286,1.359,3.438
12.289,1.307,3.247
12.291,1.376,3.52
12.292,1.379,3.556
12.294,1.422,3.766
12.297,1.36,3.43
12.298,0.841,1.63
12.299,1.526,3.816
12.299,1.397,3.44
12.303,1.361,3.361
12.304,1.331,3.216
12.304,1.319,3.418
12.305,1.395,3.376
12.306,1.358,3.325
12.307,1.38,3.764
12.311,1.327,3.353
12.311,1.299,3.207
12.312,1.323,3.189
12.313,1.4,3.569
12.314,1.403,3.717
12.314,1.362,3.292
12.314,1.394,3.599
12.315,1.397,3.637
12.323,1.315,3.298
12.325,1.337,3.478
12.325,1.406,3.825
12.326,1.384,3.436
12.328,1.462,4.06
12.33,1.306,3.257
12.33,1.39,3.556
12.331,1.417,3.622
12.332,1.515,3.978
12.334,1.398,3.448
12.337,1.491,3.562
12.343,1.395,3.597
12.349,1.494,3.596
12.349,1.32,3.33
12.352,1.371,3.63
12.352,1.317,3.274
12.352,1.378,3.217
12.354,1.392,3.486
12.354,1.361,3.508
12.354,1.351,3.294
12.355,1.395,3.361
12.358,1.386,3.299
12.358,1.481,3.586
12.358,1.513,4.271
12.359,1.383,3.57
12.359,1.399,3.603
12.36,1.334,3.455
12.362,1.354,3.537
12.362,1.738,3.579
12.366,1.335,3.514
12.367,1.377,3.615
12.367,1.349,3.334
12.369,1.344,3.244
12.37,1.347,3.381
12.371,1.444,3.348
12.372,1.506,3.905
12.373,1.525,4.069
12.374,1.386,3.492
12.375,1.362,3.532
12.375,1.389,3.603
12.375,1.37,3.626
12.377,1.292,3.141
12.379,0.681,1.257
12.382,1.318,3.269
12.382,1.51,3.934
12.382,1.379,3.357
12.384,1.381,3.403
12.387,1.52,4.3
12.388,1.336,3.391
12.389,1.384,3.729
12.389,1.481,3.481
12.389,1.351,3.301
12.39,1.341,3.259
12.39,1.312,3.25
12.39,1.503,3.94
12.391,1.405,3.321
12.393,1.417,3.532
12.393,1.358,3.425
12.393,1.415,3.695
12.393,1.387,3.6
12.394,1.397,3.821
12.394,1.381,3.494
12.395,1.356,3.288
12.4,1.366,3.131
12.4,1.529,4.17
12.402,1.355,3.52
12.403,1.345,3.458
12.405,1.484,4.129
12.407,1.362,3.552
12.408,1.694,3.433
12.408,1.298,3.318
12.412,1.358,3.236
12.412,1.381,3.415
12.413,1.354,3.543
12.414,1.371,3.412
12.414,1.369,3.507
12.415,1.386,3.288
12.416,1.537,3.296
12.417,1.326,3.354
12.418,1.382,3.363
12.42,1.392,3.597
12.422,1.303,3.22
12.426,1.346,3.248
12.429,1.371,3.505
12.432,1.38,3.398
12.433,1.386,3.51
12.434,1.333,3.224
12.434,1.377,3.353
12.435,1.34,3.258
12.436,1.377,3.494
12.437,0.834,1.543
12.438,1.336,3.138
12.439,1.397,3.454
12.439,1.857,3.465
12.44,1.351,3.187
12.441,1.311,3.276
12.441,1.373,3.269
12.446,1.715,3.354
12.446,1.39,3.346
12.448,1.399,3.636
12.449,1.335,3.531
12.45,1.357,3.213
12.451,1.483,3.3
12.456,1.359,3.335
12.456,1.439,3.416
12.458,1.367,3.059
12.46,1.356,3.317
12.461,1.416,3.785
12.461,1.42,3.484
12.461,1.368,3.404
12.462,1.458,3.91
12.463,1.317,3.36
12.463,1.315,3.291
12.463,1.389,3.46
12.466,1.3,3.17
12.466,1.401,3.65
12.467,1.38,3.721
12.468,1.378,3.491
12.47,1.375,3.393
12.47,1.341,3.212
12.471,1.332,3.34
12.473,1.333,3.31
12.474,1.923,3.503
12.476,1.333,3.346
12.476,1.327,3.296
12.477,1.48,3.611
12.477,1.36,2.939
12.478,1.36,3.271
12.479,1.364,3.172
12.481,1.494,3.865
12.481,1.417,3.6
12.482,1.346,3.37
12.483,1.343,3.446
12.483,1.405,3.514
12.483,1.361,3.27
12.484,1.44,3.977
12.486,1.516,3.567
12.486,1.379,3.354
12.487,1.643,3.627
12.487,1.522,3.521
12.489,1.47,4.253
12.489,1.428,3.499
12.491,1.414,3.897
12.491,1.331,3.263
12.491,1.352,3.448
12.492,1.37,3.442
12.492,1.408,3.684
12.494,1.317,3.291
12.494,1.341,3.335
12.495,1.338,3.416
12.495,1.79,3.527
12.495,1.494,3.379
12.495,1.344,3.373
12.496,1.329,3.286
12.496,1.381,3.563
12.498,1.377,3.573
12.499,1.413,3.463
12.499,1.364,3.088
12.502,1.389,3.587
12.503,1.376,3.146
12.506,1.336,3.089
12.507,1.387,3.599
12.508,1.355,3.415
12.508,1.428,3.456
12.509,1.372,3.238
12.509,1.624,3.492
12.51,1.377,3.265
12.51,1.39,3.5
12.511,1.384,3.703
12.512,1.36,3.362
12.513,1.385,3.462
12.513,1.371,3.586
12.513,1.376,3.395
12.513,1.331,3.394
12.515,1.422,3.128
12.519,1.376,3.431
12.519,1.306,3.251
12.519,1.418,3.784
12.519,1.367,3.295
12.52,1.357,3.511
12.522,1.327,3.069
12.522,1.378,3.33
12.523,1.332,2.944
12.523,1.395,3.493
12.524,1.322,3.27
12.525,1.413,3.491
12.525,1.329,3.431
12.527,1.413,3.427
12.528,1.382,3.556
12.528,1.352,3.326
12.529,1.489,3.86
12.53,1.341,3.421
12.531,1.271,3.111
12.531,1.332,3.289
12.532,1.331,3.159
12.532,1.391,3.658
12.533,1.364,3.309
12.533,1.337,3.37
12.533,1.328,3.336
12.536,1.321,3.286
12.536,1.384,3.386
12.538,1.338,3.42
12.538,1.338,3.419
12.539,1.41,3.531
12.539,1.42,3.434
12.539,1.299,3.301
12.54,1.511,4.275
12.541,1.349,3.493
12.542,1.359,3.35
12.544,1.349,3.288
12.544,1.35,3.154
12.545,1.37,3.495
12.545,1.339,3.42
12.546,1.422,3.308
12.549,1.315,3.318
12.549,1.343,3.208
12.553,1.362,3.322
12.553,1.293,3.102
12.553,1.406,3.112
12.554,1.36,3.432
12.556,1.344,3.229
12.559,1.38,3.419
12.559,1.395,3.52
12.563,1.737,3.726
12.563,1.387,3.321
12.564,1.357,3.504
12.565,1.419,3.705
12.565,1.378,3.28
12.565,1.359,3.355
12.566,1.363,3.506
12.566,1.376,3.415
12.566,1.357,3.531
12.567,1.343,3.358
12.572,1.612,3.595
12.573,1.36,3.227
12.573,1.417,3.638
12.573,1.381,3.351
12.575,1.321,3.37
12.575,1.37,3.373
12.577,1.332,3.348
12.577,1.384,3.715
12.578,1.328,3.348
12.581,1.343,3.15
12.582,1.376,3.397
12.582,1.413,3.676
12.582,1.371,3.356
12.584,1.342,3.158
12.585,1.823,3.351
12.585,1.355,3.148
12.586,1.355,3.31
12.587,1.368,3.408
12.587,1.373,3.282
12.588,1.348,2.969
12.588,1.443,3.732
12.589,1.746,3.425
12.59,1.382,3.425
12.59,1.453,3.788
12.591,1.31,3.27
12.591,1.388,3.492
12.592,1.31,3.224
12.594,1.365,3.392
12.594,1.373,3.364
12.597,1.364,3.241
12.598,1.344,3.406
12.599,1.358,3.558
12.6,1.374,3.311
12.601,1.602,3.252
12.602,1.346,3.261
12.602,1.378,3.405
12.603,1.304,3.245
12.603,1.336,3.244
12.603,1.436,3.922
12.603,1.355,3.259
12.605,1.479,4.096
12.606,1.401,3.655
12.606,1.378,3.507
12.606,1.442,3.634
12.608,1.363,3.171
12.609,1.429,3.376
12.609,1.42,3.453
12.609,1.361,3.273
12.609,1.337,3.272
12.61,1.347,3.452
12.611,1.367,3.543
12.612,1.399,3.541
12.612,1.338,3.165
12.612,1.365,3.451
12.612,1.376,3.509
12.613,1.367,3.059
12.614,1.364,3.249
12.614,1.4,3.45
12.615,1.356,3.344
12.616,1.338,3.422
12.617,1.536,4
12.618,1.329,3.289
12.618,1.344,3.264
12.618,1.398,3.159
12.621,1.338,3.121
12.621,1.396,3.763
12.622,1.358,3.524
12.622,1.34,3.412
12.622,1.346,3.317
12.623,1.342,3.425
12.623,1.371,3.507
12.623,1.297,3.323
12.624,1.396,3.731
12.624,1.419,3.69
12.624,1.41,3.414
12.625,1.436,4.011
12.625,1.337,3.316
12.626,1.367,3.579
12.626,1.406,3.733
12.627,1.34,3.439
12.628,1.366,3.454
12.628,1.374,3.575
12.628,1.36,3.444
12.629,1.916,3.341
12.629,1.351,3.286
12.629,1.337,3.194
12.632,1.344,3.037
12.635,1.343,3.395
12.635,1.325,3.359
12.639,1.364,3.412
12.639,1.383,3.411
12.639,1.335,3.028
12.64,1.349,3.484
12.641,1.408,3.595
12.641,1.354,3.319
12.641,1.376,3.325
12.642,1.627,4.414
12.642,1.359,3.335
12.642,1.341,3.459
12.645,1.378,3.634
12.645,1.345,3.374
12.647,1.426,3.948
12.647,1.422,3.842
12.647,1.345,3.533
12.648,1.378,3.407
12.648,1.316,3.305
12.649,1.367,3.277
12.649,1.434,3.846
12.649,1.327,3.338
12.65,1.534,3.687
12.65,1.402,3.53
12.651,1.345,3.06
12.651,1.33,2.997
12.652,1.355,3.353
12.653,1.412,3.238
12.655,1.507,4.08
12.656,1.353,3.249
12.657,1.37,3.283
12.657,1.376,3.711
12.659,1.384,3.193
12.659,1.351,3.005
12.659,1.329,3.135
12.659,1.353,3.413
12.66,1.392,3.212
12.66,1.347,3.177
12.66,1.353,3.178
12.661,1.384,3.449
12.661,1.345,3.534
12.661,1.37,3.401
12.661,1.364,3.331
12.661,1.358,3.512
12.662,1.409,3.267
12.662,1.349,3.076
12.663,1.386,3.305
12.663,1.358,3.263
12.663,1.339,3.247
12.664,1.36,3.27
12.665,1.432,3.62
12.665,1.356,3.395
12.666,1.473,3.709
12.667,1.368,3.51
12.667,1.359,3.364
12.668,1.334,3.416
12.668,1.361,3.271
12.668,1.349,3.316
12.669,1.369,3.482
12.67,1.331,3.153
12.67,1.379,3.557
12.671,1.419,3.55
12.671,1.312,3.17
12.671,1.353,3.519
12.672,1.399,3.468
12.672,1.364,3.365
12.673,1.386,3.168
12.674,1.507,3.959
12.674,1.396,3.367
12.676,1.374,3.554
12.676,1.371,3.458
12.676,1.392,3.409
12.677,1.336,3.538
12.678,1.319,3.026
12.679,1.403,3.595
12.679,1.369,3.421
12.679,1.353,3.521
12.68,1.387,3.232
12.681,1.343,3.321
12.681,1.383,3.096
12.682,1.346,3.314
12.683,1.363,3.434
12.684,1.352,3.231
12.685,1.368,3.337
12.685,1.35,3.461
12.686,1.361,3.604
12.686,1.381,3.48
12.686,1.365,3.12
12.686,1.338,3.413
12.686,1.339,3.452
12.687,1.371,3.207
12.687,1.38,3.36
12.688,1.356,3.194
12.688,1.409,3.793
12.688,1.441,3.562
12.69,1.395,3.54
12.69,1.329,3.367
12.69,1.404,3.288
12.693,1.349,3.277
12.693,1.348,3.379
12.693,1.347,3.33
12.695,1.346,2.992
12.696,1.364,3.227
12.696,1.525,3.912
12.697,1.397,3.061
12.697,1.352,3.471
12.697,1.405,3.417
12.698,1.333,3.158
12.698,1.362,3.157
12.699,1.374,3.309
12.699,1.556,3.612
12.699,1.37,3.344
12.699,1.349,3.198
12.701,1.383,3.331
12.701,1.29,3.167
12.701,1.349,3.168
12.702,1.332,3.27
12.702,1.324,3.236
12.702,1.372,3.513
12.702,1.35,3.329
12.702,1.367,3.512
12.702,1.371,3.402
12.703,1.374,3.499
12.704,1.333,3.031
12.704,1.344,3.36
12.704,1.496,3.773
12.706,1.302,3.235
12.706,1.342,3.411
12.708,1.355,3.079
12.708,1.368,3.279
12.709,1.356,3.459
12.709,1.364,3.419
12.712,1.338,3.43
12.712,1.354,3.491
12.712,1.333,3.246
12.713,1.349,3.227
12.714,1.352,3.388
12.715,1.364,3.313
12.715,1.346,3.41
12.716,1.377,3.489
12.716,1.363,3.151
12.716,1.323,3.133
12.717,1.348,3.445
12.717,1.425,3.44
12.718,1.431,3.162
12.719,1.373,3.324
12.719,1.401,3.79
12.719,1.354,3.439
12.721,1.139,2.453
12.721,1.357,3.493
12.721,1.404,3.338
12.722,1.332,3.074
12.722,1.369,3.398
12.724,1.568,3.694
12.724,1.352,3.479
12.725,1.361,3.298
12.726,1.326,3.383
12.727,1.327,3.36
12.728,1.378,3.724
12.73,1.342,3.438
12.73,1.317,2.934
12.73,1.342,3.355
12.731,1.37,3.278
12.732,1.344,3.331
12.732,1.342,3.053
12.733,1.39,3.191
12.733,1.405,3.565
12.735,1.38,2.931
12.735,1.388,3.418
12.735,1.662,3.506
12.736,1.417,3.457
12.736,1.353,3.333
12.736,1.38,3.14
12.736,1.379,3.367
12.737,1.361,3.303
12.737,1.336,3.487
12.737,1.388,3.509
12.738,1.36,3.311
12.738,1.402,3.841
12.739,1.369,3.493
12.739,1.369,3.257
12.74,1.344,3.438
12.74,1.463,3.369
12.74,1.374,3.222
12.74,1.358,3.316
12.74,1.371,3.44
12.741,1.349,3.229
12.742,1.364,3.427
12.743,1.648,3.392
12.748,1.364,3.455
12.749,1.395,3.548
12.749,1.356,3.42
12.75,1.332,3.324
12.751,1.328,2.94
12.752,1.383,3.391
12.752,1.329,3.368
12.752,1.388,3.451
12.753,1.341,3.33
12.753,1.342,3.234
12.753,1.353,3.454
12.754,1.349,3.371
12.754,1.374,3.27
12.755,1.338,3.14
12.755,1.361,3.394
12.755,1.368,3.483
12.755,1.372,3.222
12.756,1.36,3.447
12.757,1.324,3.34
12.758,1.378,3.499
12.759,1.34,3.422
12.759,1.501,3.503
12.759,1.357,3.262
12.759,1.382,3.36
12.759,1.419,3.535
12.761,1.356,3.172
12.762,1.394,3.228
12.762,1.354,3.494
12.762,1.385,3.311
12.763,1.368,3.188
12.764,1.332,3.043
12.764,1.354,3.338
12.766,1.354,3.046
12.767,1.361,3.156
12.767,1.304,3.592
12.767,1.358,3.483
12.769,1.329,3.14
12.769,1.381,3.533
12.77,1.382,3.349
12.771,1.371,3.079
12.773,1.381,3.26
12.774,1.377,3.7
12.775,1.382,3.441
12.776,1.35,3.129
12.776,1.363,3.562
12.777,1.368,3.278
12.778,1.391,3.413
12.778,1.353,3.228
12.778,1.547,4.032
12.778,1.349,3.495
12.778,1.458,3.551
12.778,1.346,3.045
12.779,1.357,3.549
12.78,2.39,3.653
12.78,1.643,4.01
12.781,1.349,3.181
12.781,1.459,4.219
12.782,1.347,3.551
12.782,1.348,3.184
12.783,1.395,3.417
12.784,1.38,3.579
12.785,1.615,3.567
12.785,1.403,3.494
12.785,1.396,3.336
12.785,1.329,3.136
12.786,1.391,3.367
12.788,1.402,2.95
12.788,1.381,3.323
12.789,1.391,3.329
12.789,1.341,3.435
12.791,1.345,3.195
12.791,1.359,3.425
12.791,1.382,3.643
12.791,1.371,3.46
12.791,1.365,3.558
12.794,1.334,3.477
12.794,1.305,3.021
12.794,1.377,3.295
12.796,1.357,3.422
12.797,1.345,3.455
12.797,1.344,3.45
12.797,1.386,3.456
12.798,1.351,3.122
12.799,1.372,3.24
12.8,1.41,3.604
12.8,1.368,3.415
12.801,1.422,3.349
12.801,1.368,3.528
12.801,1.377,3.59
12.802,1.371,3.376
12.803,1.357,3.25
12.803,1.39,3.35
12.803,1.446,3.619
12.804,1.478,3.78
12.805,1.376,3.273
12.806,1.4,3.542
12.806,1.335,3.434
12.807,1.35,3.256
12.808,1.393,3.653
12.808,1.351,3.471
12.808,1.331,3.272
12.808,1.359,3.559
12.808,1.389,3.254
12.808,1.37,3.508
12.809,1.353,3.61
12.809,1.378,3.468
12.809,1.643,3.592
12.81,1.344,3.332
12.81,1.333,3.443
12.81,1.401,3.231
12.811,1.351,3.432
12.811,1.376,3.065
12.812,1.345,3.517
12.812,1.418,3.819
12.813,1.341,3.265
12.813,1.356,3.284
12.813,1.318,3.523
12.815,1.367,3.301
12.815,1.339,3.448
12.816,1.369,3.424
12.818,1.376,3.398
12.818,1.345,2.941
12.819,1.393,3.497
12.82,1.383,2.917
12.822,1.384,3.67
12.822,1.351,3.434
12.824,1.336,3.213
12.825,1.375,2.896
12.826,1.379,3.147
12.826,1.399,3.295
12.826,1.345,3.305
12.826,1.376,3.534
12.828,1.36,3.257
12.828,1.348,3.296
12.828,1.309,3.086
12.828,1.371,3.266
12.829,1.435,3.565
12.829,1.342,3.462
12.83,1.376,3.359
12.831,1.386,3.276
12.831,1.326,2.956
12.831,1.376,3.369
12.832,1.379,3.713
12.832,1.339,3.456
12.832,1.386,3.49
12.833,1.339,3.455
12.833,1.384,3.57
12.834,1.426,3.989
12.834,1.365,3.234
12.834,1.459,3.577
12.834,1.458,3.678
12.835,1.347,3.372
12.835,1.358,3.376
12.835,1.37,3.33
12.836,1.782,3.588
12.836,1.306,3.027
12.837,1.36,3.537
12.838,1.34,3.544
12.838,1.382,3.383
12.838,1.396,3.675
12.839,1.381,3.123
12.839,1.378,3.402
12.84,1.362,3.466
12.84,1.378,3.669
12.842,1.38,3.182
12.842,1.4,3.538
12.842,1.369,3.418
12.842,1.524,4.099
12.842,1.364,3.369
12.843,1.393,3.032
12.845,1.377,3.41
12.845,1.51,3.976
12.847,1.39,3.284
12.847,1.487,3.523
12.847,1.368,3.299
12.848,1.384,3.394
12.848,1.414,3.453
12.849,1.367,3.44
12.85,1.333,3.419
12.85,1.339,3.151
12.85,1.388,3.435
12.851,1.286,2.949
12.851,1.387,3.539
12.852,1.424,3.715
12.852,1.339,3.568
12.852,1.372,3.584
12.853,1.375,3.357
12.854,1.358,3.243
12.855,1.403,3.47
12.855,1.37,3.48
12.856,1.431,3.594
12.856,1.442,3.468
12.856,1.342,3.413
12.856,1.342,3.262
12.856,1.363,3.207
12.857,1.345,3.267
12.858,1.326,2.968
12.858,1.497,3.833
12.858,1.378,3.568
12.858,1.417,3.431
12.858,1.341,3.475
12.859,1.345,3.471
12.859,1.412,3.517
12.86,1.372,3.466
12.86,1.355,3.229
12.861,1.457,3.803
12.861,1.435,3.321
12.861,1.385,3.184
12.862,1.374,3.504
12.863,1.352,3.256
12.865,1.344,3.176
12.865,1.366,3.289
12.865,1.364,3.591
12.865,1.343,3.231
12.866,1.362,3.268
12.866,1.347,3.494
12.866,1.359,3.269
12.866,1.347,3.312
12.867,1.38,3.421
12.868,1.373,3.231
12.868,1.355,3.011
12.868,1.406,3.267
12.868,1.428,3.604
12.868,1.374,3.507
12.868,1.385,3.081
12.868,1.374,3.482
12.869,1.306,3.23
12.87,1.379,3.008
12.87,1.642,3.875
12.87,1.371,3.132
12.87,1.384,3.471
12.871,1.326,3.352
12.872,1.352,3.326
12.874,1.435,3.631
12.874,1.379,3.488
12.874,1.416,3.188
12.874,0.563,0.95
12.875,1.367,3.258
12.875,1.536,3.63
