M_G,G-RP,BP-RP
8.861,1.051,2.174
12.915,1.338,3.444
13.002,1.346,3.427
9.796,1.126,2.429
9.731,1.136,2.465
4.849,0.594,1.013
14.531,0.58,0.956
11.368,1.172,2.609
7.582,0.923,1.795
13.434,1.386,3.74
15.122,0.635,1.15
10.528,-0.047,-0.062
9.6,1.113,2.371
14.14,1.483,3.426
11.22,1.228,2.855
11.904,1.175,2.628
7.208,0.842,1.583
9.393,1.072,2.237
13.243,1.379,3.673
13.597,0.375,0.618
10.076,1.157,2.544
10.602,1.172,2.611
10.429,1.189,2.652
11.581,1.257,2.982
11.89,1.267,3.022
10.664,1.182,2.592
5.01,0.503,0.841
10.634,1.204,2.738
15.079,1.556,2.939
9.701,1.162,2.565
12.396,1.347,3.517
9.833,1.092,2.304
13.262,1.339,3.397
9.52,1.249,2.936
14.907,1.542,3.241
9.133,1.121,2.407
4.837,0.491,0.81
9.986,1.155,2.534
15.318,0.662,1.212
13.361,1.457,4.168
14.313,1.489,3.683
12.669,1.337,3.419
7.267,0.837,1.586
12.594,1.329,3.392
15.433,0.628,1.254
12.403,1.534,2.94
4.737,0.512,0.849
13.45,1.42,3.72
12.429,1.258,3.062
11.264,1.228,2.864
9.883,1.114,2.381
14.853,1.677,3.553
10.98,1.274,3.079
11.436,1.678,3.04
9.678,1.147,2.508
4.495,0.507,0.84
13.905,1.451,3.876
9.581,1.117,2.387
8.796,1.063,2.207
6.64,0.704,1.261
10.891,1.224,2.831
14.71,0.588,1.077
11.784,1.271,3.06
15.3,1.52,2.654
9.014,1.087,2.28
9.824,1.163,2.559
14.257,0.479,0.868
9.539,1.114,2.381
15.278,1.537,2.604
11.134,1.237,2.893
9.297,1.033,2.115
5.166,0.582,0.994
13.274,2.118,0
13.911,1.451,3.714
9.803,1.238,2.837
15.727,1.568,3.777
10.83,1.178,2.635
8.089,0.941,1.853
6.08,0.582,0.991
14.228,1.477,3.469
11.892,1.251,2.973
12.212,1.264,3.043
15.279,0.409,0.988
13.587,0.303,0.47
15.875,1.513,2.52
7.834,0.975,1.904
9.529,1.239,2.745
10.586,1.178,2.622
10.17,1.185,2.506
13.117,1.34,3.458
13.825,0.39,0.64
10.563,1.232,2.863
13.58,0.333,0.525
12.126,1.34,3.036
15.602,1.492,2.35
9.477,1.138,2.461
11.071,1.184,2.669
13.869,1.453,3.985
10.936,1.185,2.669
10.525,1.139,2.481
10.837,1.183,2.66
3.176,0.634,1.101
10.816,1.237,2.872
14.681,1.485,3.084
4.368,0.488,0.807
11.694,1.358,3.173
11.718,1.211,2.807
2.829,0.295,0.456
12.286,1.295,3.216
6.547,0.709,1.277
12.104,1.274,3.071
9.55,1.1,2.344
11.826,1.27,3.092
10.732,1.316,2.92
12.082,1.29,3.141
13.718,1.426,3.249
11.831,1.253,2.985
15.073,0.431,0.693
11.137,1.239,2.907
8.061,0.928,1.822
10.408,1.159,2.557
5.345,0.582,0.968
5.206,0.565,0.936
10.283,1.122,2.416
10.723,1.219,2.798
12.021,1.282,3.102
13.886,1.692,4.255
11.376,1.585,3.247
8.041,1.023,1.979
13.946,0.422,0.729
13.328,1.365,3.657
12.054,1.292,3.185
8.545,0.982,1.964
8.443,1.021,2.07
10.197,1.494,2.655
11.709,1.252,2.983
9.501,1.173,2.54
11.599,1.213,2.765
12.84,1.376,3.6
11.404,1.271,2.981
13.33,1.405,3.602
11.108,1.214,2.789
5.013,0.508,0.848
11.581,1.232,2.884
4.176,0.429,0.693
7.589,0.897,1.73
14.367,1.507,3.731
12.638,1.373,3.639
12.038,1.277,3.095
9.955,1.144,2.493
10.316,1.217,2.715
10.477,1.232,2.793
12.575,1.297,3.237
14.07,1.451,3.505
16.602,1.609,2.692
14.216,1.43,3.677
9.46,1.036,2.126
13.059,1.443,3.986
12.115,1.264,3.012
14.956,1.763,3.677
5.218,0.543,0.897
12.878,1.35,3.374
5.121,0.589,0.979
10.782,1.145,2.522
11.515,1.23,2.881
9.001,1.016,2.065
3.814,0.476,0.782
9.383,1.092,2.308
7.57,0.872,1.673
9.6,1.097,2.309
11.579,1.244,2.936
11.803,1.267,3.073
13.931,1.469,3.845
5.027,0.509,0.847
4.879,0.499,0.825
13.294,1.388,3.546
6.804,0.788,1.466
11.122,-0.15,-0.201
11.595,1.39,3.306
5.969,0.651,1.147
12.923,0.565,0.329
15.543,1.516,2.654
9.269,1.081,2.262
9.304,1.113,2.33
8.848,1.087,2.219
10.774,1.189,2.674
9.563,1.087,2.296
6.584,0.687,1.221
9.064,1.625,2.16
10.939,1.17,2.607
9.456,1.135,2.455
5.56,0.562,0.952
9.947,1.078,2.254
9.319,1.11,2.362
10.055,1.147,2.51
12.098,1.286,3.145
9.384,1.147,2.506
9.399,1.237,2.321
10.875,1.285,3.122
9.853,1.088,2.294
10.37,1.167,2.596
7.238,0.828,1.558
11.873,1.297,3.151
9.754,1.098,2.325
12.331,1.277,3.115
11.226,1.209,2.792
15.319,0.559,0.742
10.252,1.22,2.799
11.029,1.184,2.658
13.001,1.491,2.865
8.797,1.055,2.187
11.011,1.163,2.58
10.645,1.125,2.434
10.269,1.163,2.576
6.833,0.774,1.428
4.242,0.467,0.763
3.479,0.503,0.816
14.131,1.444,3.596
9.427,1.204,2.689
12.02,1.271,2.896
13.109,1.332,3.332
10.831,1.187,2.678
9.783,1.153,2.53
12.254,1.379,3.682
13.47,1.709,3.082
7.225,0.83,1.564
1.033,0.04,0.047
8.593,1.004,2.028
11.135,1.205,2.737
11.969,1.273,3.082
11.544,1.249,2.932
11.348,1.288,3.025
9.487,1.001,2.023
14.477,1.504,3.565
1.912,0.368,0.58
11.337,1.302,3.204
13.232,1.43,3.806
5.237,0.549,0.933
9.237,1.422,2.409
11.218,1.242,2.9
14.532,1.475,3.443
16.226,1.561,2.493
7.477,0.851,1.618
10.827,1.273,3.042
13.211,1.368,3.628
10.256,1.106,2.362
10.229,1.153,2.533
3.824,0.54,0.737
12.754,2.391,1.118
14.558,1.507,3.769
15.379,1.524,2.901
12.517,2.319,0.904
10.896,1.142,2.497
10.901,1.242,2.903
9.189,1.094,2.18
4.645,0.484,0.799
10.409,1.172,2.61
13.165,1.474,3.304
8.64,1.038,2.13
5.415,0.566,0.964
11.571,1.249,2.953
8.027,0.933,1.833
17.092,1.556,2.983
15.327,1.609,4.248
12.036,1.288,3.15
12.049,1.335,3.271
13.732,1.446,3.89
11.391,1.236,2.884
10.762,1.241,2.917
9.56,1.125,2.42
12.4,1.29,3.151
10.111,1.114,2.383
10.796,1.177,2.626
12.112,1.338,3.413
10.101,1.193,2.63
7.529,0.858,1.638
10.097,1.176,2.62
13.381,1.469,4.296
13.351,1.407,3.794
12.314,1.321,3.269
4.559,0.51,0.849
12.833,1.311,3.336
14.718,0.429,0.841
5.959,0.654,1.154
8.938,1.038,2.126
7.266,0.788,1.453
10.865,1.192,2.692
9.878,1.192,2.68
12.696,1.315,3.303
14.585,0.598,1.124
7.636,0.857,1.631
11.406,1.199,2.71
10.077,1.187,2.673
6.476,0.695,1.242
8.398,1.008,2.035
14.925,1.523,3.078
9.963,1.15,2.516
5.791,0.594,1.022
12.554,1.43,3.182
10.854,1.199,2.724
11.755,1.254,2.977
10.156,1.157,2.544
14.871,1.506,3.877
12.201,1.283,3.143
5.293,0.576,0.979
10.871,1.122,2.439
13.887,1.435,3.547
3.661,0.459,0.741
5.018,0.487,0.795
4.515,0.492,0.815
12.455,1.315,3.282
10.588,1.199,2.729
13.914,0.705,0.984
9.474,1.125,2.42
10.148,1.172,2.605
9.538,1.089,2.293
6.548,0.699,1.254
14.524,0.976,1.367
12.097,1.285,3.15
10.913,1.355,2.696
11.93,1.296,3.205
7.715,0.909,1.763
7.331,0.814,1.522
12.19,1.328,3.157
10.647,1.242,2.902
9.343,1.062,2.206
11.448,1.243,2.939
5.175,0.532,0.898
9.907,1.172,2.604
10.739,1.219,2.818
8.096,0.971,1.933
5.86,0.633,1.109
11.366,1.26,3.036
11.108,1.919,2.839
13.092,1.401,3.573
12.512,1.591,3.745
12.502,1.314,3.293
4.679,0.462,0.753
7.661,0.857,1.634
6.1,0.601,1.034
13.242,1.385,3.562
12.66,1.301,3.215
9.52,1.086,2.284
12.877,1.975,3.545
15.431,0.67,1.085
12.304,1.273,3.118
10.773,1.182,2.659
10.344,1.223,2.826
13.807,1.454,3.532
9.197,1.241,2.441
12.288,1.376,3.586
5.583,0.55,0.933
4.905,0.516,0.861
11.493,1.309,3.1
8.172,0.923,1.802
11.92,1.686,3.175
9.571,1.236,2.795
7.015,0.801,1.492
2.94,0.661,1.163
12.958,1.359,3.337
9.46,1.063,2.205
10.104,1.16,2.554
14.804,1.55,3.491
14.451,0.395,0.71
12.1,1.28,3.106
14.514,0.575,0.969
15.084,0.68,1.062
10.652,1.21,2.759
13.812,0.323,0.526
11.012,1.246,2.932
11.549,1.251,2.974
9.684,1.189,2.628
13.217,1.393,3.542
14.123,0.453,0.73
14.636,1.49,3.838
6.784,0.74,1.346
14.518,1.508,4.543
1.939,0.139,0.204
10.043,1.163,2.572
7.83,1.177,1.835
13.186,1.367,3.631
11.665,1.245,2.929
6.705,0.75,1.373
15.09,1.517,3.473
15.501,1.573,4.013
11.356,1.123,2.447
7.874,0.92,1.798
4.976,0.487,0.803
8.01,0.914,1.777
10.946,1.194,2.71
10.749,1.188,2.665
11.324,1.324,2.839
9.769,1.136,2.471
6.043,0.647,1.138
8.098,1.027,2.093
8.633,1.008,2.04
14.815,0.541,0.936
13.945,1.43,4.041
9.016,1.048,2.161
15.226,0.757,1.264
9.085,1.092,2.3
13.843,0.41,0.705
13.075,1.498,3.199
6.469,0.699,1.25
11.99,1.28,3.056
1.795,0.122,0.171
12.227,1.271,3.047
6.919,0.846,1.596
8.077,0.965,1.906
10.671,1.213,2.786
6.493,0.671,1.183
11.425,1.227,2.861
10.842,1.183,2.665
11.442,1.209,2.76
10.95,1.193,2.692
11.018,1.205,2.743
11.011,1.199,2.581
14.047,0.305,0.56
10.271,1.172,2.603
8.368,0.996,2.005
11.863,1.3,3.185
11.702,1.291,3.047
13.166,1.391,3.584
7.521,0.906,1.757
8.942,1.029,2.107
11.979,1.29,3.126
11.213,1.149,2.524
13.172,1.649,2.128
4.441,0.455,0.74
10.681,1.193,2.696
13.354,1.381,3.68
10.354,1.176,2.613
5.485,0.548,0.928
7.674,0.903,1.752
11.314,1.245,2.936
11.563,1.245,2.94
6.693,0.736,1.334
12.152,1.251,3.021
12.463,1.313,3.292
11.312,1.287,3.028
10.85,1.185,2.677
6.497,0.785,1.445
10.469,1.152,2.522
9.08,1.11,2.364
15.599,1.856,1.456
11.771,1.283,3.149
13.722,1.468,3.623
10.993,1.21,2.762
8.107,0.983,1.972
10.243,1.17,2.602
11.524,-0.07,-0.076
10.551,1.245,2.859
15.48,0.34,1.184
15.252,1.532,2.635
7.265,0.96,1.891
9.343,1.107,2.358
12.198,1.341,3.523
13.172,0.275,0.442
0.427,0.596,1.034
4.631,0.482,0.795
11.386,1.318,3.268
3.692,0.399,0.635
3.099,0.376,0.596
10.742,1.184,2.663
5.864,0.611,1.057
12.213,1.252,3.036
11.642,1.195,2.717
11.385,1.203,2.725
7.15,0.798,1.486
15.494,1.549,3.651
13.537,1.433,4.012
13.735,1.46,3.596
5.053,0.509,0.849
7.563,0.862,1.645
8.703,1.042,2.134
11.091,1.223,2.838
9.708,1.087,2.296
14.251,1.283,1.046
14.613,1.406,1.004
9.814,1.139,2.476
10.459,1.166,2.582
10.082,1.157,2.536
9.663,1.122,2.415
3.532,0.422,0.675
10.537,1.181,2.641
9.58,1.136,2.457
5.259,0.558,0.952
5.954,0.606,1.05
10.166,1.161,2.571
10.27,1.161,2.557
11.832,1.187,2.693
10.47,1.236,2.893
10.45,1.132,2.455
6.324,0.663,1.169
13.131,1.376,3.387
6.479,0.722,1.307
3.553,0.374,0.592
14.552,1.486,3.696
12.248,1.292,3.207
7.517,0.879,1.686
9.894,1.189,2.673
9.692,1.138,2.475
12.841,1.329,3.427
13.468,1.491,3.632
10.481,1.174,2.598
9.865,1.128,2.432
10.948,1.226,2.853
10.505,1.274,2.717
6.078,0.612,1.049
12.429,1.313,3.238
10.731,1.143,2.503
10.975,1.193,2.709
14.813,1.497,3.368
11.823,1.297,3.17
10.5,1.148,2.516
12.211,1.608,3.339
10.116,1.198,2.648
10.793,1.254,2.755
12.569,1.305,3.217
12.589,1.332,3.375
11.176,-0.079,-0.094
9.064,1.072,2.24
8.975,1.056,2.186
7.098,0.804,1.506
14.966,0.719,1.441
1.468,0.279,0.431
7.012,0.802,1.493
6.341,0.678,1.203
11.348,1.246,2.954
12.492,1.323,3.349
10.353,1.193,2.689
9.208,1.138,2.442
6.352,0.683,1.214
12.234,1.306,3.253
3.911,0.441,0.712
9.662,1.141,2.474
9.587,1.058,2.196
7.302,0.82,1.535
6.649,0.74,1.345
6.823,0.715,1.285
12.962,1.358,3.546
8.686,1.005,2.03
11.706,1.252,2.968
13.114,1.372,3.48
12.622,1.322,3.329
14.956,1.842,2.409
13.487,1.414,3.917
14.703,0.664,1.165
11.266,1.166,2.585
12.967,0.167,0.278
10.944,1.206,2.741
11.788,1.28,3.115
10.551,1.23,2.846
7.735,1.034,1.895
6.261,0.67,1.181
10.723,1.185,2.652
9.407,1.106,2.357
15.589,1.57,2.775
9.597,1.193,2.56
15.902,0.907,1.52
15.027,1.537,4.824
10.958,-0.171,-0.25
8.047,0.917,1.786
9.351,1.313,2.671
12.135,1.296,3.189
13.322,1.374,3.722
12.152,1.286,3.173
6.591,0.729,1.324
10.789,1.145,2.506
15.958,1.591,3.007
9.724,1.081,2.269
15.776,1.596,2.356
10.339,1.267,2.927
9.776,1.13,2.443
7.404,0.851,1.616
11.096,1.217,2.796
14.432,0.432,0.773
11.082,1.205,2.748
4.695,0.46,0.747
13.954,1.455,3.721
11.038,1.157,2.548
10.39,1.253,2.965
12.943,1.356,3.342
10.878,1.169,2.594
10.197,1.19,2.684
16.133,1.609,2.639
12.933,1.525,3.577
8.201,0.946,1.866
4.385,0.439,0.71
14.907,1.727,4.382
7.806,0.918,1.791
8.682,1.06,2.192
1.111,0.1,0.146
11.15,1.276,3.061
13.621,1.406,3.839
12.121,1.327,3.211
12.299,1.305,3.263
10.163,1.072,2.244
10.072,1.128,2.44
12.958,1.374,3.516
14.838,1.539,3.689
9.875,1.13,2.439
14.769,0.815,1.274
12.436,1.342,3.405
3.873,0.425,0.683
10.203,1.187,2.674
11.959,1.273,3.086
6.447,0.717,1.294
3.453,0.447,0.716
11.83,1.236,2.873
10.472,1.198,2.713
11.145,1.245,2.942
9.065,1.046,2.151
12.41,1.265,3.054
6.41,0.667,1.177
11.867,1.213,2.798
13.828,1.443,3.83
5.444,1.092,1.031
5.049,0.863,0.998
14.721,1.522,4.099
10.56,1.259,2.98
11.103,1.3,3.146
10.002,1.181,2.629
11.045,1.262,3.001
11.577,1.236,2.898
13.082,1.337,3.443
13.157,1.372,3.606
15.464,0.807,1.677
15.536,0.818,1.558
8.803,1.053,2.165
12.688,1.343,3.417
9.045,1.044,2.151
10.508,1.203,2.738
-0.952,0.739,1.376
10.391,1.174,2.593
15.168,0.755,1.404
12.074,1.304,3.241
6.948,0.783,1.448
7.136,0.915,1.775
3.976,0.496,0.816
4.503,0.479,0.78
14.692,1.514,3.127
10.089,1.13,2.445
11.836,1.251,3.02
13.266,1.386,3.79
9.128,1.092,2.296
12.897,1.351,3.607
11.585,1.259,3.002
11.078,1.287,3.079
9.085,1.059,2.193
9.555,1.142,2.484
16.688,1.597,2.091
5.96,0.635,1.11
12.202,1.274,3.086
11.872,1.3,3.195
10.626,1.188,2.676
14.627,1.488,4.246
11.718,1.297,3.177
7.016,0.792,1.473
14.382,0.528,0.942
10.397,1.485,2.736
8.733,1.064,2.213
13.557,1.423,3.506
10.094,1.17,2.594
6.839,0.798,1.446
10.273,1.121,2.405
2.616,0.34,0.536
9.903,1.177,2.616
4.006,0.489,0.785
11.43,1.238,2.915
10.521,1.178,2.641
12.674,1.315,3.301
14.916,0.615,1.14
13.986,1.42,3.535
11.332,1.261,3.016
10.786,1.229,2.849
12.211,1.231,2.851
9.85,1.118,2.392
10.762,1.199,2.728
11.104,1.211,2.777
10.975,1.24,2.916
13.913,0.292,0.475
9.983,1.2,2.716
9.535,1.191,2.621
12.472,1.321,3.331
10.265,1.197,2.707
10.517,1.203,2.749
11.82,1.32,3.329
5.084,0.52,0.862
8.419,1.074,2.234
9.96,1.183,2.647
13.924,1.517,3.971
13.025,0.012,0.07
11.651,1.337,2.976
11.195,1.224,2.848
10.27,1.177,2.628
14.775,1.545,3.19
8.186,0.985,1.965
12.391,-0.022,-0.04
10.58,1.223,2.832
8.761,1.063,2.204
10.498,1.201,2.722
3.606,0.566,0.953
5.9,0.602,1.044
10.146,1.206,2.751
13.037,1.893,3.534
9.086,1.075,2.241
14.074,1.434,3.258
9.026,1.068,2.223
9.877,1.161,2.55
6.714,0.753,1.379
10.76,1.179,2.641
10.527,1.152,2.532
9.693,1.168,2.58
13.735,1.42,3.994
9.958,1.061,2.199
10.106,1.16,2.535
15.244,1.486,2.664
3.766,0.53,0.891
10.64,1.245,2.864
11.092,1.976,2.84
11.421,1.983,2.844
3.382,0.453,0.728
3.885,0.43,0.697
13.014,1.395,3.648
10.775,1.218,2.815
3.183,0.353,0.552
11.449,1.268,3.042
14.386,1.478,3.392
11.593,1.354,3.029
8.662,1.033,2.109
6.779,0.823,1.451
13.993,1.459,3.679
13.204,0.261,0.429
10.228,1.225,2.584
14.41,1.472,4.436
11.268,1.235,2.843
11.941,1.28,3.005
9.419,1.075,2.244
11.189,1.226,2.73
14.59,1.472,3.093
5.041,0.514,0.856
6.568,0.764,1.237
15.193,1.528,2.71
8.199,0.97,1.924
11.688,1.284,3.106
9.955,1.079,2.257
8.94,1.032,2.111
14.317,1.481,3.486
5.927,1.665,1.097
5.637,1.167,1.082
14.027,1.468,3.741
8.829,1.166,2.533
13.982,2.112,3.321
7.835,1.187,1.925
7.142,1.039,1.687
14.175,0.231,0.513
13.979,0.299,0.514
10.778,1.234,2.872
14.231,1.518,3.729
9.694,1.122,2.406
2.467,0.361,0.566
3.082,0.43,0.69
14.331,0.349,0.646
10.153,1.108,2.365
10.462,1.224,2.77
10.819,1.187,2.671
10.327,1.187,2.654
7.234,0.848,1.574
10.452,1.169,2.596
9.237,1.11,2.368
8.375,0.977,1.959
9.061,1.222,2.254
11.012,1.251,2.946
11.359,1.326,2.769
8.887,1.06,2.187
5.262,0.58,0.992
5.553,0.614,1.062
6.571,0.696,1.243
11.175,1.234,2.89
14.962,1.552,3.745
7.729,0.936,1.832
4.157,0.417,0.667
7.51,0.865,1.64
2.516,0.306,0.443
13.838,1.424,3.349
11.472,1.247,2.941
4.189,0.453,0.735
10.639,1.21,2.764
11.502,1.277,3.105
14.596,1.464,2.95
15.258,0.734,1.255
14.517,1.483,4.465
6.516,0.702,1.258
13.376,1.373,3.651
8.886,1.615,2.321
14.997,1.537,2.743
12.324,1.31,3.279
13.03,1.361,3.432
8.709,1.126,2.319
9.46,1.096,2.321
4.529,0.49,0.812
8.491,1.031,2.103
4.769,0.538,0.836
4.587,0.499,0.78
9.042,1.008,2.038
11.317,1.17,2.605
13.052,1.378,3.508
11.368,1.193,2.698
11.78,1.234,2.894
13.849,1.441,4.271
9.468,1.193,2.404
11.686,1.241,2.906
11.187,1.171,2.605
13.089,1.351,3.361
14.825,0.549,1.009
14.427,0.497,0.851
4.532,0.467,0.764
11.59,1.232,2.871
12.107,1.385,3.556
13.15,1.441,3.569
9.974,1.136,2.462
9.149,1.111,2.359
10.578,1.173,2.621
7.52,0.857,1.63
11.22,1.274,2.928
15.956,1.588,2.719
15.506,1.58,2.072
8.699,1.011,2.049
7.952,0.924,1.811
11.536,1.25,2.977
12.333,1.31,3.304
7.62,0.869,1.666
9.08,1.052,2.172
10.018,1.316,2.424
12.543,1.33,3.397
13.478,1.403,3.58
12.28,1.319,3.347
8.747,1.029,2.1
10.119,1.47,2.736
9.768,1.138,2.459
4.699,0.538,0.812
11.968,1.285,3.121
11.297,1.312,3.08
15.728,1.488,2.267
8.8,1.023,2.089
11.09,1.209,2.768
2.559,0.24,0.363
10.939,1.204,2.742
8.498,0.998,2.008
8.903,1.119,2.339
10.931,1.203,2.746
9.313,1.074,2.248
11.891,1.23,2.912
13.849,2.492,2.014
8.2,0.962,1.905
10.021,1.134,2.449
10.559,1.257,2.943
13.414,1.513,3.785
3.59,0.492,0.809
14.372,1.463,3.497
10.773,1.187,2.691
9.016,1.072,2.234
15.491,1.551,3.84
10.12,1.18,2.63
19.201,2.265,3.352
13.24,1.493,4.263
11.249,1.205,2.76
10.315,1.112,2.382
9.53,1.097,2.323
13.09,1.406,3.498
10.608,1.2,2.725
15.931,1.416,2.167
5.81,0.613,1.061
6.008,0.639,1.116
10.84,1.127,2.436
5.357,0.552,0.933
6.392,0.797,1.302
14.727,1.508,3.306
11.025,1.221,2.815
9.488,1.168,2.578
9.405,1.111,2.298
15.821,1.542,3.061
14.701,1.494,2.732
9.917,1.092,2.3
4.316,0.513,0.858
7.947,0.946,1.86
11.329,1.255,2.963
13.844,0.394,0.659
13.133,1.395,3.563
10.986,1.19,2.696
12.451,1.328,3.327
12.766,1.367,3.505
10.28,1.205,2.738
12.005,1.265,3.021
11.46,1.2,2.728
3.952,0.451,0.714
5.364,0.541,0.912
10.295,1.181,2.642
5.177,0.618,1.033
7.908,0.982,1.96
11.825,1.26,3.014
10.843,1.308,2.863
7.768,0.904,1.753
4.964,0.508,0.845
11.833,1.263,3.009
5.707,0.581,0.999
13.218,1.556,2.804
14.99,1.588,2.753
2.742,0.292,0.448
5.988,0.67,1.186
10.473,1.182,2.668
13.306,1.396,3.599
12.633,1.367,3.579
15.083,0.635,0.965
4.78,0.876,0.995
11.903,1.296,3.158
10.548,1.149,2.519
8.914,1.063,2.202
9.768,1.146,2.499
12.789,1.363,3.47
11.063,1.195,2.705
10.273,1.181,2.629
14.096,1.427,3.717
12.078,1.278,3.115
13.213,1.355,3.498
11.78,1.277,3.061
10.105,1.163,2.573
4.887,0.513,0.851
11.336,1.241,2.915
11.705,1.328,3.367
6.044,0.656,1.156
5.256,0.588,0.942
10.571,1.206,2.685
13.695,1.488,4.23
4.37,0.456,0.744
5.413,0.623,1.081
9.222,1.079,2.259
10.767,1.167,2.594
7.116,0.922,1.539
14.093,1.409,3.384
10.87,1.277,3.087
4.291,0.455,0.743
13.489,1.671,4.137
10.364,1.2,2.722
10.232,1.19,2.669
9.897,1.199,2.679
11.791,1.277,3.069
12.794,1.338,3.365
15.203,1.545,3.949
14.56,1.503,3.039
11.029,1.139,2.486
13.125,1.492,3.498
12.013,1.775,3.44
11.666,1.374,3.087
7.413,0.911,1.765
8.188,0.964,1.912
5.008,0.541,0.91
13.117,1.39,3.531
8.94,1.086,2.237
13.84,1.453,3.761
10.357,1.215,2.707
9.658,1.055,2.187
11.655,1.184,2.666
14.133,1.474,3.526
5.725,0.685,1.096
8.251,0.992,1.99
6.801,0.745,1.355
12.157,1.289,3.129
5.058,0.529,0.88
10.934,1.197,2.697
13.853,1.442,3.929
12.311,1.318,3.268
11.234,1.215,2.791
4.121,0.496,0.82
15.765,1.595,4.307
3.69,0.452,0.735
15.109,1.487,3.107
8.468,0.975,1.949
3.504,0.385,0.608
9.145,1.154,2.535
6.895,1.278,1.466
7.31,1.646,1.5
12.222,1.308,3.268
5.631,0.566,0.959
14.625,1.492,3.774
14.71,0.559,0.994
12.911,0.248,0.403
10.73,1.206,2.736
10.035,1.206,2.745
10.386,1.197,2.713
7.061,0.921,1.78
8.92,1.019,2.07
8.772,1.038,2.129
8.276,1.035,2.116
11.067,1.19,2.672
12.819,1.395,3.469
15.749,1.57,2.383
3.796,0.499,0.831
12.238,1.306,3.219
15.156,0.725,1.011
9.265,1.098,2.324
5.865,0.691,1.225
5.244,0.613,1.056
15.532,1.719,1.931
9.326,1.095,2.324
13.704,0.377,0.657
10.889,1.733,2.662
10.782,1.829,2.767
6.674,0.735,1.31
-0.566,0.014,-0.009
7.46,0.905,1.72
11.974,1.352,3.211
7.943,0.935,1.829
2.213,0.18,0.266
13.029,1.344,3.608
9.888,1.133,2.45
9.624,1.116,2.383
11.869,1.246,2.955
4.962,0.492,0.81
12.469,1.145,2.538
13.189,1.354,3.384
13.648,1.478,3.552
8.938,1.072,2.234
7.62,0.864,1.627
12.491,1.313,3.289
10.972,1.307,3.093
12.177,1.276,3.117
8.757,1.03,2.064
3.779,0.585,0.649
6.396,0.707,1.257
7.958,0.931,1.822
7.473,0.986,1.968
9.131,1.162,2.571
10.491,1.271,2.753
9.532,1.145,2.456
9.824,1.171,2.54
8.831,1.094,2.302
12.159,1.315,3.281
2.136,0.279,0.427
8.715,1.088,2.282
8.289,0.965,1.918
15.038,1.528,3.841
8.833,1.037,2.128
13.869,1.445,3.771
12.32,1.288,3.169
11.34,-0.1,-0.136
15.057,0.681,1.156
-0.487,0.439,1.2
13.459,1.415,3.406
14.485,0.561,1.077
11.08,1.248,2.947
12.796,1.342,3.341
5.32,0.567,0.965
11.194,1.269,3.053
10.978,1.189,2.68
9.052,0.992,1.999
15.721,1.455,2.379
13.039,1.357,3.553
5.836,0.608,1.052
11.964,1.303,3.208
11.053,1.201,2.71
15.543,1.25,2.142
10.995,-0.137,-0.196
6.296,0.691,1.236
13.007,1.334,3.479
4.527,0.531,0.881
12.547,1.333,3.426
2.978,0.37,0.583
1.56,0.692,1.221
15.041,1.568,2.637
12.023,1.287,3.209
5.277,0.553,0.937
9.589,1.114,2.379
11.119,1.271,2.981
11.065,1.237,2.788
13.327,0.249,0.381
9.64,1.11,2.371
13.891,1.47,4.074
12.035,1.275,3.096
13.742,1.411,3.871
10.402,1.149,2.521
10.179,1.121,2.411
7.161,0.803,1.496
15.366,1.381,1.464
10.578,1.155,2.551
10.972,1.229,2.859
8.687,1.052,2.176
11.814,1.526,2.948
1.655,0.698,1.243
12.03,1.464,3.525
13.189,1.351,3.55
9.957,1.125,2.397
6.556,0.704,1.258
11.582,1.273,3.067
11.71,1.28,3.109
10.232,1.21,2.768
9.668,1.187,2.59
13.793,1.437,3.834
13.142,1.347,3.512
4.285,0.516,0.862
13.409,1.379,3.731
7.036,0.774,1.426
7.795,0.893,1.725
9.591,1.088,2.294
14.144,1.478,3.577
9.171,1.121,2.385
11.942,1.295,3.169
5.495,1.341,0.907
14.686,0.566,0.983
12.694,1.156,2.583
12.355,1.314,3.282
12.014,1.265,3.083
9.403,1.096,2.324
12.065,1.297,3.225
10.617,1.185,2.663
12.327,1.286,3.152
9.931,1.124,2.42
13.072,1.394,3.539
10.02,1.173,2.61
4.134,0.429,0.692
11.527,1.259,3.014
15.008,1.502,3.958
10.761,1.226,2.844
10.958,1.206,2.774
11.49,1.239,2.888
8.384,1.128,1.664
9.272,1.109,2.368
14.418,0.487,0.841
10.938,1.241,2.897
10.847,1.23,2.784
10.834,1.186,2.672
14.039,0.448,0.756
10.773,1.243,2.914
3.846,0.406,0.646
12.664,1.317,3.307
7.508,0.892,1.723
6.113,0.625,1.084
10.673,1.159,2.531
5.699,0.589,1.011
13.041,0.496,0.821
7.135,0.805,1.504
3.438,0.575,0.708
3.418,0.434,0.609
9.465,1.295,2.861
15.054,0.629,1.03
10.061,1.154,2.52
12.952,1.373,3.619
11.601,1.181,2.646
12.814,1.278,3.199
12.332,1.331,3.182
11.799,1.371,2.669
5.778,0.715,1.271
4.097,0.435,0.702
15.106,1.265,2.567
7.742,0.924,1.807
12.946,1.354,3.501
10.74,1.197,2.717
8.32,0.982,1.966
14.325,1.519,4.373
5.435,0.604,1.048
14.788,0.603,0.973
15.25,1.583,3.413
