Teff,U,B,V,R,I,J,H,K,u,g,r,i,z,G,BP,RP,U-B,B-V,V-R,R-I,J-H,H-K,u-g,g-r,r-i,i-z,V-J,r-J,G-RP,BP-RP,Log g,Mass,Age
12500.0,10.459,11.024,10.914,10.962,10.992,11.132,11.158,11.198,11.305,10.858,11.076,11.31,11.572,10.971,10.958,11.01,-0.565,0.11,-0.048,-0.03,-0.026,-0.04,0.447,-0.218,-0.234,-0.262,-0.218,-0.056,-0.039,-0.052,7.5,0.366,1.846E8
13000.0,10.354,10.931,10.84,10.898,10.939,11.09,11.12,11.161,11.2,10.771,11.009,11.254,11.522,10.898,10.876,10.954,-0.577,0.091,-0.058,-0.041,-0.03,-0.041,0.429,-0.238,-0.245,-0.268,-0.25,-0.081,-0.056,-0.078,7.5,0.368,1.628E8
13500.0,10.241,10.839,10.767,10.832,10.882,11.045,11.08,11.123,11.087,10.686,10.941,11.195,11.468,10.824,10.795,10.895,-0.598,0.072,-0.065,-0.05,-0.035,-0.043,0.401,-0.255,-0.254,-0.273,-0.278,-0.104,-0.071,-0.1,7.5,0.37,1.438E8
14000.0,10.128,10.751,10.698,10.769,10.826,10.999,11.039,11.084,10.975,10.605,10.876,11.137,11.415,10.754,10.717,10.836,-0.623,0.053,-0.071,-0.057,-0.04,-0.045,0.37,-0.271,-0.261,-0.278,-0.301,-0.123,-0.082,-0.119,7.5,0.372,1.272E8
14500.0,10.019,10.667,10.633,10.707,10.772,10.955,10.999,11.046,10.865,10.529,10.813,11.081,11.363,10.686,10.643,10.779,-0.648,0.034,-0.074,-0.065,-0.044,-0.047,0.336,-0.284,-0.268,-0.282,-0.322,-0.142,-0.093,-0.136,7.5,0.373,1.126E8
15000.0,9.913,10.588,10.57,10.649,10.719,10.912,10.959,11.008,10.759,10.456,10.753,11.026,11.312,10.621,10.572,10.724,-0.675,0.018,-0.079,-0.07,-0.047,-0.049,0.303,-0.297,-0.273,-0.286,-0.342,-0.159,-0.103,-0.152,7.5,0.375,9.982E7
15500.0,9.811,10.512,10.509,10.591,10.667,10.869,10.92,10.971,10.657,10.386,10.694,10.973,11.262,10.558,10.503,10.67,-0.701,0.003,-0.082,-0.076,-0.051,-0.051,0.271,-0.308,-0.279,-0.289,-0.36,-0.175,-0.112,-0.167,7.5,0.377,8.868E7
16000.0,9.712,10.44,10.451,10.536,10.617,10.827,10.881,10.935,10.559,10.319,10.637,10.921,11.213,10.497,10.437,10.618,-0.728,-0.011,-0.085,-0.081,-0.054,-0.054,0.24,-0.318,-0.284,-0.292,-0.376,-0.19,-0.121,-0.181,7.5,0.379,7.89E7
16500.0,9.617,10.37,10.394,10.481,10.567,10.786,10.843,10.899,10.463,10.254,10.582,10.87,11.165,10.439,10.373,10.567,-0.753,-0.024,-0.087,-0.086,-0.057,-0.056,0.209,-0.328,-0.288,-0.295,-0.392,-0.204,-0.128,-0.194,7.5,0.381,7.048E7
17000.0,9.526,10.303,10.338,10.429,10.519,10.746,10.806,10.864,10.372,10.192,10.529,10.821,11.119,10.382,10.311,10.518,-0.777,-0.035,-0.091,-0.09,-0.06,-0.058,0.18,-0.337,-0.292,-0.298,-0.408,-0.217,-0.136,-0.207,7.5,0.383,6.316E7
20000.0,9.037,9.938,10.033,10.138,10.251,10.52,10.594,10.663,9.882,9.853,10.233,10.547,10.859,10.067,9.973,10.242,-0.901,-0.095,-0.105,-0.113,-0.074,-0.069,0.029,-0.38,-0.314,-0.312,-0.487,-0.287,-0.175,-0.269,7.5,0.394,3.171E7
25000.0,8.38,9.428,9.596,9.72,9.863,10.186,10.279,10.364,9.224,9.373,9.809,10.15,10.482,9.618,9.493,9.844,-1.048,-0.168,-0.124,-0.143,-0.093,-0.085,-0.149,-0.436,-0.341,-0.332,-0.59,-0.377,-0.226,-0.351,7.5,0.411,1.675E7
30000.0,7.798,8.957,9.182,9.32,9.486,9.852,9.961,10.061,8.642,8.927,9.404,9.766,10.113,9.193,9.044,9.459,-1.159,-0.225,-0.138,-0.166,-0.109,-0.1,-0.285,-0.477,-0.362,-0.347,-0.67,-0.448,-0.266,-0.415,7.5,0.428,9661000.0
35000.0,7.335,8.562,8.829,8.97,9.146,9.533,9.648,9.748,8.179,8.549,9.052,9.424,9.777,8.828,8.664,9.115,-1.227,-0.267,-0.141,-0.176,-0.115,-0.1,-0.37,-0.503,-0.372,-0.353,-0.704,-0.481,-0.287,-0.451,7.5,0.45,4587000.0
40000.0,7.058,8.318,8.605,8.75,8.93,9.327,9.443,9.542,7.903,8.314,8.83,9.208,9.563,8.599,8.427,8.897,-1.26,-0.287,-0.145,-0.18,-0.116,-0.099,-0.411,-0.516,-0.378,-0.355,-0.722,-0.497,-0.298,-0.47,7.5,0.464,3095000.0
45000.0,6.855,8.134,8.434,8.58,8.764,9.166,9.282,9.381,7.7,8.135,8.66,9.041,9.398,8.424,8.248,8.729,-1.279,-0.3,-0.146,-0.184,-0.116,-0.099,-0.435,-0.525,-0.381,-0.357,-0.732,-0.506,-0.305,-0.481,7.5,0.48,2248000.0
50000.0,6.689,7.981,8.29,8.438,8.624,9.029,9.146,9.244,7.533,7.986,8.517,8.9,9.258,8.278,8.098,8.588,-1.292,-0.309,-0.148,-0.186,-0.117,-0.098,-0.453,-0.531,-0.383,-0.358,-0.739,-0.512,-0.31,-0.49,7.5,0.496,1691000.0
55000.0,6.545,7.848,8.164,8.312,8.501,8.907,9.025,9.124,7.39,7.855,8.391,8.776,9.135,8.149,7.967,8.464,-1.303,-0.316,-0.148,-0.189,-0.118,-0.099,-0.465,-0.536,-0.385,-0.359,-0.743,-0.516,-0.315,-0.497,7.5,0.512,1286000.0
60000.0,6.419,7.729,8.051,8.2,8.39,8.799,8.917,9.015,7.263,7.739,8.279,8.665,9.025,8.035,7.85,8.353,-1.31,-0.322,-0.149,-0.19,-0.118,-0.098,-0.476,-0.54,-0.386,-0.36,-0.748,-0.52,-0.318,-0.503,7.5,0.527,963300.0
65000.0,6.305,7.622,7.948,8.099,8.29,8.7,8.819,8.917,7.15,7.633,8.177,8.565,8.925,7.931,7.745,8.252,-1.317,-0.326,-0.151,-0.191,-0.119,-0.098,-0.483,-0.544,-0.388,-0.36,-0.752,-0.523,-0.321,-0.507,7.5,0.541,740200.0
70000.0,6.201,7.523,7.854,8.005,8.197,8.609,8.728,8.826,7.046,7.537,8.083,8.472,8.832,7.836,7.648,8.159,-1.322,-0.331,-0.151,-0.192,-0.119,-0.098,-0.491,-0.546,-0.389,-0.36,-0.755,-0.526,-0.323,-0.511,7.5,0.555,568400.0
75000.0,6.104,7.431,7.766,7.918,8.111,8.524,8.643,8.741,6.949,7.446,7.995,8.385,8.746,7.746,7.557,8.072,-1.327,-0.335,-0.152,-0.193,-0.119,-0.098,-0.497,-0.549,-0.39,-0.361,-0.758,-0.529,-0.326,-0.515,7.5,0.569,447000.0
80000.0,6.011,7.342,7.679,7.832,8.026,8.44,8.56,8.658,6.856,7.358,7.909,8.3,8.662,7.659,7.469,7.987,-1.331,-0.337,-0.153,-0.194,-0.12,-0.098,-0.502,-0.551,-0.391,-0.362,-0.761,-0.531,-0.328,-0.518,7.5,0.583,353600.0
85000.0,5.921,7.256,7.596,7.749,7.944,8.359,8.479,8.577,6.766,7.273,7.826,8.218,8.58,7.575,7.384,7.905,-1.335,-0.34,-0.153,-0.195,-0.12,-0.098,-0.507,-0.553,-0.392,-0.362,-0.763,-0.533,-0.33,-0.521,7.5,0.599,272800.0
90000.0,5.836,7.175,7.518,7.671,7.867,8.283,8.403,8.501,6.682,7.193,7.748,8.141,8.503,7.496,7.304,7.827,-1.339,-0.343,-0.153,-0.196,-0.12,-0.098,-0.511,-0.555,-0.393,-0.362,-0.765,-0.535,-0.331,-0.523,7.5,0.613,205600.0
100000.0,5.684,7.027,7.375,7.529,7.726,8.144,8.265,8.363,6.529,7.047,7.606,8.0,8.363,7.352,7.158,7.686,-1.343,-0.348,-0.154,-0.197,-0.121,-0.098,-0.518,-0.559,-0.394,-0.363,-0.769,-0.538,-0.334,-0.528,7.5,0.639,124100.0
110000.0,5.54,6.888,7.239,7.395,7.593,8.012,8.133,8.232,6.385,6.909,7.471,7.866,8.23,7.215,7.02,7.552,-1.348,-0.351,-0.156,-0.198,-0.121,-0.099,-0.524,-0.562,-0.395,-0.364,-0.773,-0.541,-0.337,-0.532,7.5,0.667,89360.0
120000.0,5.4,6.752,7.107,7.263,7.462,7.883,8.005,8.104,6.246,6.775,7.339,7.735,8.1,7.082,6.885,7.421,-1.352,-0.355,-0.156,-0.199,-0.122,-0.099,-0.529,-0.564,-0.396,-0.365,-0.776,-0.544,-0.339,-0.536,7.5,0.699,72940.0
130000.0,5.284,6.64,6.997,7.154,7.355,7.777,7.9,7.999,6.13,6.664,7.23,7.627,7.992,6.972,6.774,7.313,-1.356,-0.357,-0.157,-0.201,-0.123,-0.099,-0.534,-0.566,-0.397,-0.365,-0.78,-0.547,-0.341,-0.539,7.5,0.72,61320.0
140000.0,5.177,6.536,6.895,7.053,7.255,7.678,7.802,7.901,6.023,6.56,7.129,7.527,7.893,6.869,6.67,7.213,-1.359,-0.359,-0.158,-0.202,-0.124,-0.099,-0.537,-0.569,-0.398,-0.366,-0.783,-0.549,-0.344,-0.543,7.5,0.739,41680.0
1500.0,23.196,21.025,18.809,18.727,20.472,20.459,20.453,22.092,24.19,19.861,18.598,20.752,20.395,19.276,19.259,19.748,2.171,2.216,0.082,-1.745,0.006,-1.639,4.329,1.263,-2.154,0.357,-1.65,-1.861,-0.472,-0.489,8.0,0.575,1.48100004E10
1750.0,22.662,20.628,18.415,18.137,19.353,19.385,19.495,20.697,23.636,19.494,18.04,19.672,19.424,18.716,18.797,18.827,2.034,2.213,0.278,-1.216,-0.11,-1.202,4.142,1.454,-1.632,0.248,-0.97,-1.345,-0.111,-0.03,8.0,0.575,1.41299999E10
2000.0,22.163,20.264,18.098,17.648,18.398,18.538,18.754,19.657,23.121,19.172,17.602,18.734,18.588,18.222,18.426,18.037,1.899,2.166,0.45,-0.75,-0.216,-0.903,3.949,1.57,-1.132,0.146,-0.44,-0.936,0.185,0.389,8.0,0.575,1.35000003E10
2250.0,21.702,19.934,17.838,17.25,17.59,17.789,18.076,18.752,22.644,18.887,17.271,17.952,17.867,17.792,18.133,17.379,1.768,2.096,0.588,-0.34,-0.287,-0.676,3.757,1.616,-0.681,0.085,0.049,-0.518,0.413,0.754,8.0,0.575,1.29100001E10
2500.0,21.273,19.629,17.613,16.917,16.91,17.122,17.469,17.972,22.202,18.625,17.015,17.308,17.247,17.411,17.89,16.827,1.644,2.016,0.696,0.007,-0.347,-0.503,3.577,1.61,-0.293,0.061,0.491,-0.107,0.584,1.063,8.0,0.575,1.23500001E10
2750.0,20.858,19.332,17.402,16.629,16.339,16.535,16.914,17.312,21.774,18.373,16.801,16.782,16.711,17.067,17.672,16.359,1.526,1.93,0.773,0.29,-0.379,-0.398,3.401,1.572,0.019,0.071,0.867,0.266,0.708,1.313,8.0,0.575,1.18099999E10
3000.0,20.444,19.036,17.198,16.379,15.879,15.999,16.389,16.676,21.349,18.122,16.611,16.37,16.259,16.764,17.465,15.972,1.408,1.838,0.819,0.5,-0.39,-0.287,3.227,1.511,0.241,0.111,1.199,0.612,0.792,1.493,8.0,0.575,1.12999997E10
3250.0,20.015,18.727,16.988,16.156,15.526,15.495,15.865,16.084,20.908,17.861,16.427,16.053,15.892,16.499,17.255,15.659,1.288,1.739,0.832,0.63,-0.37,-0.219,3.047,1.434,0.374,0.161,1.493,0.932,0.84,1.596,8.0,0.576,1.08100004E10
3500.0,19.563,18.401,16.768,15.952,15.263,15.031,15.342,15.504,20.445,17.586,16.24,15.809,15.608,16.266,17.034,15.41,1.162,1.633,0.816,0.689,-0.311,-0.162,2.859,1.346,0.431,0.201,1.737,1.209,0.856,1.624,8.0,0.576,1.02700001E10
3750.0,19.073,18.048,16.53,15.75,15.052,14.62,14.833,14.944,19.945,17.287,16.039,15.603,15.383,16.048,16.795,15.201,1.025,1.518,0.78,0.698,-0.213,-0.111,2.658,1.248,0.436,0.22,1.91,1.419,0.847,1.594,8.0,0.576,9.6449997E9
4000.0,18.564,17.68,16.282,15.549,14.868,14.297,14.368,14.412,19.426,16.975,15.83,15.415,15.197,15.836,16.542,15.013,0.884,1.398,0.733,0.681,-0.071,-0.044,2.451,1.145,0.415,0.218,1.985,1.533,0.823,1.529,8.0,0.576,9.0130002E9
4250.0,17.998,17.272,16.005,15.327,14.681,14.054,13.969,13.97,18.85,16.629,15.597,15.217,15.018,15.606,16.258,14.819,0.726,1.267,0.678,0.646,0.085,-0.001,2.221,1.032,0.38,0.199,1.951,1.543,0.787,1.439,8.0,0.577,8.352E9
4500.0,17.405,16.845,15.713,15.091,14.487,13.871,13.65,13.623,18.248,16.265,15.347,15.01,14.837,15.361,15.953,14.618,0.56,1.132,0.622,0.604,0.221,0.027,1.983,0.918,0.337,0.173,1.842,1.476,0.743,1.335,8.0,0.578,7.5820001E9
4750.0,16.818,16.421,15.417,14.85,14.289,13.715,13.416,13.35,17.652,15.9,15.093,14.799,14.655,15.109,15.642,14.413,0.397,1.004,0.567,0.561,0.299,0.066,1.752,0.807,0.294,0.144,1.702,1.378,0.696,1.229,8.0,0.578,6.7369999E9
5000.0,16.251,16.012,15.126,14.611,14.094,13.57,13.248,13.157,17.078,15.545,14.841,14.589,14.475,14.858,15.334,14.21,0.239,0.886,0.515,0.517,0.322,0.091,1.533,0.704,0.252,0.114,1.556,1.271,0.648,1.124,8.0,0.58,5.688E9
5250.0,15.723,15.634,14.853,14.385,13.91,13.435,13.119,13.027,16.545,15.215,14.605,14.392,14.305,14.62,15.044,14.019,0.089,0.781,0.468,0.475,0.316,0.092,1.33,0.61,0.213,0.087,1.418,1.17,0.601,1.025,8.0,0.582,4.4009999E9
5500.0,15.236,15.291,14.603,14.179,13.74,13.31,13.01,12.928,16.053,14.914,14.388,14.21,14.149,14.399,14.777,13.843,-0.055,0.688,0.424,0.439,0.3,0.082,1.139,0.526,0.178,0.061,1.293,1.078,0.556,0.934,8.0,0.584,3.16999987E9
6000.0,14.404,14.718,14.181,13.828,13.453,13.099,12.831,12.774,15.219,14.408,14.022,13.902,13.884,14.02,14.32,13.544,-0.314,0.537,0.353,0.375,0.268,0.057,0.811,0.386,0.12,0.018,1.082,0.923,0.476,0.776,8.0,0.588,2.24099994E9
6500.0,13.786,14.265,13.832,13.538,13.216,12.924,12.686,12.652,14.605,13.998,13.719,13.649,13.665,13.705,13.944,13.298,-0.479,0.433,0.294,0.322,0.238,0.034,0.607,0.279,0.07,-0.016,0.908,0.795,0.407,0.646,8.0,0.59,1.828E9
7000.0,13.319,13.89,13.531,13.284,13.006,12.772,12.565,12.55,14.14,13.652,13.455,13.425,13.472,13.429,13.623,13.081,-0.571,0.359,0.247,0.278,0.207,0.015,0.488,0.197,0.03,-0.047,0.759,0.683,0.348,0.542,8.0,0.592,1.52E9
7500.0,12.945,13.568,13.261,13.053,12.814,12.635,12.461,12.459,13.769,13.349,13.215,13.22,13.295,13.18,13.339,12.881,-0.623,0.307,0.208,0.239,0.174,0.002,0.42,0.134,-0.005,-0.075,0.626,0.58,0.299,0.458,8.0,0.593,1.274E9
8000.0,12.632,13.282,13.013,12.839,12.636,12.51,12.367,12.376,13.459,13.077,12.995,13.03,13.13,12.952,13.082,12.697,-0.65,0.269,0.174,0.203,0.143,-0.009,0.382,0.082,-0.035,-0.1,0.503,0.485,0.255,0.385,8.0,0.595,1.07500006E9
8500.0,12.364,13.025,12.783,12.64,12.47,12.393,12.279,12.297,13.193,12.827,12.789,12.853,12.978,12.739,12.846,12.525,-0.661,0.242,0.143,0.17,0.114,-0.018,0.366,0.038,-0.064,-0.125,0.39,0.396,0.214,0.321,8.0,0.596,9.17E8
9000.0,12.127,12.788,12.566,12.453,12.315,12.284,12.198,12.222,12.958,12.596,12.597,12.687,12.836,12.541,12.627,12.364,-0.661,0.222,0.113,0.138,0.086,-0.024,0.362,-0.001,-0.09,-0.149,0.282,0.313,0.177,0.263,8.0,0.598,7.9190003E8
9500.0,11.913,12.57,12.363,12.279,12.17,12.183,12.121,12.152,12.746,12.382,12.417,12.532,12.704,12.355,12.423,12.215,-0.657,0.207,0.084,0.109,0.062,-0.031,0.364,-0.035,-0.115,-0.172,0.18,0.234,0.14,0.208,8.0,0.599,6.894E8
10000.0,11.717,12.369,12.174,12.118,12.039,12.09,12.05,12.086,12.552,12.184,12.252,12.39,12.585,12.183,12.235,12.079,-0.652,0.195,0.056,0.079,0.04,-0.036,0.368,-0.068,-0.138,-0.195,0.084,0.162,0.104,0.156,8.0,0.6,6.0329997E8
10500.0,11.544,12.194,12.01,11.979,11.926,12.009,11.989,12.028,12.381,12.011,12.109,12.268,12.483,12.034,12.071,11.962,-0.65,0.184,0.031,0.053,0.02,-0.039,0.37,-0.098,-0.159,-0.215,0.001,0.1,0.072,0.109,8.0,0.602,5.307E8
11000.0,11.387,12.038,11.867,11.859,11.829,11.939,11.934,11.977,12.225,11.859,11.984,12.163,12.395,11.904,11.927,11.861,-0.651,0.171,0.008,0.03,0.005,-0.043,0.366,-0.125,-0.179,-0.232,-0.072,0.045,0.043,0.066,8.0,0.603,4.695E8
11500.0,11.249,11.907,11.749,11.76,11.75,11.881,11.887,11.933,12.088,11.732,11.882,12.078,12.323,11.795,11.806,11.779,-0.658,0.158,-0.011,0.01,-0.006,-0.046,0.356,-0.15,-0.196,-0.245,-0.132,0.001,0.016,0.027,8.0,0.604,4.179E8
12000.0,11.13,11.795,11.651,11.678,11.685,11.833,11.848,11.895,11.97,11.624,11.797,12.008,12.264,11.704,11.704,11.711,-0.665,0.144,-0.027,-0.007,-0.015,-0.047,0.346,-0.173,-0.211,-0.256,-0.182,-0.036,-0.007,-0.007,8.0,0.606,3.735E8
12500.0,11.04,11.709,11.577,11.618,11.638,11.797,11.817,11.866,11.881,11.541,11.734,11.957,12.221,11.635,11.627,11.661,-0.669,0.132,-0.041,-0.02,-0.02,-0.049,0.34,-0.193,-0.223,-0.264,-0.22,-0.063,-0.026,-0.034,8.0,0.607,3.348E8
13000.0,10.967,11.639,11.518,11.57,11.6,11.767,11.792,11.841,11.807,11.475,11.684,11.917,12.186,11.58,11.565,11.621,-0.672,0.121,-0.052,-0.03,-0.025,-0.049,0.332,-0.209,-0.233,-0.269,-0.249,-0.083,-0.041,-0.056,8.0,0.608,3.005E8
13500.0,10.885,11.564,11.457,11.519,11.559,11.735,11.763,11.812,11.726,11.404,11.631,11.873,12.147,11.522,11.499,11.577,-0.679,0.107,-0.062,-0.04,-0.028,-0.049,0.322,-0.227,-0.242,-0.274,-0.278,-0.104,-0.055,-0.078,8.0,0.609,2.701E8
14000.0,10.792,11.484,11.393,11.463,11.513,11.698,11.731,11.781,11.633,11.329,11.573,11.825,12.104,11.458,11.428,11.529,-0.692,0.091,-0.07,-0.05,-0.033,-0.05,0.304,-0.244,-0.252,-0.279,-0.305,-0.125,-0.071,-0.101,8.0,0.61,2.431E8
14500.0,10.695,11.404,11.33,11.406,11.465,11.66,11.697,11.749,11.536,11.255,11.515,11.774,12.058,11.395,11.358,11.478,-0.709,0.074,-0.076,-0.059,-0.037,-0.052,0.281,-0.26,-0.259,-0.284,-0.33,-0.145,-0.083,-0.12,8.0,0.611,2.189E8
15000.0,10.597,11.327,11.271,11.351,11.417,11.621,11.662,11.716,11.439,11.185,11.458,11.724,12.012,11.333,11.29,11.428,-0.73,0.056,-0.08,-0.066,-0.041,-0.054,0.254,-0.273,-0.266,-0.288,-0.35,-0.163,-0.095,-0.138,8.0,0.613,1.972E8
15500.0,10.502,11.254,11.214,11.298,11.37,11.582,11.628,11.684,11.344,11.117,11.403,11.676,11.967,11.274,11.224,11.378,-0.752,0.04,-0.084,-0.072,-0.046,-0.056,0.227,-0.286,-0.273,-0.291,-0.368,-0.179,-0.104,-0.154,8.0,0.614,1.778E8
16000.0,10.41,11.183,11.159,11.246,11.324,11.545,11.593,11.652,11.252,11.053,11.35,11.628,11.923,11.217,11.162,11.33,-0.773,0.024,-0.087,-0.078,-0.048,-0.059,0.199,-0.297,-0.278,-0.295,-0.386,-0.195,-0.113,-0.168,8.0,0.615,1.603E8
16500.0,10.32,11.115,11.105,11.196,11.279,11.508,11.559,11.62,11.162,10.991,11.298,11.582,11.879,11.161,11.101,11.283,-0.795,0.01,-0.091,-0.083,-0.051,-0.061,0.171,-0.307,-0.284,-0.297,-0.403,-0.21,-0.122,-0.182,8.0,0.616,1.445E8
17000.0,10.233,11.05,11.054,11.147,11.235,11.471,11.526,11.588,11.076,10.931,11.249,11.536,11.837,11.108,11.042,11.237,-0.817,-0.004,-0.093,-0.088,-0.055,-0.062,0.145,-0.318,-0.287,-0.301,-0.417,-0.222,-0.129,-0.195,8.0,0.617,1.303E8
20000.0,9.768,10.701,10.77,10.878,10.989,11.266,11.336,11.409,10.611,10.609,10.974,11.284,11.599,10.813,10.722,10.983,-0.933,-0.069,-0.108,-0.111,-0.07,-0.073,0.002,-0.365,-0.31,-0.315,-0.496,-0.292,-0.17,-0.261,8.0,0.624,6.896E7
25000.0,9.139,10.212,10.36,10.487,10.629,10.959,11.049,11.137,9.982,10.152,10.577,10.915,11.249,10.39,10.267,10.613,-1.073,-0.148,-0.127,-0.142,-0.09,-0.088,-0.17,-0.425,-0.338,-0.334,-0.599,-0.382,-0.223,-0.346,8.0,0.635,2.216E7
30000.0,8.583,9.76,9.972,10.112,10.276,10.648,10.754,10.855,9.427,9.727,10.197,10.557,10.905,9.989,9.841,10.252,-1.177,-0.212,-0.14,-0.164,-0.106,-0.101,-0.3,-0.47,-0.36,-0.348,-0.676,-0.451,-0.263,-0.411,8.0,0.646,9239000.0
35000.0,8.159,9.396,9.655,9.798,9.973,10.364,10.477,10.579,9.003,9.382,9.881,10.251,10.605,9.658,9.495,9.943,-1.237,-0.259,-0.143,-0.175,-0.113,-0.102,-0.379,-0.499,-0.37,-0.354,-0.709,-0.483,-0.285,-0.448,8.0,0.661,6331000.0
40000.0,7.905,9.172,9.453,9.599,9.779,10.178,10.294,10.395,8.749,9.167,9.679,10.056,10.412,9.449,9.279,9.747,-1.267,-0.281,-0.146,-0.18,-0.116,-0.101,-0.418,-0.512,-0.377,-0.356,-0.725,-0.499,-0.298,-0.468,8.0,0.672,4018000.0
45000.0,7.724,9.009,9.303,9.451,9.635,10.039,10.156,10.256,8.569,9.009,9.531,9.911,10.269,9.296,9.12,9.601,-1.285,-0.294,-0.148,-0.184,-0.117,-0.1,-0.44,-0.522,-0.38,-0.358,-0.736,-0.508,-0.305,-0.481,8.0,0.682,2808000.0
50000.0,7.578,8.875,9.179,9.328,9.515,9.922,10.04,10.14,8.422,8.879,9.408,9.79,10.149,9.169,8.99,9.479,-1.297,-0.304,-0.149,-0.187,-0.118,-0.1,-0.457,-0.529,-0.382,-0.359,-0.743,-0.514,-0.31,-0.489,8.0,0.694,1818000.0
55000.0,7.457,8.763,9.075,9.225,9.414,9.823,9.942,10.042,8.301,8.77,9.304,9.689,10.048,9.063,8.881,9.377,-1.306,-0.312,-0.15,-0.189,-0.119,-0.1,-0.469,-0.534,-0.385,-0.359,-0.748,-0.519,-0.314,-0.496,8.0,0.703,1534000.0
60000.0,7.349,8.663,8.981,9.132,9.322,9.733,9.852,9.952,8.193,8.672,9.21,9.597,9.957,8.967,8.782,9.285,-1.314,-0.318,-0.151,-0.19,-0.119,-0.1,-0.479,-0.538,-0.387,-0.36,-0.752,-0.523,-0.318,-0.503,8.0,0.713,1257000.0
65000.0,7.252,8.572,8.895,9.047,9.239,9.651,9.771,9.871,8.096,8.583,9.125,9.513,9.874,8.88,8.694,9.201,-1.32,-0.323,-0.152,-0.192,-0.12,-0.1,-0.487,-0.542,-0.388,-0.361,-0.756,-0.526,-0.321,-0.507,8.0,0.722,1055000.0
70000.0,7.163,8.488,8.816,8.969,9.162,9.576,9.696,9.795,8.008,8.501,9.047,9.436,9.797,8.8,8.612,9.123,-1.325,-0.328,-0.153,-0.193,-0.12,-0.099,-0.493,-0.546,-0.389,-0.361,-0.76,-0.529,-0.323,-0.511,8.0,0.732,901100.0
75000.0,7.081,8.411,8.743,8.896,9.09,9.505,9.626,9.725,7.926,8.426,8.973,9.364,9.726,8.725,8.536,9.051,-1.33,-0.332,-0.153,-0.194,-0.121,-0.099,-0.5,-0.547,-0.391,-0.362,-0.762,-0.532,-0.326,-0.515,8.0,0.741,777300.0
80000.0,7.004,8.338,8.674,8.827,9.022,9.438,9.559,9.659,7.849,8.354,8.904,9.296,9.658,8.655,8.464,8.983,-1.334,-0.336,-0.153,-0.195,-0.121,-0.1,-0.505,-0.55,-0.392,-0.362,-0.764,-0.534,-0.328,-0.519,8.0,0.75,676000.0
85000.0,6.932,8.269,8.607,8.761,8.957,9.375,9.496,9.595,7.777,8.286,8.838,9.231,9.593,8.588,8.396,8.917,-1.337,-0.338,-0.154,-0.196,-0.121,-0.099,-0.509,-0.552,-0.393,-0.362,-0.768,-0.537,-0.329,-0.521,8.0,0.759,590700.0
90000.0,6.863,8.203,8.544,8.699,8.896,9.314,9.436,9.535,7.708,8.221,8.776,9.169,9.532,8.524,8.331,8.856,-1.34,-0.341,-0.155,-0.197,-0.122,-0.099,-0.513,-0.555,-0.393,-0.363,-0.77,-0.538,-0.332,-0.525,8.0,0.768,519500.0
100000.0,6.734,8.08,8.426,8.581,8.779,9.199,9.321,9.42,7.579,8.099,8.658,9.052,9.416,8.404,8.209,8.739,-1.346,-0.346,-0.155,-0.198,-0.122,-0.099,-0.52,-0.559,-0.394,-0.364,-0.773,-0.541,-0.335,-0.53,8.0,0.785,402300.0
110000.0,6.615,7.965,8.315,8.471,8.67,9.091,9.214,9.313,7.46,7.986,8.547,8.943,9.308,8.292,8.096,8.629,-1.35,-0.35,-0.156,-0.199,-0.123,-0.099,-0.526,-0.561,-0.396,-0.365,-0.776,-0.544,-0.337,-0.533,8.0,0.804,308000.0
120000.0,6.501,7.855,8.208,8.365,8.566,8.988,9.111,9.211,7.347,7.877,8.441,8.838,9.203,8.185,7.987,8.524,-1.354,-0.353,-0.157,-0.201,-0.123,-0.1,-0.53,-0.564,-0.397,-0.365,-0.78,-0.547,-0.339,-0.537,8.0,0.824,234200.0
130000.0,6.395,7.752,8.109,8.267,8.468,8.892,9.015,9.115,7.241,7.776,8.342,8.74,9.106,8.084,7.886,8.426,-1.357,-0.357,-0.158,-0.201,-0.123,-0.1,-0.535,-0.566,-0.398,-0.366,-0.783,-0.55,-0.342,-0.54,8.0,0.843,191200.0
140000.0,6.296,7.656,8.015,8.173,8.376,8.801,8.925,9.025,7.142,7.68,8.249,8.648,9.014,7.99,7.79,8.334,-1.36,-0.359,-0.158,-0.203,-0.124,-0.1,-0.538,-0.569,-0.399,-0.366,-0.786,-0.552,-0.344,-0.544,8.0,0.862,177800.0
1500.0,23.527,21.496,19.374,19.379,21.057,20.906,20.908,22.394,24.5,20.363,19.255,21.367,21.003,19.88,19.851,20.392,2.031,2.122,-0.005,-1.678,-0.002,-1.486,4.137,1.108,-2.112,0.364,-1.532,-1.651,-0.512,-0.541,8.5,0.908,1.20999997E10
1750.0,23.064,21.145,19.041,18.822,20.021,20.014,20.123,21.254,24.025,20.06,18.727,20.347,20.108,19.372,19.439,19.52,1.919,2.104,0.219,-1.199,-0.109,-1.131,3.965,1.333,-1.62,0.239,-0.973,-1.287,-0.148,-0.081,8.5,0.908,1.19899996E10
2000.0,22.636,20.825,18.742,18.353,19.12,19.211,19.411,20.263,23.583,19.769,18.304,19.469,19.313,18.909,19.087,18.772,1.811,2.083,0.389,-0.767,-0.2,-0.852,3.814,1.465,-1.165,0.156,-0.469,-0.907,0.137,0.315,8.5,0.908,1.18700001E10
